"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1901","Argentina","Jan","ARG","20.585","45.4687"
"2","1901","Argentina","Feb","ARG","19.6985","48.5075"
"3","1901","Argentina","Mar","ARG","18.13","39.907"
"4","1901","Argentina","Apr","ARG","13.5667","28.0287"
"5","1901","Argentina","May","ARG","11.1243","34.5637"
"6","1901","Argentina","Jun","ARG","10.1241","34.7822"
"7","1901","Argentina","Jul","ARG","7.87036","15.5378"
"8","1901","Argentina","Aug","ARG","9.16892","27.421"
"9","1901","Argentina","Sep","ARG","12.9555","25.7506"
"10","1901","Argentina","Oct","ARG","15.7423","37.0246"
"11","1901","Argentina","Nov","ARG","17.5755","52.4583"
"12","1901","Argentina","Dec","ARG","20.6335","25.4961"
"13","1902","Argentina","Jan","ARG","20.9802","56.8887"
"14","1902","Argentina","Feb","ARG","20.922","42.8988"
"15","1902","Argentina","Mar","ARG","17.8209","62.2297"
"16","1902","Argentina","Apr","ARG","15.5522","29.2788"
"17","1902","Argentina","May","ARG","11.8179","59.5791"
"18","1902","Argentina","Jun","ARG","8.96663","28.7785"
"19","1902","Argentina","Jul","ARG","6.6351","25.5044"
"20","1902","Argentina","Aug","ARG","6.80695","10.4594"
"21","1902","Argentina","Sep","ARG","11.881","18.2464"
"22","1902","Argentina","Oct","ARG","14.4448","30.036"
"23","1902","Argentina","Nov","ARG","17.0407","48.5034"
"24","1902","Argentina","Dec","ARG","19.8075","67.8403"
"25","1903","Argentina","Jan","ARG","20.1469","45.636"
"26","1903","Argentina","Feb","ARG","19.862","64.4302"
"27","1903","Argentina","Mar","ARG","17.7636","60.5901"
"28","1903","Argentina","Apr","ARG","13.279","60.8629"
"29","1903","Argentina","May","ARG","10.7062","27.1949"
"30","1903","Argentina","Jun","ARG","8.20232","35.1976"
"31","1903","Argentina","Jul","ARG","7.47253","19.6148"
"32","1903","Argentina","Aug","ARG","8.5501","24.8784"
"33","1903","Argentina","Sep","ARG","13.3376","21.732"
"34","1903","Argentina","Oct","ARG","13.8622","36.0033"
"35","1903","Argentina","Nov","ARG","16.7616","48.9294"
"36","1903","Argentina","Dec","ARG","18.8427","79.9663"
"37","1904","Argentina","Jan","ARG","20.7512","50.8685"
"38","1904","Argentina","Feb","ARG","19.1578","56.0412"
"39","1904","Argentina","Mar","ARG","16.8778","84.4156"
"40","1904","Argentina","Apr","ARG","15.416","41.3623"
"41","1904","Argentina","May","ARG","11.0481","28.8345"
"42","1904","Argentina","Jun","ARG","8.66139","25.6729"
"43","1904","Argentina","Jul","ARG","8.50398","43.1329"
"44","1904","Argentina","Aug","ARG","9.02793","23.8633"
"45","1904","Argentina","Sep","ARG","13.0588","34.9658"
"46","1904","Argentina","Oct","ARG","13.9672","51.9745"
"47","1904","Argentina","Nov","ARG","16.2037","57.2162"
"48","1904","Argentina","Dec","ARG","18.6815","50.6054"
"49","1905","Argentina","Jan","ARG","20.3373","35.9577"
"50","1905","Argentina","Feb","ARG","19.146","41.085"
"51","1905","Argentina","Mar","ARG","18.2538","74.8163"
"52","1905","Argentina","Apr","ARG","13.6687","41.5762"
"53","1905","Argentina","May","ARG","9.47157","52.128"
"54","1905","Argentina","Jun","ARG","8.56035","28.3959"
"55","1905","Argentina","Jul","ARG","6.39216","28.4143"
"56","1905","Argentina","Aug","ARG","9.06073","22.7207"
"57","1905","Argentina","Sep","ARG","12.2466","28.5856"
"58","1905","Argentina","Oct","ARG","13.9544","72.2091"
"59","1905","Argentina","Nov","ARG","16.7787","35.5714"
