"","Year","Country","Month","ISO3","Temperature","Rain"
"1","1901","Kenya","Jan","KEN","25.1685","15.4526"
"2","1901","Kenya","Feb","KEN","24.7775","70.7127"
"3","1901","Kenya","Mar","KEN","25.9808","61.4236"
"4","1901","Kenya","Apr","KEN","24.9167","164.405"
"5","1901","Kenya","May","KEN","23.9371","68.4718"
"6","1901","Kenya","Jun","KEN","22.6962","19.5967"
"7","1901","Kenya","Jul","KEN","21.9752","23.779"
"8","1901","Kenya","Aug","KEN","22.5864","9.97236"
"9","1901","Kenya","Sep","KEN","23.5112","22.5159"
"10","1901","Kenya","Oct","KEN","24.7065","27.3135"
"11","1901","Kenya","Nov","KEN","24.643","95.5871"
"12","1901","Kenya","Dec","KEN","25.2039","68.2771"
"13","1902","Kenya","Jan","KEN","24.6807","5.52473"
"14","1902","Kenya","Feb","KEN","25.2697","50.254"
"15","1902","Kenya","Mar","KEN","25.7819","33.9062"
"16","1902","Kenya","Apr","KEN","24.6132","112.32"
"17","1902","Kenya","May","KEN","24.2215","86.666"
"18","1902","Kenya","Jun","KEN","23.9962","37.1181"
"19","1902","Kenya","Jul","KEN","23.7272","58.0328"
"20","1902","Kenya","Aug","KEN","24.2342","28.2972"
"21","1902","Kenya","Sep","KEN","24.5533","21.6382"
"22","1902","Kenya","Oct","KEN","24.8773","74.7038"
"23","1902","Kenya","Nov","KEN","24.5028","147.965"
"24","1902","Kenya","Dec","KEN","24.0245","69.7052"
"25","1903","Kenya","Jan","KEN","25.4736","54.0228"
"26","1903","Kenya","Feb","KEN","25.7303","47.7264"
"27","1903","Kenya","Mar","KEN","25.9552","44.5925"
"28","1903","Kenya","Apr","KEN","25.2345","127.974"
"29","1903","Kenya","May","KEN","24.2102","84.2513"
"30","1903","Kenya","Jun","KEN","23.7523","63.5336"
"31","1903","Kenya","Jul","KEN","23.2665","30.755"
"32","1903","Kenya","Aug","KEN","23.5218","19.9303"
"33","1903","Kenya","Sep","KEN","23.632","37.3855"
"34","1903","Kenya","Oct","KEN","24.3789","39.035"
"35","1903","Kenya","Nov","KEN","24.3758","33.3874"
"36","1903","Kenya","Dec","KEN","24.1401","58.6671"
"37","1904","Kenya","Jan","KEN","23.7092","18.8326"
"38","1904","Kenya","Feb","KEN","24.556","16.179"
"39","1904","Kenya","Mar","KEN","25.1516","55.9583"
"40","1904","Kenya","Apr","KEN","24.1243","101.123"
"41","1904","Kenya","May","KEN","23.9924","112.165"
"42","1904","Kenya","Jun","KEN","23.4173","39.3593"
"43","1904","Kenya","Jul","KEN","23.106","32.6727"
"44","1904","Kenya","Aug","KEN","23.3337","36.0399"
"45","1904","Kenya","Sep","KEN","23.1251","20.3187"
"46","1904","Kenya","Oct","KEN","23.0145","54.5315"
"47","1904","Kenya","Nov","KEN","23.3845","118.012"
"48","1904","Kenya","Dec","KEN","23.4189","58.2679"
"49","1905","Kenya","Jan","KEN","24.8395","30.3433"
"50","1905","Kenya","Feb","KEN","24.2558","7.61584"
"51","1905","Kenya","Mar","KEN","24.9886","180.473"
"52","1905","Kenya","Apr","KEN","24.3429","110.18"
"53","1905","Kenya","May","KEN","23.4358","83.2168"
"54","1905","Kenya","Jun","KEN","23.064","27.7486"
"55","1905","Kenya","Jul","KEN","22.3885","23.3756"
"56","1905","Kenya","Aug","KEN","22.6113","32.4316"
"57","1905","Kenya","Sep","KEN","23.5631","27.7376"
"58","1905","Kenya","Oct","KEN","24.7143","65.9362"
"59","1905","Kenya","Nov","KEN","24.0243","111.866"
"60","1905","Kenya","Dec","KEN","23.8562","46.7703"
"61","1906","Kenya","Jan","KEN","23.3737","9.11599"
"62","1906","Kenya","Feb","KEN","25.5723","63.8647"
"63","1906","Kenya","Mar","KEN","24.8884","134.4"
"64","1906","Kenya","Apr","KEN","24.0691","191.231"
"65","1906","Kenya","May","KEN","23.6203","93.4018"
"66","1906","Kenya","Jun","KEN","22.5349","63.6766"
"67","1906","Kenya","Jul","KEN","21.5637","23.8117"
"68","1906","Kenya","Aug","KEN","22.1781","41.3805"
"69","1906","Kenya","Sep","KEN","23.0917","24.0409"
"70","1906","Kenya","Oct","KEN","24.3827","61.4596"
"71","1906","Kenya","Nov","KEN","23.6224","74.5103"
"72","1906","Kenya","Dec","KEN","23.6287","39.6727"
"73","1907","Kenya","Jan","KEN","23.806","55.8154"
"74","1907","Kenya","Feb","KEN","24.2789","18.6944"
"75","1907","Kenya","Mar","KEN","25.2579","7.15836"
"76","1907","Kenya","Apr","KEN","24.7427","165.518"
"77","1907","Kenya","May","KEN","23.5402","134.432"
"78","1907","Kenya","Jun","KEN","22.405","35.5142"
"79","1907","Kenya","Jul","KEN","21.9531","26.1916"
"80","1907","Kenya","Aug","KEN","21.7086","19.6286"
"81","1907","Kenya","Sep","KEN","23.2462","11.0977"
"82","1907","Kenya","Oct","KEN","24.8063","62.1521"
"83","1907","Kenya","Nov","KEN","24.213","75.6615"
"84","1907","Kenya","Dec","KEN","23.6588","30.6741"
"85","1908","Kenya","Jan","KEN","24.828","12.8618"
"86","1908","Kenya","Feb","KEN","25.5112","22.3649"
"87","1908","Kenya","Mar","KEN","25.9393","49.9505"
"88","1908","Kenya","Apr","KEN","25.804","137.746"
"89","1908","Kenya","May","KEN","24.4136","101.949"
"90","1908","Kenya","Jun","KEN","23.6506","39.4678"
"91","1908","Kenya","Jul","KEN","23.0529","36.9712"
"92","1908","Kenya","Aug","KEN","23.8571","38.6092"
"93","1908","Kenya","Sep","KEN","23.9964","19.6404"
"94","1908","Kenya","Oct","KEN","25.9992","65.1604"
"95","1908","Kenya","Nov","KEN","24.0165","79.6777"
"96","1908","Kenya","Dec","KEN","23.168","48.7584"
"97","1909","Kenya","Jan","KEN","22.6694","17.4402"
"98","1909","Kenya","Feb","KEN","22.9273","4.84566"
"99","1909","Kenya","Mar","KEN","24.6652","28.1533"
"100","1909","Kenya","Apr","KEN","24.0394","152.375"
"101","1909","Kenya","May","KEN","23.442","50.2148"
"102","1909","Kenya","Jun","KEN","21.6256","26.0479"
"103","1909","Kenya","Jul","KEN","21.962","39.6653"
"104","1909","Kenya","Aug","KEN","21.5803","38.5057"
"105","1909","Kenya","Sep","KEN","22.8203","35.3694"
"106","1909","Kenya","Oct","KEN","23.8655","46.9068"
"107","1909","Kenya","Nov","KEN","22.6752","108.17"
"108","1909","Kenya","Dec","KEN","22.6898","128.351"
"109","1910","Kenya","Jan","KEN","23.1475","31.4199"
"110","1910","Kenya","Feb","KEN","23.6183","3.00975"
"111","1910","Kenya","Mar","KEN","24.5489","37.6981"
"112","1910","Kenya","Apr","KEN","24.334","116.03"
"113","1910","Kenya","May","KEN","22.2456","88.1062"
"114","1910","Kenya","Jun","KEN","23.2074","28.857"
"115","1910","Kenya","Jul","KEN","21.3315","43.6849"
"116","1910","Kenya","Aug","KEN","21.8507","23.1258"
"117","1910","Kenya","Sep","KEN","21.8077","12.8305"
"118","1910","Kenya","Oct","KEN","22.8121","31.0841"
"119","1910","Kenya","Nov","KEN","22.9728","86.9037"
"120","1910","Kenya","Dec","KEN","24.837","51.2807"
"121","1911","Kenya","Jan","KEN","24.0367","7.16112"
"122","1911","Kenya","Feb","KEN","24.506","18.8375"
"123","1911","Kenya","Mar","KEN","25.0786","54.5374"
"124","1911","Kenya","Apr","KEN","23.6804","157.48"
"125","1911","Kenya","May","KEN","23.4149","97.1184"
"126","1911","Kenya","Jun","KEN","22.5109","32.494"
"127","1911","Kenya","Jul","KEN","21.0382","28.1339"
"128","1911","Kenya","Aug","KEN","21.9521","39.4534"
