Temperature - (Celsius), Year, Month, Country, ISO3
8.2829, 1991, Jan, Pakistan, PAK
9.99503, 1991, Feb, Pakistan, PAK
15.5038, 1991, Mar, Pakistan, PAK
20.5152, 1991, Apr, Pakistan, PAK
25.1976, 1991, May, Pakistan, PAK
29.0619, 1991, Jun, Pakistan, PAK
29.3048, 1991, Jul, Pakistan, PAK
27.745, 1991, Aug, Pakistan, PAK
25.2474, 1991, Sep, Pakistan, PAK
20.1716, 1991, Oct, Pakistan, PAK
15.4148, 1991, Nov, Pakistan, PAK
11.6744, 1991, Dec, Pakistan, PAK
9.06016, 1992, Jan, Pakistan, PAK
10.5495, 1992, Feb, Pakistan, PAK
14.731, 1992, Mar, Pakistan, PAK
19.9273, 1992, Apr, Pakistan, PAK
24.9313, 1992, May, Pakistan, PAK
29.2299, 1992, Jun, Pakistan, PAK
28.4087, 1992, Jul, Pakistan, PAK
26.9621, 1992, Aug, Pakistan, PAK
24.2183, 1992, Sep, Pakistan, PAK
20.6592, 1992, Oct, Pakistan, PAK
15.64, 1992, Nov, Pakistan, PAK
12.1524, 1992, Dec, Pakistan, PAK
8.77164, 1993, Jan, Pakistan, PAK
13.2686, 1993, Feb, Pakistan, PAK
14.7936, 1993, Mar, Pakistan, PAK
21.6325, 1993, Apr, Pakistan, PAK
27.0292, 1993, May, Pakistan, PAK
28.9541, 1993, Jun, Pakistan, PAK
28.2827, 1993, Jul, Pakistan, PAK
27.834, 1993, Aug, Pakistan, PAK
25.8537, 1993, Sep, Pakistan, PAK
20.5806, 1993, Oct, Pakistan, PAK
16.4152, 1993, Nov, Pakistan, PAK
11.4759, 1993, Dec, Pakistan, PAK
9.52572, 1994, Jan, Pakistan, PAK
10.397, 1994, Feb, Pakistan, PAK
17.6477, 1994, Mar, Pakistan, PAK
20.3414, 1994, Apr, Pakistan, PAK
26.505, 1994, May, Pakistan, PAK
29.5395, 1994, Jun, Pakistan, PAK
28.2426, 1994, Jul, Pakistan, PAK
27.6323, 1994, Aug, Pakistan, PAK
23.8697, 1994, Sep, Pakistan, PAK
20.1672, 1994, Oct, Pakistan, PAK
16.8134, 1994, Nov, Pakistan, PAK
10.6588, 1994, Dec, Pakistan, PAK
8.65067, 1995, Jan, Pakistan, PAK
11.3525, 1995, Feb, Pakistan, PAK
14.7091, 1995, Mar, Pakistan, PAK
20.0073, 1995, Apr, Pakistan, PAK
26.1724, 1995, May, Pakistan, PAK
29.5621, 1995, Jun, Pakistan, PAK
28.7296, 1995, Jul, Pakistan, PAK
27.7186, 1995, Aug, Pakistan, PAK
25.2638, 1995, Sep, Pakistan, PAK
21.6044, 1995, Oct, Pakistan, PAK
15.3296, 1995, Nov, Pakistan, PAK
10.2254, 1995, Dec, Pakistan, PAK
8.36005, 1996, Jan, Pakistan, PAK
11.8006, 1996, Feb, Pakistan, PAK
16.9391, 1996, Mar, Pakistan, PAK
22.0081, 1996, Apr, Pakistan, PAK
25.0169, 1996, May, Pakistan, PAK
28.334, 1996, Jun, Pakistan, PAK
28.4034, 1996, Jul, Pakistan, PAK
27.0528, 1996, Aug, Pakistan, PAK
25.8551, 1996, Sep, Pakistan, PAK
20.3651, 1996, Oct, Pakistan, PAK
14.2503, 1996, Nov, Pakistan, PAK
9.9332, 1996, Dec, Pakistan, PAK
8.51052, 1997, Jan, Pakistan, PAK
11.0733, 1997, Feb, Pakistan, PAK
15.5146, 1997, Mar, Pakistan, PAK
19.9341, 1997, Apr, Pakistan, PAK
24.0034, 1997, May, Pakistan, PAK
27.8558, 1997, Jun, Pakistan, PAK
29.2669, 1997, Jul, Pakistan, PAK
27.3021, 1997, Aug, Pakistan, PAK
25.7255, 1997, Sep, Pakistan, PAK
19.8213, 1997, Oct, Pakistan, PAK
14.7835, 1997, Nov, Pakistan, PAK
9.54585, 1997, Dec, Pakistan, PAK
9.01244, 1998, Jan, Pakistan, PAK
10.9107, 1998, Feb, Pakistan, PAK
15.6202, 1998, Mar, Pakistan, PAK
22.8289, 1998, Apr, Pakistan, PAK
26.6166, 1998, May, Pakistan, PAK
28.533, 1998, Jun, Pakistan, PAK
29.0016, 1998, Jul, Pakistan, PAK
28.3712, 1998, Aug, Pakistan, PAK
25.8367, 1998, Sep, Pakistan, PAK
21.7597, 1998, Oct, Pakistan, PAK
15.5877, 1998, Nov, Pakistan, PAK
11.5113, 1998, Dec, Pakistan, PAK
8.62707, 1999, Jan, Pakistan, PAK
11.9247, 1999, Feb, Pakistan, PAK
16.6285, 1999, Mar, Pakistan, PAK
