"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","France","Apr","FRA","8.66942","50.321"
"2","1991","France","Aug","FRA","20.9565","25.3255"
"3","1991","France","Dec","FRA","3.24705","35.3224"
"4","1991","France","Feb","FRA","1.80521","37.6039"
"5","1991","France","Jan","FRA","3.55893","55.856"
"6","1991","France","Jul","FRA","19.8638","56.495"
"7","1991","France","Jun","FRA","14.9801","69.6719"
"8","1991","France","Mar","FRA","9.06057","76.209"
"9","1991","France","May","FRA","11.5755","36.3691"
"10","1991","France","Nov","FRA","6.65364","92.0291"
"11","1991","France","Oct","FRA","10.6867","77.1235"
"12","1991","France","Sep","FRA","17.9976","97.2219"
"13","1992","France","Apr","FRA","9.51007","55.2602"
"14","1992","France","Aug","FRA","20.1121","89.5658"
"15","1992","France","Dec","FRA","4.86715","70.8559"
"16","1992","France","Feb","FRA","4.55385","34.0157"
"17","1992","France","Jan","FRA","2.29906","28.5376"
"18","1992","France","Jul","FRA","19.2905","67.431"
"19","1992","France","Jun","FRA","15.9715","109.801"
"20","1992","France","Mar","FRA","7.54494","59.3621"
"21","1992","France","May","FRA","15.2742","64.2209"
"22","1992","France","Nov","FRA","8.77039","103.178"
"23","1992","France","Oct","FRA","9.59145","123.215"
"24","1992","France","Sep","FRA","15.4827","69.1763"
"25","1993","France","Apr","FRA","10.4283","104.995"
"26","1993","France","Aug","FRA","18.7399","41.641"
"27","1993","France","Dec","FRA","6.09939","114.768"
"28","1993","France","Feb","FRA","3.13798","17.3965"
"29","1993","France","Jan","FRA","5.4836","42.6855"
"30","1993","France","Jul","FRA","17.7762","63.3686"
"31","1993","France","Jun","FRA","17.3333","86.6152"
"32","1993","France","Mar","FRA","6.82836","20.345"
"33","1993","France","May","FRA","14.078","77.9192"
"34","1993","France","Nov","FRA","4.48424","44.7586"
"35","1993","France","Oct","FRA","10.2956","119.675"
"36","1993","France","Sep","FRA","14.5764","157.384"
"37","1994","France","Apr","FRA","8.59415","88.54"
"38","1994","France","Aug","FRA","20.0522","58.1945"
"39","1994","France","Dec","FRA","6.2915","73.4066"
"40","1994","France","Feb","FRA","4.96252","85.8265"
"41","1994","France","Jan","FRA","4.97169","105.368"
"42","1994","France","Jul","FRA","21.5293","51.1653"
"43","1994","France","Jun","FRA","17.1635","61.2597"
"44","1994","France","Mar","FRA","9.43613","34.522"
"45","1994","France","May","FRA","13.6962","92.7677"
"46","1994","France","Nov","FRA","10.1518","74.8861"
"47","1994","France","Oct","FRA","11.9551","81.5849"
"48","1994","France","Sep","FRA","14.925","148.012"
"49","1995","France","Apr","FRA","9.76773","65.1319"
"50","1995","France","Aug","FRA","20.2393","48.525"
"51","1995","France","Dec","FRA","3.82216","99.9073"
"52","1995","France","Feb","FRA","7.36125","91.8989"
"53","1995","France","Jan","FRA","4.20402","119.087"
"54","1995","France","Jul","FRA","21.3041","55.1727"
"55","1995","France","Jun","FRA","16.1103","28.9311"
"56","1995","France","Mar","FRA","6.3158","71.8115"
"57","1995","France","May","FRA","13.6357","83.6108"
"58","1995","France","Nov","FRA","7.26124","59.4605"
"59","1995","France","Oct","FRA","14.66","43.0465"
"60","1995","France","Sep","FRA","14.3578","107.371"
"61","1996","France","Apr","FRA","10.1644","40.6357"
"62","1996","France","Aug","FRA","18.3642","80.299"
"63","1996","France","Dec","FRA","3.28313","81.138"
"64","1996","France","Feb","FRA","2.83498","72.8591"
"65","1996","France","Jan","FRA","4.9136","81.9973"
"66","1996","France","Jul","FRA","18.7712","62.2532"
"67","1996","France","Jun","FRA","17.7138","39.1187"
"68","1996","France","Mar","FRA","6.00496","37.0307"
"69","1996","France","May","FRA","12.2964","83.6875"
"70","1996","France","Nov","FRA","6.77186","158.744"
"71","1996","France","Oct","FRA","11.869","55.2818"
"72","1996","France","Sep","FRA","14.1342","55.4159"
"73","1997","France","Apr","FRA","10.1144","25.7382"
"74","1997","France","Aug","FRA","21.4124","77.3294"
"75","1997","France","Dec","FRA","5.35187","99.0871"
"76","1997","France","Feb","FRA","6.91015","62.0508"
"77","1997","France","Jan","FRA","1.9368","56.6295"
"78","1997","France","Jul","FRA","18.5886","54.5362"
"79","1997","France","Jun","FRA","16.3099","126.183"
"80","1997","France","Mar","FRA","9.40785","11.7778"
"81","1997","France","May","FRA","14.2853","87.4732"
"82","1997","France","Nov","FRA","8.2487","113.912"
"83","1997","France","Oct","FRA","12.3741","55.1717"
"84","1997","France","Sep","FRA","17.251","23.173"
"85","1998","France","Apr","FRA","9.02511","144.53"
"86","1998","France","Aug","FRA","19.7851","35.2551"
"87","1998","France","Dec","FRA","4.30678","65.399"
"88","1998","France","Feb","FRA","5.90377","18.1291"
"89","1998","France","Jan","FRA","4.86991","82.9989"
"90","1998","France","Jul","FRA","18.7817","44.1814"
"91","1998","France","Jun","FRA","17.2279","55.4818"
"92","1998","France","Mar","FRA","8.16341","33.9601"
