Rainfall - (MM), Year, Month, Country, ISO3
182.512, 1991, Jan, Gabon, GAB
176.944, 1991, Feb, Gabon, GAB
213.709, 1991, Mar, Gabon, GAB
258.921, 1991, Apr, Gabon, GAB
229.184, 1991, May, Gabon, GAB
65.1339, 1991, Jun, Gabon, GAB
14.5859, 1991, Jul, Gabon, GAB
19.4863, 1991, Aug, Gabon, GAB
54.2462, 1991, Sep, Gabon, GAB
185.477, 1991, Oct, Gabon, GAB
258.07, 1991, Nov, Gabon, GAB
96.3943, 1991, Dec, Gabon, GAB
84.8594, 1992, Jan, Gabon, GAB
109.862, 1992, Feb, Gabon, GAB
225.954, 1992, Mar, Gabon, GAB
230.408, 1992, Apr, Gabon, GAB
177.798, 1992, May, Gabon, GAB
37.1949, 1992, Jun, Gabon, GAB
7.34895, 1992, Jul, Gabon, GAB
7.1209, 1992, Aug, Gabon, GAB
96.8813, 1992, Sep, Gabon, GAB
234.239, 1992, Oct, Gabon, GAB
283.427, 1992, Nov, Gabon, GAB
149.168, 1992, Dec, Gabon, GAB
129.598, 1993, Jan, Gabon, GAB
113.222, 1993, Feb, Gabon, GAB
192.845, 1993, Mar, Gabon, GAB
201.858, 1993, Apr, Gabon, GAB
145.443, 1993, May, Gabon, GAB
52.2976, 1993, Jun, Gabon, GAB
17.7753, 1993, Jul, Gabon, GAB
21.6226, 1993, Aug, Gabon, GAB
95.9612, 1993, Sep, Gabon, GAB
235.052, 1993, Oct, Gabon, GAB
287.879, 1993, Nov, Gabon, GAB
190.349, 1993, Dec, Gabon, GAB
139.514, 1994, Jan, Gabon, GAB
89.2952, 1994, Feb, Gabon, GAB
197.76, 1994, Mar, Gabon, GAB
233.664, 1994, Apr, Gabon, GAB
196.043, 1994, May, Gabon, GAB
19.1875, 1994, Jun, Gabon, GAB
11.9835, 1994, Jul, Gabon, GAB
12.944, 1994, Aug, Gabon, GAB
175.226, 1994, Sep, Gabon, GAB
388.542, 1994, Oct, Gabon, GAB
276.886, 1994, Nov, Gabon, GAB
165.07, 1994, Dec, Gabon, GAB
116.191, 1995, Jan, Gabon, GAB
175.395, 1995, Feb, Gabon, GAB
198.708, 1995, Mar, Gabon, GAB
206.482, 1995, Apr, Gabon, GAB
152.671, 1995, May, Gabon, GAB
46.7289, 1995, Jun, Gabon, GAB
10.8802, 1995, Jul, Gabon, GAB
33.3233, 1995, Aug, Gabon, GAB
127.24, 1995, Sep, Gabon, GAB
289.601, 1995, Oct, Gabon, GAB
276.967, 1995, Nov, Gabon, GAB
158.329, 1995, Dec, Gabon, GAB
125.287, 1996, Jan, Gabon, GAB
140.072, 1996, Feb, Gabon, GAB
252.305, 1996, Mar, Gabon, GAB
178.556, 1996, Apr, Gabon, GAB
218.174, 1996, May, Gabon, GAB
34.0248, 1996, Jun, Gabon, GAB
13.0328, 1996, Jul, Gabon, GAB
13.5662, 1996, Aug, Gabon, GAB
92.1214, 1996, Sep, Gabon, GAB
292.17, 1996, Oct, Gabon, GAB
284.874, 1996, Nov, Gabon, GAB
125.478, 1996, Dec, Gabon, GAB
104.758, 1997, Jan, Gabon, GAB
