Temperature - (Celsius), Year, Month, Country, ISO3
15.9093, 1991, Jan, Macedonia, MAC
16.9875, 1991, Feb, Macedonia, MAC
20.0343, 1991, Mar, Macedonia, MAC
23.0187, 1991, Apr, Macedonia, MAC
26.4281, 1991, May, Macedonia, MAC
28.2781, 1991, Jun, Macedonia, MAC
28.6968, 1991, Jul, Macedonia, MAC
28.6781, 1991, Aug, Macedonia, MAC
27.9, 1991, Sep, Macedonia, MAC
24.3093, 1991, Oct, Macedonia, MAC
20.3406, 1991, Nov, Macedonia, MAC
17.625, 1991, Dec, Macedonia, MAC
14.8125, 1992, Jan, Macedonia, MAC
14.6031, 1992, Feb, Macedonia, MAC
17.35, 1992, Mar, Macedonia, MAC
22.5937, 1992, Apr, Macedonia, MAC
25.1, 1992, May, Macedonia, MAC
27.1749, 1992, Jun, Macedonia, MAC
28.1875, 1992, Jul, Macedonia, MAC
29.225, 1992, Aug, Macedonia, MAC
28.3531, 1992, Sep, Macedonia, MAC
23.9687, 1992, Oct, Macedonia, MAC
19.8156, 1992, Nov, Macedonia, MAC
18.6875, 1992, Dec, Macedonia, MAC
13.5625, 1993, Jan, Macedonia, MAC
17.5343, 1993, Feb, Macedonia, MAC
19.2218, 1993, Mar, Macedonia, MAC
22.0187, 1993, Apr, Macedonia, MAC
25.9937, 1993, May, Macedonia, MAC
27.9593, 1993, Jun, Macedonia, MAC
29.3343, 1993, Jul, Macedonia, MAC
28.8187, 1993, Aug, Macedonia, MAC
27.5218, 1993, Sep, Macedonia, MAC
24.0718, 1993, Oct, Macedonia, MAC
21.0312, 1993, Nov, Macedonia, MAC
16.3656, 1993, Dec, Macedonia, MAC
16.4125, 1994, Jan, Macedonia, MAC
16.5218, 1994, Feb, Macedonia, MAC
17.3218, 1994, Mar, Macedonia, MAC
24.8593, 1994, Apr, Macedonia, MAC
27.475, 1994, May, Macedonia, MAC
27.7781, 1994, Jun, Macedonia, MAC
27.9906, 1994, Jul, Macedonia, MAC
27.9875, 1994, Aug, Macedonia, MAC
27.0718, 1994, Sep, Macedonia, MAC
24.4343, 1994, Oct, Macedonia, MAC
22.3812, 1994, Nov, Macedonia, MAC
18.8031, 1994, Dec, Macedonia, MAC
14.9625, 1995, Jan, Macedonia, MAC
14.7343, 1995, Feb, Macedonia, MAC
17.9843, 1995, Mar, Macedonia, MAC
22.9812, 1995, Apr, Macedonia, MAC
25.9281, 1995, May, Macedonia, MAC
28.4656, 1995, Jun, Macedonia, MAC
28.3343, 1995, Jul, Macedonia, MAC
27.5781, 1995, Aug, Macedonia, MAC
27.675, 1995, Sep, Macedonia, MAC
25.0468, 1995, Oct, Macedonia, MAC
20.2062, 1995, Nov, Macedonia, MAC
16.4156, 1995, Dec, Macedonia, MAC
15.9625, 1996, Jan, Macedonia, MAC
13.975, 1996, Feb, Macedonia, MAC
18.6281, 1996, Mar, Macedonia, MAC
20.1531, 1996, Apr, Macedonia, MAC
25.1406, 1996, May, Macedonia, MAC
28.575, 1996, Jun, Macedonia, MAC
28.9125, 1996, Jul, Macedonia, MAC
28.0843, 1996, Aug, Macedonia, MAC
27.4249, 1996, Sep, Macedonia, MAC
25.4218, 1996, Oct, Macedonia, MAC
22.0718, 1996, Nov, Macedonia, MAC
17.1718, 1996, Dec, Macedonia, MAC
15.8125, 1997, Jan, Macedonia, MAC
15.3781, 1997, Feb, Macedonia, MAC
19.8687, 1997, Mar, Macedonia, MAC
22.8281, 1997, Apr, Macedonia, MAC
25.9437, 1997, May, Macedonia, MAC
27.0812, 1997, Jun, Macedonia, MAC
27.7625, 1997, Jul, Macedonia, MAC
28.125, 1997, Aug, Macedonia, MAC
25.8406, 1997, Sep, Macedonia, MAC
25.3343, 1997, Oct, Macedonia, MAC
21.9031, 1997, Nov, Macedonia, MAC
17.6875, 1997, Dec, Macedonia, MAC
15.3312, 1998, Jan, Macedonia, MAC
16.5375, 1998, Feb, Macedonia, MAC
19.0468, 1998, Mar, Macedonia, MAC
24.9812, 1998, Apr, Macedonia, MAC
26.5968, 1998, May, Macedonia, MAC
27.8812, 1998, Jun, Macedonia, MAC
28.8187, 1998, Jul, Macedonia, MAC
29.4312, 1998, Aug, Macedonia, MAC
27.5218, 1998, Sep, Macedonia, MAC
25.9062, 1998, Oct, Macedonia, MAC
22.3781, 1998, Nov, Macedonia, MAC
18.2875, 1998, Dec, Macedonia, MAC
16.4375, 1999, Jan, Macedonia, MAC
18.1468, 1999, Feb, Macedonia, MAC
19.7093, 1999, Mar, Macedonia, MAC
24.1656, 1999, Apr, Macedonia, MAC
24.7281, 1999, May, Macedonia, MAC
28.65, 1999, Jun, Macedonia, MAC
28.6343, 1999, Jul, Macedonia, MAC
27.9249, 1999, Aug, Macedonia, MAC
27.5718, 1999, Sep, Macedonia, MAC
25.7375, 1999, Oct, Macedonia, MAC
21.2687, 1999, Nov, Macedonia, MAC
15.825, 1999, Dec, Macedonia, MAC
16.1531, 2000, Jan, Macedonia, MAC
14.8968, 2000, Feb, Macedonia, MAC
19.3093, 2000, Mar, Macedonia, MAC
23.1281, 2000, Apr, Macedonia, MAC
26.2562, 2000, May, Macedonia, MAC
28.1781, 2000, Jun, Macedonia, MAC
28.7437, 2000, Jul, Macedonia, MAC
28.3281, 2000, Aug, Macedonia, MAC
27.375, 2000, Sep, Macedonia, MAC
25.4968, 2000, Oct, Macedonia, MAC
20.1187, 2000, Nov, Macedonia, MAC
18.2031, 2000, Dec, Macedonia, MAC
16.7625, 2001, Jan, Macedonia, MAC
16.7374, 2001, Feb, Macedonia, MAC
20.3437, 2001, Mar, Macedonia, MAC
22.475, 2001, Apr, Macedonia, MAC
26.6281, 2001, May, Macedonia, MAC
27.3875, 2001, Jun, Macedonia, MAC
28.0187, 2001, Jul, Macedonia, MAC
28.8343, 2001, Aug, Macedonia, MAC
27.7625, 2001, Sep, Macedonia, MAC
25.6968, 2001, Oct, Macedonia, MAC
20.6031, 2001, Nov, Macedonia, MAC
16.7937, 2001, Dec, Macedonia, MAC
16.375, 2002, Jan, Macedonia, MAC
18.15, 2002, Feb, Macedonia, MAC
21.3468, 2002, Mar, Macedonia, MAC
24.7312, 2002, Apr, Macedonia, MAC
27.0531, 2002, May, Macedonia, MAC
28.5968, 2002, Jun, Macedonia, MAC
28.4156, 2002, Jul, Macedonia, MAC
28.1687, 2002, Aug, Macedonia, MAC
26.6, 2002, Sep, Macedonia, MAC
24.4218, 2002, Oct, Macedonia, MAC
20.5687, 2002, Nov, Macedonia, MAC
17.275, 2002, Dec, Macedonia, MAC
15.3625, 2003, Jan, Macedonia, MAC
18.3093, 2003, Feb, Macedonia, MAC
19.0187, 2003, Mar, Macedonia, MAC
24.1812, 2003, Apr, Macedonia, MAC
26.9406, 2003, May, Macedonia, MAC
27.5343, 2003, Jun, Macedonia, MAC
29.7406, 2003, Jul, Macedonia, MAC
28.875, 2003, Aug, Macedonia, MAC
27.5468, 2003, Sep, Macedonia, MAC
24.8062, 2003, Oct, Macedonia, MAC
21.5781, 2003, Nov, Macedonia, MAC
16.6281, 2003, Dec, Macedonia, MAC
15.0031, 2004, Jan, Macedonia, MAC
17, 2004, Feb, Macedonia, MAC
18.725, 2004, Mar, Macedonia, MAC
23.4437, 2004, Apr, Macedonia, MAC
26.1312, 2004, May, Macedonia, MAC
