"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Thailand",24.2636,26.7941,27.669,29.5841,28.1738,28.203,28.1747,27.8134,26.6485,26.9915,25.5544,23.6084,12.4725,14.3517,32.0031,87.3683,213.96,211.267,220.74,246.054,265.493,177.457,77.9094,20.157
"13","1902","Thailand",22.4454,22.8237,27.6699,29.0994,28.3789,28.4151,27.7964,27.2915,26.6134,26.5907,24.8809,24.1537,7.95311,10.0289,30.3107,95.2528,124.53,145.874,145.507,260.202,283.428,151.519,87.7255,37.2067
"25","1903","Thailand",23.3944,24.6532,28.1238,29.927,29.1443,27.1767,27.3422,26.6866,26.3012,25.9996,23.4975,19.9775,11.1885,9.81622,11.9302,31.5275,190.857,256.088,170.974,264.93,239.091,159.334,46.4734,42.0746
"37","1904","Thailand",21.0129,23.4202,27.1346,28.0558,28.2699,27.6168,27.3396,27.5023,27.1775,26.8142,23.9423,21.8042,18.5017,7.50768,23.6096,141.445,236.982,183.76,176.968,178.608,283.136,153.857,116.586,23.1106
"49","1905","Thailand",23.5672,26.3619,27.75,29.5297,28.4936,27.6675,27.7118,27.8452,27.3805,26.9636,25.3532,25.9519,12.1635,7.21137,64.5465,64.2171,234.932,212.574,230.093,231.872,282.878,140.356,79.6117,24.2919
"61","1906","Thailand",25.0796,26.7243,27.7991,30.4554,29.9206,28.2425,27.9557,27.7473,27.7177,26.3554,24.0295,23.2455,15.5214,8.55649,11.2563,32.59,178.399,189.963,240.5,240.874,296.229,128.472,60.3391,39.6353
"73","1907","Thailand",23.0484,25.3158,26.652,28.8176,27.7643,27.6178,27.3135,26.8863,27.0578,26.3514,24.8341,21.046,35.1865,5.57163,130.365,38.0063,231.458,192.49,149.643,165.366,175.017,192.291,99.1784,35.8998
"85","1908","Thailand",22.947,24.7816,27.2743,29.2598,28.0938,27.6097,27.3103,26.8983,26.8984,26.4841,23.3726,22.6581,14.3917,17.9576,12.8391,123.175,236.154,236.722,256.229,317.635,316.793,171.312,101.759,36.3452
"97","1909","Thailand",23.1541,25.2904,27.4277,28.9178,27.9997,27.6794,27.1102,27.21,27.0865,26.7889,23.7836,21.7439,31.46,14.388,23.6364,54.8399,195.248,172.845,246.688,342.965,259.006,156.011,143.055,12.3539
"109","1910","Thailand",23.5485,24.1924,26.3418,28.5251,28.2339,27.556,27.5406,27.3051,26.3351,26.1852,24.505,21.3523,25.8359,32.8407,53.5569,129.125,214.015,291.524,191.267,348.055,292.242,157.546,67.2118,46.6578
"121","1911","Thailand",22.4728,24.4164,27.0482,28.9304,28.388,27.7371,27.4539,27.6711,27.2658,26.6607,26.1859,24.1542,30.1531,12.6344,21.765,95.1736,158.21,209.599,144.816,147.339,280.498,151.78,42.0846,31.0054
"133","1912","Thailand",23.2282,25.3253,28.1645,29.2639,29.4569,28.2229,27.1037,26.6025,26.6999,25.9919,23.3118,22.5336,14.1304,8.1152,41.6082,64.2969,166.102,176.048,288.64,286.119,188.54,132.514,116.69,22.9935
"145","1913","Thailand",22.5195,25.3907,27.3572,29.4806,27.7623,27.4049,26.5658,26.7406,26.7626,26.1017,23.8401,22.4143,25.956,22.4216,11.3288,50.9895,224.198,176.215,221.024,241.656,222.076,128.134,124.909,39.065
"157","1914","Thailand",21.8646,25.4303,27.382,29.1519,29.1976,27.5011,26.9231,26.5807,26.6827,25.9614,24.8785,23.4569,19.6781,10.4745,61.4725,60.3992,167.635,220.759,248.05,227.197,197.127,153.279,88.4119,42.9854
"169","1915","Thailand",23.0207,26.1294,27.6137,29.0061,28.0685,27.7599,27.1735,27.2482,26.5283,26.0909,23.7131,20.4238,5.85949,3.22128,31.8158,92.734,172.615,222.229,182.578,236.609,272.951,266.542,94.2178,26.8049
"181","1916","Thailand",21.3999,24.5962,27.6021,29.1459,28.2539,27.2333,27.2952,26.8793,26.6339,25.7829,23.2613,21.438,13.4901,17.5462,78.337,51.8587,180.413,233.297,226.042,296.673,276.837,181.469,70.0809,30.2199
"193","1917","Thailand",22.457,24.6129,26.4816,29.1288,28.424,27.0831,26.9986,26.4714,26.3049,25.4429,23.9096,21.5587,11.3578,4.99674,29.3781,26.525,125.885,256.728,201.38,310.471,317.072,238.758,69.3898,45.2377
"205","1918","Thailand",22.7206,23.3683,26.6703,28.0307,27.4674,27.4543,27.7829,26.9872,27.2244,26.4798,25.3632,23.9906,6.53392,27.2258,35.7689,90.9232,216.346,197.484,110.409,258.968,291.129,102.454,71.6203,32.8709
"217","1919","Thailand",23.8057,25.4839,28.2031,29.1422,28.6555,27.3338,27.089,27.1162,26.6192,26.1984,24.3529,23.0939,9.85753,36.6633,35.408,80.2773,193.286,202.311,260.116,213.083,172.047,92.9342,68.6884,32.9603
"229","1920","Thailand",21.8329,24.8999,27.5978,28.757,28.5635,27.6665,27.1872,27.214,26.8776,25.7829,24.9862,23.0447,28.2776,9.72926,52.4804,69.9457,135.082,171.984,230.748,202.774,277.844,149.831,66.4637,38.2436
"241","1921","Thailand",22.8587,24.3195,27.4197,29.0282,27.9179,27.6294,26.5552,26.9684,26.2509,25.7722,23.6006,22.6908,33.1666,21.9326,61.6005,69.7412,203.844,149.914,246.49,231.438,336.023,98.0027,28.5778,17.7123
"253","1922","Thailand",23.6126,25.7717,26.7437,28.7813,28.7823,27.7142,26.6896,26.8767,27.3061,26.1111,23.8304,22.0955,28.311,6.53549,52.6925,62.279,165.772,151.651,203.479,217.581,303.675,103.993,134.377,30.6155
"265","1923","Thailand",23.0523,23.937,27.3302,28.1904,27.5283,27.3152,26.3348,26.3166,26.5677,26.0436,25.134,23.4275,22.9572,17.2526,58.4073,122.885,193.129,261.702,181.568,216.949,184.404,196.336,73.5886,21.4618
"277","1924","Thailand",23.6757,25.0752,27.7003,28.5965,28.5048,27.5243,26.3715,26.8599,26.6661,25.5949,25.2429,21.4686,19.9562,10.224,43.8316,114.118,159.883,204.114,224.543,297.022,257.435,165.592,47.8926,12.4376
"289","1925","Thailand",22.6813,23.8181,27.4797,27.5379,28.1835,27.5818,27.187,27.0835,26.9269,25.7025,24.8007,21.7458,16.0064,10.9599,37.6686,124.254,138.638,211.293,194.16,262.683,227.036,127.548,71.5661,26.8742
"301","1926","Thailand",23.5655,25.1344,27.1701,29.3903,29.2135,27.8273,27.2972,26.7934,27.1363,25.8609,24.6598,23.2151,13.3921,10.3307,44.0355,38.4079,113.083,223.592,215.675,308.813,292.298,213.391,71.3948,62.054
"313","1927","Thailand",23.0973,24.935,27.3157,28.0031,27.5671,27.5709,27.0813,26.937,26.633,25.8601,24.8358,23.2375,20.4926,42.6942,31.7463,142.554,248.089,215.244,248.193,186.859,211.91,178.185,39.0915,16.3401
"325","1928","Thailand",24.7431,24.7763,27.5693,28.5626,28.1875,27.1112,27.1009,26.9961,26.8188,25.2404,24.0507,23.5386,11.8642,49.0899,26.6647,151.299,189.225,211.515,180.294,166.931,233.442,127.099,43.5396,34.0658
"337","1929","Thailand",24.0077,24.856,26.6034,28.261,28.4085,27.306,26.8186,26.9125,26.8552,26.1128,24.2774,23.9664,9.22972,24.9856,59.481,106.977,156.669,189.428,205.889,220.134,217.182,133.984,38.7658,13.7428
"349","1930","Thailand",23.0257,24.8358,26.4706,28.6444,28.1836,27.6607,27.0218,26.7692,27.0549,26.2263,24.9002,23.501,15.4652,8.64755,26.674,54.883,183.11,206.328,219.48,213.076,297.352,83.608,71.3168,29.1774
"361","1931","Thailand",23.7881,24.9122,27.9409,29.8596,29.3614,28.1389,27.5074,27.2629,26.6634,25.4737,23.9429,23.0589,7.80012,23.2625,20.4572,69.0753,115.9,206.525,204.979,253.215,278.481,148.46,30.8112,36.9812
"373","1932","Thailand",22.3059,24.7665,27.0037,29.0143,29.3865,28.1123,27.2324,27.7054,26.8631,26.1813,25.4228,22.0775,15.5727,10.6902,17.9114,103.617,157.08,163.779,273.41,179.704,283.478,220.282,66.9655,19.363
"385","1933","Thailand",23.3957,25.5209,27.4911,29.2179,28.6746,27.8138,27.1446,27.3525,27.0971,26.4583,23.874,22.8467,12.2379,22.1632,13.5862,76.8777,160.157,176.787,316.28,229.46,283.792,138.413,74.6129,24.2953
"397","1934","Thailand",22.5828,24.4969,27.1128,28.6838,29.2242,27.9676,27.1434,27.0046,27.1931,25.997,24.871,21.3683,12.3481,14.5327,48.8252,93.6955,135.515,223.788,251.322,306.109,290.542,131.815,90.0016,18.9045
"409","1935","Thailand",23.9697,25.7376,27.9541,29.1016,28.6718,27.764,27.1082,26.9972,26.886,26.9847,25.5495,23.6686,35.0896,34.7898,33.9507,93.5306,215.541,195.535,241.34,210.525,311.732,220.462,76.9286,50.1567
"421","1936","Thailand",22.5228,24.578,26.8971,29.2405,28.7978,27.5066,27.0873,27.0086,26.7056,25.4349,24.9885,24.618,11.5811,21.0908,27.2936,49.1564,206.859,236.759,268.477,165.955,206.061,105.508,64.0334,26.7519
"433","1937","Thailand",23.7536,25.7737,28.1066,29.4133,27.5246,27.3894,26.5853,26.7787,26.4644,25.8941,25.3604,23.5071,10.0014,32.4738,29.6958,102.316,209.148,146.039,248.47,241.393,272.97,117.42,76.2308,28.9372
"445","1938","Thailand",23.5166,25.1128,26.8582,28.3016,27.2991,26.69,26.1405,26.8994,26.4613,25.9322,23.4977,23.091,14.6142,17.5049,39.3567,109.938,210.111,299.11,285.388,238.198,309.147,163.501,59.7267,28.635
"457","1939","Thailand",23.1908,24.8711,26.8348,28.3461,27.9784,27.0793,26.8632,26.7902,26.4965,26.1235,25.3061,19.7075,14.2292,21.8779,38.1183,91.3919,171.138,197.437,172.175,266.632,284.472,111.8,105.97,30.6814
"469","1940","Thailand",20.8549,24.7985,27.0644,29.5444,28.5756,27.7324,27.0751,26.782,27.152,26.9042,25.2136,23.6075,3.50581,9.39436,6.41217,44.7035,205.57,213.917,146.077,263.61,250.393,105.061,46.781,29.713
"481","1941","Thailand",25.5849,25.9741,28.2276,29.9545,28.8872,27.9924,27.7193,27.2531,27.3535,26.5218,25.3987,24.3299,12.4294,20.6166,32.639,76.5213,226.593,190.176,160.986,253.214,223.224,191.889,61.9108,34.9455
"493","1942","Thailand",23.1048,25.9008,28.0088,28.8286,28.0643,27.5487,27.0501,26.7035,26.748,26.3094,24.8739,22.9768,26.0733,13.6781,54.3363,150.085,221.079,262.26,167.129,334.781,300.922,138.947,106.103,48.807
"505","1943","Thailand",22.094,24.4735,27.4229,27.7954,28.2599,27.259,26.9797,26.7433,26.5417,26.2902,24.2946,22.312,6.90972,22.9519,64.4423,124.923,190.859,177,203.487,255.36,301.72,80.4257,84.3894,21.4667
"517","1944","Thailand",23.8648,25.6948,27.6447,29.3538,28.0259,27.3642,26.9662,26.8281,27.0373,26.4327,24.6322,21.5368,10.968,23.9731,22.1596,83.5877,193.841,217.877,186.302,308.958,201.669,195.978,71.1135,34.8886
"529","1945","Thailand",23.3605,25.4538,26.8607,28.6294,27.8899,27.4584,27.4274,27.1065,26.8249,25.6225,25.6142,23.4443,25.9611,45.0851,25.6237,110.157,180.318,292.442,233.441,246.407,271.334,93.5801,53.1021,41.4278
"541","1946","Thailand",22.5584,24.9231,28.1785,28.476,27.8811,27.9262,27.3327,27.0121,26.7964,26.0452,25.0418,24.8451,16.0093,13.4398,46.9493,138.57,223.274,157.293,161.967,207.608,256.157,173.637,48.2207,36.6385
"553","1947","Thailand",25.5377,25.6986,27.6522,28.2677,29.01,27.7013,27.149,27.1701,27.2045,26.6205,24.4554,23.1639,25.2264,22.4395,49.0391,159.902,155.904,210.299,205.324,295.556,214.714,115.319,35.0387,32.0629
"565","1948","Thailand",22.7931,25.8835,27.6658,28.1359,27.9854,27.8694,27.026,27.1199,26.8232,26.1519,23.4163,23.8226,7.14771,15.8039,44.9865,136.086,213.377,181.298,243.007,278.759,273.848,189.447,36.2334,6.31141
"577","1949","Thailand",22.0913,24.7106,27.5979,28.1423,28.1642,28.0777,27.1101,26.8787,26.9109,26.5691,24.8702,23.6831,15.1564,25.0915,27.9849,128.593,182.846,124.354,271.473,294.948,303.083,178.907,111.355,26.4517
"589","1950","Thailand",23.0857,24.6741,27.3384,28.4441,28.1821,27.2171,26.9624,27.3043,26.7047,26.0531,25.0623,21.498,15.5238,15.2113,31.5413,96.4887,202.817,232.563,200.427,241.622,315.454,235.272,71.0126,23.5554
"601","1951","Thailand",22.5017,24.5967,27.1529,29.0172,28.2222,26.9364,26.8585,26.9855,26.9811,26.2057,25.2841,22.9608,25.5801,11.9534,38.7465,79.7497,215.508,220.364,297.924,207.211,308.297,234.07,81.8281,28.9726
"613","1952","Thailand",23.3541,26.027,27.0119,28.4783,28.7371,27.4866,26.914,26.4975,26.5321,26.1426,24.8534,21.5148,7.69473,18.2761,92.3183,57.5202,185.404,201.337,196.038,292.938,234.932,251.412,57.698,27.0486
