"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","Guyana","Apr","GUY","25.7516","228.248"
"2","1991","Guyana","Aug","GUY","25.2733","282.609"
"3","1991","Guyana","Dec","GUY","25.3572","149.105"
"4","1991","Guyana","Feb","GUY","25.7198","84.3905"
"5","1991","Guyana","Jan","GUY","25.3699","131.472"
"6","1991","Guyana","Jul","GUY","25.2067","357.186"
"7","1991","Guyana","Jun","GUY","25.8169","385.866"
"8","1991","Guyana","Mar","GUY","25.7331","119.754"
"9","1991","Guyana","May","GUY","25.976","226.472"
"10","1991","Guyana","Nov","GUY","26.1627","52.8342"
"11","1991","Guyana","Oct","GUY","25.9537","87.3955"
"12","1991","Guyana","Sep","GUY","25.5669","138.59"
"13","1992","Guyana","Apr","GUY","25.8144","163.85"
"14","1992","Guyana","Aug","GUY","24.9615","171.378"
"15","1992","Guyana","Dec","GUY","24.7017","130.773"
"16","1992","Guyana","Feb","GUY","24.9022","115.146"
"17","1992","Guyana","Jan","GUY","24.6432","105.838"
"18","1992","Guyana","Jul","GUY","24.7462","211.472"
"19","1992","Guyana","Jun","GUY","25.3527","220.763"
"20","1992","Guyana","Mar","GUY","25.3302","92.6345"
"21","1992","Guyana","May","GUY","25.5084","275.578"
"22","1992","Guyana","Nov","GUY","26.2142","60.5711"
"23","1992","Guyana","Oct","GUY","25.9332","32.899"
"24","1992","Guyana","Sep","GUY","25.4356","75.835"
"25","1993","Guyana","Apr","GUY","25.4904","93.0364"
"26","1993","Guyana","Aug","GUY","25.6364","155.986"
"27","1993","Guyana","Dec","GUY","26.1182","151.584"
"28","1993","Guyana","Feb","GUY","24.903","149.029"
"29","1993","Guyana","Jan","GUY","24.3311","210.239"
"30","1993","Guyana","Jul","GUY","25.0567","228.867"
"31","1993","Guyana","Jun","GUY","25.3349","431.777"
"32","1993","Guyana","Mar","GUY","24.7072","267.562"
"33","1993","Guyana","May","GUY","25.5377","357.273"
"34","1993","Guyana","Nov","GUY","25.6057","267.264"
"35","1993","Guyana","Oct","GUY","25.9304","118.044"
"36","1993","Guyana","Sep","GUY","25.6592","94.5488"
"37","1994","Guyana","Apr","GUY","25.8899","163.106"
"38","1994","Guyana","Aug","GUY","25.4748","193.518"
"39","1994","Guyana","Dec","GUY","25.0655","103.266"
"40","1994","Guyana","Feb","GUY","24.8597","117.008"
"41","1994","Guyana","Jan","GUY","25.2884","132.012"
"42","1994","Guyana","Jul","GUY","24.5095","324.294"
"43","1994","Guyana","Jun","GUY","25.3898","365.902"
"44","1994","Guyana","Mar","GUY","25.6046","237.939"
"45","1994","Guyana","May","GUY","25.4705","305.673"
"46","1994","Guyana","Nov","GUY","25.8619","133.101"
"47","1994","Guyana","Oct","GUY","26.1788","141.847"
"48","1994","Guyana","Sep","GUY","26.0487","112.374"
"49","1995","Guyana","Apr","GUY","26.6651","93.3446"
"50","1995","Guyana","Aug","GUY","26.5216","235.044"
