"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","Kazakhstan","Apr","KAZ","10.0849","9.5282"
"2","1991","Kazakhstan","Aug","KAZ","20.1859","17.6092"
"3","1991","Kazakhstan","Dec","KAZ","-8.9576","30.7085"
"4","1991","Kazakhstan","Feb","KAZ","-12.263","7.9782"
"5","1991","Kazakhstan","Jan","KAZ","-10.421","26.378"
"6","1991","Kazakhstan","Jul","KAZ","23.9685","26.9441"
"7","1991","Kazakhstan","Jun","KAZ","23.1421","22.1471"
"8","1991","Kazakhstan","Mar","KAZ","-5.6354","10.7251"
"9","1991","Kazakhstan","May","KAZ","16.8329","15.7623"
"10","1991","Kazakhstan","Nov","KAZ","-0.7378","17.9055"
"11","1991","Kazakhstan","Oct","KAZ","9.81689","8.91417"
"12","1991","Kazakhstan","Sep","KAZ","15.9311","12.7959"
"13","1992","Kazakhstan","Apr","KAZ","7.91764","26.1026"
"14","1992","Kazakhstan","Aug","KAZ","19.145","36.7589"
"15","1992","Kazakhstan","Dec","KAZ","-7.6612","21.2385"
"16","1992","Kazakhstan","Feb","KAZ","-8.6282","16.3816"
"17","1992","Kazakhstan","Jan","KAZ","-8.0419","21.4762"
"18","1992","Kazakhstan","Jul","KAZ","22.2945","26.9198"
"19","1992","Kazakhstan","Jun","KAZ","19.3248","30.568"
"20","1992","Kazakhstan","Mar","KAZ","-5.9878","8.88251"
"21","1992","Kazakhstan","May","KAZ","14.365","22.4006"
"22","1992","Kazakhstan","Nov","KAZ","-0.6117","17.3143"
"23","1992","Kazakhstan","Oct","KAZ","6.19699","17.371"
"24","1992","Kazakhstan","Sep","KAZ","13.2883","22.3094"
"25","1993","Kazakhstan","Apr","KAZ","6.91067","31.1928"
"26","1993","Kazakhstan","Aug","KAZ","20.8515","25.118"
"27","1993","Kazakhstan","Dec","KAZ","-11.452","16.9275"
"28","1993","Kazakhstan","Feb","KAZ","-10.272","22.2307"
"29","1993","Kazakhstan","Jan","KAZ","-9.3602","19.3297"
"30","1993","Kazakhstan","Jul","KAZ","22.6817","42.1543"
"31","1993","Kazakhstan","Jun","KAZ","20.4516","42.6025"
"32","1993","Kazakhstan","Mar","KAZ","-4.2324","25.3733"
"33","1993","Kazakhstan","May","KAZ","13.9417","28.5418"
"34","1993","Kazakhstan","Nov","KAZ","-8.4646","25.6399"
"35","1993","Kazakhstan","Oct","KAZ","6.28799","14.9684"
"36","1993","Kazakhstan","Sep","KAZ","12.8087","15.044"
"37","1994","Kazakhstan","Apr","KAZ","7.60576","20.2501"
"38","1994","Kazakhstan","Aug","KAZ","20.7385","26.3361"
"39","1994","Kazakhstan","Dec","KAZ","-9.0599","25.1409"
"40","1994","Kazakhstan","Feb","KAZ","-16.122","19.5749"
"41","1994","Kazakhstan","Jan","KAZ","-11.618","17.696"
"42","1994","Kazakhstan","Jul","KAZ","21.5821","31.4819"
"43","1994","Kazakhstan","Jun","KAZ","22.1314","19.6288"
"44","1994","Kazakhstan","Mar","KAZ","-5.6702","17.7478"
"45","1994","Kazakhstan","May","KAZ","16.1274","26.2039"
"46","1994","Kazakhstan","Nov","KAZ","0.33892","38.9717"
"47","1994","Kazakhstan","Oct","KAZ","7.9366","8.03278"
"48","1994","Kazakhstan","Sep","KAZ","14.4333","11.6678"
"49","1995","Kazakhstan","Apr","KAZ","12.3312","7.79097"
"50","1995","Kazakhstan","Aug","KAZ","22.034","19.4296"
"51","1995","Kazakhstan","Dec","KAZ","-9.8241","22.3787"
"52","1995","Kazakhstan","Feb","KAZ","-7.2212","10.9034"
"53","1995","Kazakhstan","Jan","KAZ","-11.945","9.96703"
"54","1995","Kazakhstan","Jul","KAZ","24.1011","30.0305"
"55","1995","Kazakhstan","Jun","KAZ","21.8992","16.2381"
"56","1995","Kazakhstan","Mar","KAZ","-1.8368","12.1693"
"57","1995","Kazakhstan","May","KAZ","16.0741","29.2505"
"58","1995","Kazakhstan","Nov","KAZ","1.19251","12.6286"
"59","1995","Kazakhstan","Oct","KAZ","7.56095","25.112"
"60","1995","Kazakhstan","Sep","KAZ","15.4687","12.7479"
"61","1996","Kazakhstan","Apr","KAZ","4.99295","22.3296"
"62","1996","Kazakhstan","Aug","KAZ","20.0249","15.4187"
"63","1996","Kazakhstan","Dec","KAZ","-7.3175","22.6412"
"64","1996","Kazakhstan","Feb","KAZ","-12.582","13.8616"
"65","1996","Kazakhstan","Jan","KAZ","-16.021","10.7211"
"66","1996","Kazakhstan","Jul","KAZ","23.9897","26.9796"
"67","1996","Kazakhstan","Jun","KAZ","22.1719","20.3411"
"68","1996","Kazakhstan","Mar","KAZ","-7.5939","6.66073"
"69","1996","Kazakhstan","May","KAZ","16.2794","21.6163"
"70","1996","Kazakhstan","Nov","KAZ","-2.1561","15.3089"
"71","1996","Kazakhstan","Oct","KAZ","5.79203","18.5834"
"72","1996","Kazakhstan","Sep","KAZ","14.7981","20.1296"
"73","1997","Kazakhstan","Apr","KAZ","11.8011","19.7743"
"74","1997","Kazakhstan","Aug","KAZ","21.1677","12.7233"
"75","1997","Kazakhstan","Dec","KAZ","-11.003","22.8182"
"76","1997","Kazakhstan","Feb","KAZ","-10.121","13.2603"
"77","1997","Kazakhstan","Jan","KAZ","-10.552","29.5913"
"78","1997","Kazakhstan","Jul","KAZ","22.9242","21.4677"
"79","1997","Kazakhstan","Jun","KAZ","22.2448","19.2386"
"80","1997","Kazakhstan","Mar","KAZ","-0.2863","18.1254"
"81","1997","Kazakhstan","May","KAZ","16.6596","34.3224"
"82","1997","Kazakhstan","Nov","KAZ","-4.2281","17.937"
"83","1997","Kazakhstan","Oct","KAZ","10.8201","14.8279"
"84","1997","Kazakhstan","Sep","KAZ","15.6897","6.72834"
"85","1998","Kazakhstan","Apr","KAZ","6.33977","29.8572"
"86","1998","Kazakhstan","Aug","KAZ","23.6512","16.4229"
"87","1998","Kazakhstan","Dec","KAZ","-6.509","15.3079"
"88","1998","Kazakhstan","Feb","KAZ","-10.121","25.1816"
"89","1998","Kazakhstan","Jan","KAZ","-14.332","15.1221"
"90","1998","Kazakhstan","Jul","KAZ","25.5157","22.83"
"91","1998","Kazakhstan","Jun","KAZ","23.4805","22.3261"
"92","1998","Kazakhstan","Mar","KAZ","-5","19.4926"
"93","1998","Kazakhstan","May","KAZ","15.4704","24.0803"
"94","1998","Kazakhstan","Nov","KAZ","-4.3169","20.3787"
"95","1998","Kazakhstan","Oct","KAZ","7.7901","11.5565"
"96","1998","Kazakhstan","Sep","KAZ","15.1918","10.9581"
"97","1999","Kazakhstan","Apr","KAZ","8.83697","22.2228"
"98","1999","Kazakhstan","Aug","KAZ","23.2299","12.5713"
"99","1999","Kazakhstan","Dec","KAZ","-5.1264","11.5865"
"100","1999","Kazakhstan","Feb","KAZ","-5.1118","15.1568"
"101","1999","Kazakhstan","Jan","KAZ","-9.0057","16.066"
"102","1999","Kazakhstan","Jul","KAZ","23.5694","30.7947"
"103","1999","Kazakhstan","Jun","KAZ","19.463","34.5476"
"104","1999","Kazakhstan","Mar","KAZ","-6.7435","17.5928"
"105","1999","Kazakhstan","May","KAZ","16.0376","23.3421"
"106","1999","Kazakhstan","Nov","KAZ","-4.0568","32.5428"
"107","1999","Kazakhstan","Oct","KAZ","9.848","21.3312"
"108","1999","Kazakhstan","Sep","KAZ","15.3071","19.2123"
"109","2000","Kazakhstan","Apr","KAZ","12.1758","15.6944"
"110","2000","Kazakhstan","Aug","KAZ","22.5187","17.643"
"111","2000","Kazakhstan","Dec","KAZ","-6.7406","29.5063"
"112","2000","Kazakhstan","Feb","KAZ","-6.9201","13.5597"
"113","2000","Kazakhstan","Jan","KAZ","-9.7321","19.2696"
"114","2000","Kazakhstan","Jul","KAZ","23.4807","22.9479"
"115","2000","Kazakhstan","Jun","KAZ","21.431","33.768"
"116","2000","Kazakhstan","Mar","KAZ","-2.1214","12.3711"
"117","2000","Kazakhstan","May","KAZ","14.487","40.7188"
"118","2000","Kazakhstan","Nov","KAZ","-4.7843","21.8085"
"119","2000","Kazakhstan","Oct","KAZ","4.21769","27.1963"
"120","2000","Kazakhstan","Sep","KAZ","14.8641","17.6857"
"121","2001","Kazakhstan","Apr","KAZ","9.88209","23.0259"
"122","2001","Kazakhstan","Aug","KAZ","21.1734","20.8768"
"123","2001","Kazakhstan","Dec","KAZ","-9.8344","17.3033"
"124","2001","Kazakhstan","Feb","KAZ","-9.8662","15.6321"
"125","2001","Kazakhstan","Jan","KAZ","-11.081","20.0083"
"126","2001","Kazakhstan","Jul","KAZ","22.1132","32.1849"
"127","2001","Kazakhstan","Jun","KAZ","21.3032","27.6105"
"128","2001","Kazakhstan","Mar","KAZ","0.9013","15.6722"
"129","2001","Kazakhstan","May","KAZ","18.7509","21.5879"
"130","2001","Kazakhstan","Nov","KAZ","0.83741","19.9012"
"131","2001","Kazakhstan","Oct","KAZ","6.10336","42.5129"
"132","2001","Kazakhstan","Sep","KAZ","14.2682","15.269"
"133","2002","Kazakhstan","Apr","KAZ","6.88569","37.135"
"134","2002","Kazakhstan","Aug","KAZ","21.7069","14.6187"
"135","2002","Kazakhstan","Dec","KAZ","-14.463","22.5116"
"136","2002","Kazakhstan","Feb","KAZ","-3.3527","20.2782"
"137","2002","Kazakhstan","Jan","KAZ","-5.2927","21.7858"
"138","2002","Kazakhstan","Jul","KAZ","23.1409","23.5765"
"139","2002","Kazakhstan","Jun","KAZ","19.5324","46.0853"
"140","2002","Kazakhstan","Mar","KAZ","2.98131","29.9145"
