"","Year","Country","Month","ISO3","Temperature","Rain"
"1","1901","Kiribati","Jan","KIR","27.4923","122.02"
"2","1901","Kiribati","Feb","KIR","27.5461","92.1565"
"3","1901","Kiribati","Mar","KIR","27.748","140.078"
"4","1901","Kiribati","Apr","KIR","27.7961","173.769"
"5","1901","Kiribati","May","KIR","27.7538","107.481"
"6","1901","Kiribati","Jun","KIR","27.5461","124.905"
"7","1901","Kiribati","Jul","KIR","27.2942","101.885"
"8","1901","Kiribati","Aug","KIR","27.2923","76.9445"
"9","1901","Kiribati","Sep","KIR","27.2","58.8869"
"10","1901","Kiribati","Oct","KIR","27.3","47.8101"
"11","1901","Kiribati","Nov","KIR","27.5","56.0787"
"12","1901","Kiribati","Dec","KIR","27.6","61.4835"
"13","1902","Kiribati","Jan","KIR","27.4923","122.02"
"14","1902","Kiribati","Feb","KIR","27.5461","92.1565"
"15","1902","Kiribati","Mar","KIR","27.748","140.078"
"16","1902","Kiribati","Apr","KIR","27.7961","173.769"
"17","1902","Kiribati","May","KIR","27.7538","107.481"
"18","1902","Kiribati","Jun","KIR","27.5461","124.905"
"19","1902","Kiribati","Jul","KIR","27.2942","101.885"
"20","1902","Kiribati","Aug","KIR","27.2923","76.9445"
"21","1902","Kiribati","Sep","KIR","27.2","58.8869"
"22","1902","Kiribati","Oct","KIR","27.3","47.8101"
"23","1902","Kiribati","Nov","KIR","27.5","56.0787"
"24","1902","Kiribati","Dec","KIR","27.6","61.4835"
"25","1903","Kiribati","Jan","KIR","27.4923","122.02"
"26","1903","Kiribati","Feb","KIR","27.5461","92.1565"
"27","1903","Kiribati","Mar","KIR","27.748","140.078"
"28","1903","Kiribati","Apr","KIR","27.7961","173.769"
"29","1903","Kiribati","May","KIR","27.7538","107.481"
"30","1903","Kiribati","Jun","KIR","27.5461","124.905"
"31","1903","Kiribati","Jul","KIR","27.2942","101.885"
"32","1903","Kiribati","Aug","KIR","27.2923","76.9445"
"33","1903","Kiribati","Sep","KIR","27.2","58.8869"
"34","1903","Kiribati","Oct","KIR","27.3","47.8101"
"35","1903","Kiribati","Nov","KIR","27.5","56.0787"
"36","1903","Kiribati","Dec","KIR","27.6","61.4835"
"37","1904","Kiribati","Jan","KIR","27.4923","122.02"
"38","1904","Kiribati","Feb","KIR","27.5461","92.1565"
"39","1904","Kiribati","Mar","KIR","27.748","140.078"
"40","1904","Kiribati","Apr","KIR","27.7961","173.769"
"41","1904","Kiribati","May","KIR","27.7538","107.481"
"42","1904","Kiribati","Jun","KIR","27.5461","124.905"
"43","1904","Kiribati","Jul","KIR","27.2942","101.885"
"44","1904","Kiribati","Aug","KIR","27.2923","76.9445"
"45","1904","Kiribati","Sep","KIR","27.2","58.8869"
"46","1904","Kiribati","Oct","KIR","27.3","47.8101"
"47","1904","Kiribati","Nov","KIR","27.5","56.0787"
"48","1904","Kiribati","Dec","KIR","27.6","61.4835"
"49","1905","Kiribati","Jan","KIR","27.4923","122.02"
"50","1905","Kiribati","Feb","KIR","27.5461","92.1565"
"51","1905","Kiribati","Mar","KIR","27.748","140.078"
"52","1905","Kiribati","Apr","KIR","27.7961","173.769"
"53","1905","Kiribati","May","KIR","27.7538","107.481"
"54","1905","Kiribati","Jun","KIR","27.5461","124.905"
"55","1905","Kiribati","Jul","KIR","27.2942","101.885"
"56","1905","Kiribati","Aug","KIR","27.2923","76.9445"
"57","1905","Kiribati","Sep","KIR","27.2","58.8869"
"58","1905","Kiribati","Oct","KIR","27.3","47.8101"
"59","1905","Kiribati","Nov","KIR","27.5","56.0787"
"60","1905","Kiribati","Dec","KIR","27.6","61.4835"
"61","1906","Kiribati","Jan","KIR","27.4923","122.02"
"62","1906","Kiribati","Feb","KIR","27.5461","92.1565"
"63","1906","Kiribati","Mar","KIR","27.748","140.078"
