"","Year","Country","Month","ISO3","Temperature","Rain"
"1","1901","Albania","Jan","ALB","-1.6164","97.6007"
"2","1901","Albania","Feb","ALB","0.6579","136.941"
"3","1901","Albania","Mar","ALB","7.43772","113.636"
"4","1901","Albania","Apr","ALB","10.2572","29.9409"
"5","1901","Albania","May","ALB","13.8797","101.971"
"6","1901","Albania","Jun","ALB","18.0844","143.239"
"7","1901","Albania","Jul","ALB","21.3348","32.7637"
"8","1901","Albania","Aug","ALB","20.1677","44.4383"
"9","1901","Albania","Sep","ALB","17.2626","72.4248"
"10","1901","Albania","Oct","ALB","12.964","160.129"
"11","1901","Albania","Nov","ALB","5.88308","140.36"
"12","1901","Albania","Dec","ALB","6.05855","170.693"
"13","1902","Albania","Jan","ALB","3.4935","78.388"
"14","1902","Albania","Feb","ALB","5.58643","199.122"
"15","1902","Albania","Mar","ALB","5.53845","125.268"
"16","1902","Albania","Apr","ALB","10.2166","71.26"
"17","1902","Albania","May","ALB","11.8057","121.504"
"18","1902","Albania","Jun","ALB","17.1082","37.2621"
"19","1902","Albania","Jul","ALB","20.7326","12.6201"
"20","1902","Albania","Aug","ALB","21.4475","22.9976"
"21","1902","Albania","Sep","ALB","17.949","110.993"
"22","1902","Albania","Oct","ALB","13.0528","134.173"
"23","1902","Albania","Nov","ALB","4.89528","97.8366"
"24","1902","Albania","Dec","ALB","0.57684","113.11"
"25","1903","Albania","Jan","ALB","1.70204","47.8805"
"26","1903","Albania","Feb","ALB","3.99236","43.3386"
"27","1903","Albania","Mar","ALB","7.23624","88.7146"
"28","1903","Albania","Apr","ALB","8.15097","160.662"
"29","1903","Albania","May","ALB","14.4473","70.5468"
"30","1903","Albania","Jun","ALB","16.6359","69.6605"
"31","1903","Albania","Jul","ALB","20.0837","30.1105"
"32","1903","Albania","Aug","ALB","20.7411","17.637"
"33","1903","Albania","Sep","ALB","17.7335","18.1398"
"34","1903","Albania","Oct","ALB","12.9111","92.9206"
"35","1903","Albania","Nov","ALB","7.73409","115.11"
"36","1903","Albania","Dec","ALB","5.40044","184.649"
"37","1904","Albania","Jan","ALB","1.2616","96.5815"
"38","1904","Albania","Feb","ALB","5.69667","117.954"
"39","1904","Albania","Mar","ALB","6.13241","81.1257"
"40","1904","Albania","Apr","ALB","10.5462","66.5059"
"41","1904","Albania","May","ALB","14.8542","69.4857"
"42","1904","Albania","Jun","ALB","18.6598","92.0214"
"43","1904","Albania","Jul","ALB","22.1153","18.0792"
"44","1904","Albania","Aug","ALB","21.147","17.8529"
"45","1904","Albania","Sep","ALB","16.0191","78.966"
"46","1904","Albania","Oct","ALB","12.5727","185.655"
"47","1904","Albania","Nov","ALB","4.88616","66.6189"
"48","1904","Albania","Dec","ALB","3.07109","93.3548"
"49","1905","Albania","Jan","ALB","-2.084","99.4014"
"50","1905","Albania","Feb","ALB","0.68806","77.2283"
"51","1905","Albania","Mar","ALB","6.17476","87.6895"
"52","1905","Albania","Apr","ALB","9.34613","59.3152"
"53","1905","Albania","May","ALB","14.7339","66.4143"
"54","1905","Albania","Jun","ALB","17.8604","60.0929"
"55","1905","Albania","Jul","ALB","22.1566","23.0975"
