"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","Russia","Apr","RUS","-4.8511","22.5398"
"2","1991","Russia","Aug","RUS","12.6317","61.1018"
"3","1991","Russia","Dec","RUS","-24.673","23.1688"
"4","1991","Russia","Feb","RUS","-24.738","15.847"
"5","1991","Russia","Jan","RUS","-24.513","21.0597"
"6","1991","Russia","Jul","RUS","15.9513","59.9514"
"7","1991","Russia","Jun","RUS","11.9564","54.7862"
"8","1991","Russia","Mar","RUS","-18.39","16.2012"
"9","1991","Russia","May","RUS","4.02237","34.8028"
"10","1991","Russia","Nov","RUS","-15.076","29.6917"
"11","1991","Russia","Oct","RUS","-3.6118","42.2176"
"12","1991","Russia","Sep","RUS","6.44098","42.2159"
"13","1992","Russia","Apr","RUS","-8.0402","26.2114"
"14","1992","Russia","Aug","RUS","11.6855","57.6344"
"15","1992","Russia","Dec","RUS","-22.295","24.4226"
"16","1992","Russia","Feb","RUS","-21.731","18.73"
"17","1992","Russia","Jan","RUS","-24.042","22.6773"
"18","1992","Russia","Jul","RUS","14.1514","59.7233"
"19","1992","Russia","Jun","RUS","10.0675","46.9434"
"20","1992","Russia","Mar","RUS","-15.813","17.4211"
"21","1992","Russia","May","RUS","4.06736","30.9185"
"22","1992","Russia","Nov","RUS","-19.753","33.387"
"23","1992","Russia","Oct","RUS","-6.1596","40.877"
"24","1992","Russia","Sep","RUS","4.53386","40.5552"
"25","1993","Russia","Apr","RUS","-6.9357","21.3753"
"26","1993","Russia","Aug","RUS","11.7908","65.8141"
"27","1993","Russia","Dec","RUS","-24.743","25.0729"
"28","1993","Russia","Feb","RUS","-20.934","17.6823"
"29","1993","Russia","Jan","RUS","-23.498","23.5038"
"30","1993","Russia","Jul","RUS","15.2348","62.1147"
"31","1993","Russia","Jun","RUS","11.2984","50.3806"
"32","1993","Russia","Mar","RUS","-14.471","17.1107"
"33","1993","Russia","May","RUS","3.06022","32.6655"
"34","1993","Russia","Nov","RUS","-18.653","20.7579"
"35","1993","Russia","Oct","RUS","-5.3005","36.2723"
"36","1993","Russia","Sep","RUS","4.59466","48.5933"
"37","1994","Russia","Apr","RUS","-5.9572","20.4145"
"38","1994","Russia","Aug","RUS","11.6694","60.515"
"39","1994","Russia","Dec","RUS","-25.051","20.0012"
"40","1994","Russia","Feb","RUS","-25.735","14.7223"
"41","1994","Russia","Jan","RUS","-26.907","21.8771"
"42","1994","Russia","Jul","RUS","14.7412","66.8254"
"43","1994","Russia","Jun","RUS","11.6938","53.2717"
"44","1994","Russia","Mar","RUS","-15.948","18.8596"
"45","1994","Russia","May","RUS","2.67539","41.4849"
"46","1994","Russia","Nov","RUS","-17.841","34.1693"
"47","1994","Russia","Oct","RUS","-2.7565","36.4439"
"48","1994","Russia","Sep","RUS","6.21574","47.6829"
"49","1995","Russia","Apr","RUS","-4.3456","21.8688"
"50","1995","Russia","Aug","RUS","13.2386","64.0351"
"51","1995","Russia","Dec","RUS","-22.722","23.9787"
"52","1995","Russia","Feb","RUS","-17.913","20.3056"
"53","1995","Russia","Jan","RUS","-23.132","23.6384"
"54","1995","Russia","Jul","RUS","14.8997","63.73"
"55","1995","Russia","Jun","RUS","11.442","48.6218"
"56","1995","Russia","Mar","RUS","-14.684","20.9014"
"57","1995","Russia","May","RUS","3.5702","36.1854"
"58","1995","Russia","Nov","RUS","-14.962","36.4189"
"59","1995","Russia","Oct","RUS","-3.048","37.5872"
"60","1995","Russia","Sep","RUS","6.23247","45.7357"
"61","1996","Russia","Apr","RUS","-6.9761","17.6331"
"62","1996","Russia","Aug","RUS","11.3389","60.2144"
"63","1996","Russia","Dec","RUS","-24.544","28.6889"
"64","1996","Russia","Feb","RUS","-22.838","16.6683"
"65","1996","Russia","Jan","RUS","-25.843","19.4939"
"66","1996","Russia","Jul","RUS","15.4488","62.2934"
"67","1996","Russia","Jun","RUS","10.6681","54.2024"
"68","1996","Russia","Mar","RUS","-15.435","13.2006"
"69","1996","Russia","May","RUS","3.6709","33.6735"
"70","1996","Russia","Nov","RUS","-14.865","30.1709"
"71","1996","Russia","Oct","RUS","-4.7432","33.4902"
"72","1996","Russia","Sep","RUS","3.99453","48.1758"
"73","1997","Russia","Apr","RUS","-2.7651","25.0595"
"74","1997","Russia","Aug","RUS","12.3931","64.8511"
"75","1997","Russia","Dec","RUS","-26.183","23.6232"
"76","1997","Russia","Feb","RUS","-23.001","18.9747"
"77","1997","Russia","Jan","RUS","-26.484","21.7201"
"78","1997","Russia","Jul","RUS","14.3421","58.7166"
"79","1997","Russia","Jun","RUS","11.3665","53.3233"
"80","1997","Russia","Mar","RUS","-14.171","21.4584"
"81","1997","Russia","May","RUS","4.02555","39.4614"
"82","1997","Russia","Nov","RUS","-18.057","29.2072"
"83","1997","Russia","Oct","RUS","-2.5948","45.5466"
"84","1997","Russia","Sep","RUS","5.97098","41.2825"
"85","1998","Russia","Apr","RUS","-7.7908","25.0365"
"86","1998","Russia","Aug","RUS","13.147","60.6889"
"87","1998","Russia","Dec","RUS","-23.624","28.5681"
"88","1998","Russia","Feb","RUS","-24.498","19.2359"
"89","1998","Russia","Jan","RUS","-26.652","19.7529"
"90","1998","Russia","Jul","RUS","16.193","60.5712"
"91","1998","Russia","Jun","RUS","11.9182","52.6545"
"92","1998","Russia","Mar","RUS","-15.69","20.1643"
