"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","Afghanistan","Apr","AFG","12.9397","51.8025"
"2","1991","Afghanistan","Aug","AFG","23.9673","4.66582"
"3","1991","Afghanistan","Dec","AFG","4.23571","38.5569"
"4","1991","Afghanistan","Feb","AFG","1.43654","59.4025"
"5","1991","Afghanistan","Jan","AFG","-0.0311","64.7765"
"6","1991","Afghanistan","Jul","AFG","25.571","4.39142"
"7","1991","Afghanistan","Jun","AFG","23.0777","5.58788"
"8","1991","Afghanistan","Mar","AFG","6.88685","119.625"
"9","1991","Afghanistan","May","AFG","17.0755","57.2438"
"10","1991","Afghanistan","Nov","AFG","7.31675","12.6671"
"11","1991","Afghanistan","Oct","AFG","12.8779","4.09568"
"12","1991","Afghanistan","Sep","AFG","19.38","12.6348"
"13","1992","Afghanistan","Apr","AFG","11.6926","90.8628"
"14","1992","Afghanistan","Aug","AFG","22.8633","10.1698"
"15","1992","Afghanistan","Dec","AFG","4.47636","47.4604"
"16","1992","Afghanistan","Feb","AFG","2.46018","44.5805"
"17","1992","Afghanistan","Jan","AFG","0.74637","75.1985"
"18","1992","Afghanistan","Jul","AFG","24.7068","8.91189"
"19","1992","Afghanistan","Jun","AFG","22.8875","7.39691"
"20","1992","Afghanistan","Mar","AFG","5.71341","58.6092"
"21","1992","Afghanistan","May","AFG","16.1108","34.7664"
"22","1992","Afghanistan","Nov","AFG","8.32035","9.92092"
"23","1992","Afghanistan","Oct","AFG","12.6981","15.8779"
"24","1992","Afghanistan","Sep","AFG","17.8588","4.40101"
"25","1993","Afghanistan","Apr","AFG","13.3735","41.4273"
"26","1993","Afghanistan","Aug","AFG","23.3201","4.32338"
"27","1993","Afghanistan","Dec","AFG","3.32008","20.6818"
"28","1993","Afghanistan","Feb","AFG","4.33465","46.927"
"29","1993","Afghanistan","Jan","AFG","-0.0835","47.9213"
"30","1993","Afghanistan","Jul","AFG","24.632","7.88719"
"31","1993","Afghanistan","Jun","AFG","22.888","10.107"
"32","1993","Afghanistan","Mar","AFG","6.12034","67.092"
"33","1993","Afghanistan","May","AFG","18.7452","38.0458"
"34","1993","Afghanistan","Nov","AFG","7.40369","21.5809"
"35","1993","Afghanistan","Oct","AFG","12.0373","7.6213"
"36","1993","Afghanistan","Sep","AFG","19.6343","3.47033"
"37","1994","Afghanistan","Apr","AFG","11.9926","35.9706"
"38","1994","Afghanistan","Aug","AFG","24.5555","7.61655"
"39","1994","Afghanistan","Dec","AFG","2.50841","36.94"
"40","1994","Afghanistan","Feb","AFG","1.14112","43.8107"
"41","1994","Afghanistan","Jan","AFG","1.11415","50.3801"
"42","1994","Afghanistan","Jul","AFG","25.0045","17.0526"
"43","1994","Afghanistan","Jun","AFG","23.8788","7.26142"
"44","1994","Afghanistan","Mar","AFG","8.97734","74.9139"
"45","1994","Afghanistan","May","AFG","18.6745","25.9785"
"46","1994","Afghanistan","Nov","AFG","9.5064","12.8199"
"47","1994","Afghanistan","Oct","AFG","12.5059","21.0475"
"48","1994","Afghanistan","Sep","AFG","17.101","8.43061"
"49","1995","Afghanistan","Apr","AFG","12.2676","73.8204"
"50","1995","Afghanistan","Aug","AFG","24.376","7.05167"
"51","1995","Afghanistan","Dec","AFG","1.76217","35.717"
"52","1995","Afghanistan","Feb","AFG","2.96133","60.9835"
"53","1995","Afghanistan","Jan","AFG","0.92358","13.7274"
"54","1995","Afghanistan","Jul","AFG","25.7798","12.0852"
"55","1995","Afghanistan","Jun","AFG","23.4941","8.50095"
"56","1995","Afghanistan","Mar","AFG","6.36893","52.3526"
"57","1995","Afghanistan","May","AFG","18.1187","12.7629"
"58","1995","Afghanistan","Nov","AFG","7.86943","6.24458"
"59","1995","Afghanistan","Oct","AFG","13.5466","13.5896"
"60","1995","Afghanistan","Sep","AFG","19.0225","4.06235"
"61","1996","Afghanistan","Apr","AFG","13.2754","44.8843"
"62","1996","Afghanistan","Aug","AFG","23.3293","9.23368"
"63","1996","Afghanistan","Dec","AFG","3.12772","6.71934"
"64","1996","Afghanistan","Feb","AFG","2.86922","54.8144"
"65","1996","Afghanistan","Jan","AFG","-0.4884","41.9141"
"66","1996","Afghanistan","Jul","AFG","24.7896","5.44735"
"67","1996","Afghanistan","Jun","AFG","22.8459","10.1477"
"68","1996","Afghanistan","Mar","AFG","7.29518","93.2405"
"69","1996","Afghanistan","May","AFG","17.2489","27.5259"
"70","1996","Afghanistan","Nov","AFG","5.62819","9.68384"
"71","1996","Afghanistan","Oct","AFG","12.8698","14.7186"
"72","1996","Afghanistan","Sep","AFG","20.2124","2.67251"
"73","1997","Afghanistan","Apr","AFG","12.498","71.109"
"74","1997","Afghanistan","Aug","AFG","23.9246","6.03228"
"75","1997","Afghanistan","Dec","AFG","2.09488","33.6227"
"76","1997","Afghanistan","Feb","AFG","2.14471","15.9446"
"77","1997","Afghanistan","Jan","AFG","1.08346","34.3467"
"78","1997","Afghanistan","Jul","AFG","26","9.95895"
"79","1997","Afghanistan","Jun","AFG","23.3475","11.868"
"80","1997","Afghanistan","Mar","AFG","6.98142","72.1686"
"81","1997","Afghanistan","May","AFG","16.4327","33.6543"
"82","1997","Afghanistan","Nov","AFG","5.86869","15.7776"
"83","1997","Afghanistan","Oct","AFG","14.2275","24.3424"
"84","1997","Afghanistan","Sep","AFG","19.8114","2.43264"
"85","1998","Afghanistan","Apr","AFG","14.8399","64.0368"
"86","1998","Afghanistan","Aug","AFG","24.2609","5.55621"
"87","1998","Afghanistan","Dec","AFG","4.55596","5.12023"
"88","1998","Afghanistan","Feb","AFG","1.63968","79.4169"
"89","1998","Afghanistan","Jan","AFG","0.37702","65.6699"
"90","1998","Afghanistan","Jul","AFG","25.7497","8.83775"
"91","1998","Afghanistan","Jun","AFG","22.6717","11.9479"
"92","1998","Afghanistan","Mar","AFG","7.0112","60.623"
"93","1998","Afghanistan","May","AFG","18.3174","43.7065"
"94","1998","Afghanistan","Nov","AFG","7.85273","3.35615"
"95","1998","Afghanistan","Oct","AFG","14.2675","6.05833"
"96","1998","Afghanistan","Sep","AFG","19.7355","4.13159"
"97","1999","Afghanistan","Apr","AFG","14.4679","27.8973"
"98","1999","Afghanistan","Aug","AFG","24.483","5.87446"
"99","1999","Afghanistan","Dec","AFG","3.80288","4.54192"
"100","1999","Afghanistan","Feb","AFG","4.96015","64.4378"
"101","1999","Afghanistan","Jan","AFG","0.53312","45.218"
"102","1999","Afghanistan","Jul","AFG","25.8252","14.4336"
"103","1999","Afghanistan","Jun","AFG","24.0798","4.20989"
"104","1999","Afghanistan","Mar","AFG","7.70394","67.7317"
"105","1999","Afghanistan","May","AFG","19.0676","11.3186"
"106","1999","Afghanistan","Nov","AFG","8.22556","40.0525"
"107","1999","Afghanistan","Oct","AFG","14.9555","3.42177"
"108","1999","Afghanistan","Sep","AFG","20.7824","6.12718"
"109","2000","Afghanistan","Apr","AFG","16.4319","7.42546"
"110","2000","Afghanistan","Aug","AFG","23.9989","5.64205"
"111","2000","Afghanistan","Dec","AFG","3.78914","22.1704"
"112","2000","Afghanistan","Feb","AFG","1.92871","33.8279"
"113","2000","Afghanistan","Jan","AFG","1.62425","37.8614"
"114","2000","Afghanistan","Jul","AFG","24.749","9.67761"
"115","2000","Afghanistan","Jun","AFG","23.1498","4.35128"
"116","2000","Afghanistan","Mar","AFG","7.48463","31.507"
"117","2000","Afghanistan","May","AFG","21.7835","3.90986"
"118","2000","Afghanistan","Nov","AFG","6.76671","16.5423"
"119","2000","Afghanistan","Oct","AFG","13.8838","21.8608"
"120","2000","Afghanistan","Sep","AFG","19.6963","7.03612"
"121","2001","Afghanistan","Apr","AFG","15.7349","19.1449"
"122","2001","Afghanistan","Aug","AFG","23.9876","6.05264"
"123","2001","Afghanistan","Dec","AFG","4.7063","27.6653"
"124","2001","Afghanistan","Feb","AFG","2.98913","24.0815"
"125","2001","Afghanistan","Jan","AFG","-0.231","18.0513"
"126","2001","Afghanistan","Jul","AFG","25.3915","10.122"
"127","2001","Afghanistan","Jun","AFG","24.0585","10.3979"
"128","2001","Afghanistan","Mar","AFG","8.45549","37.061"
"129","2001","Afghanistan","May","AFG","21.5411","6.86481"
"130","2001","Afghanistan","Nov","AFG","8.41102","16.4592"
"131","2001","Afghanistan","Oct","AFG","13.9918","5.91485"
"132","2001","Afghanistan","Sep","AFG","19.0645","3.02941"
"133","2002","Afghanistan","Apr","AFG","14.2283","50.5211"
"134","2002","Afghanistan","Aug","AFG","24.8584","6.15613"
"135","2002","Afghanistan","Dec","AFG","1.69601","44.8059"
"136","2002","Afghanistan","Feb","AFG","3.04201","54.0856"
"137","2002","Afghanistan","Jan","AFG","1.81099","30.2343"
"138","2002","Afghanistan","Jul","AFG","25.3288","2.64574"
"139","2002","Afghanistan","Jun","AFG","23.6676","9.90821"
"140","2002","Afghanistan","Mar","AFG","9.28162","41.8525"
"141","2002","Afghanistan","May","AFG","19.4492","16.3633"
"142","2002","Afghanistan","Nov","AFG","7.97555","25.0684"
"143","2002","Afghanistan","Oct","AFG","15.1623","6.5459"
"144","2002","Afghanistan","Sep","AFG","19.2846","3.68139"
"145","2003","Afghanistan","Apr","AFG","13.9795","47.1884"
"146","2003","Afghanistan","Aug","AFG","24.3286","10.8023"
"147","2003","Afghanistan","Dec","AFG","2.58429","20.6226"
"148","2003","Afghanistan","Feb","AFG","3.51946","75.0596"
"149","2003","Afghanistan","Jan","AFG","1.64129","30.2311"
"150","2003","Afghanistan","Jul","AFG","25.8287","13.9574"
"151","2003","Afghanistan","Jun","AFG","23.36","4.76601"
"152","2003","Afghanistan","Mar","AFG","7.63327","61.6596"
"153","2003","Afghanistan","May","AFG","16.5732","24.3608"
"154","2003","Afghanistan","Nov","AFG","6.45859","29.4578"
"155","2003","Afghanistan","Oct","AFG","14.2839","4.44266"
"156","2003","Afghanistan","Sep","AFG","19.5703","6.16668"
"157","2004","Afghanistan","Apr","AFG","14.5146","34.8941"
"158","2004","Afghanistan","Aug","AFG","24.3188","8.29637"
"159","2004","Afghanistan","Dec","AFG","3.10866","70.7814"
"160","2004","Afghanistan","Feb","AFG","5.05846","27.6002"
"161","2004","Afghanistan","Jan","AFG","2.40628","70.9602"
"162","2004","Afghanistan","Jul","AFG","25.2224","5.63532"
"163","2004","Afghanistan","Jun","AFG","23.5871","6.35944"
"164","2004","Afghanistan","Mar","AFG","10.6776","20.7934"
"165","2004","Afghanistan","May","AFG","19.4212","9.40181"
"166","2004","Afghanistan","Nov","AFG","9.41479","19.6109"
"167","2004","Afghanistan","Oct","AFG","12.3066","10.3864"
"168","2004","Afghanistan","Sep","AFG","19.8138","4.11603"
"169","2005","Afghanistan","Apr","AFG","13.5752","25.2782"
"170","2005","Afghanistan","Aug","AFG","23.968","5.13398"
"171","2005","Afghanistan","Dec","AFG","3.53897","6.40713"
"172","2005","Afghanistan","Feb","AFG","0.80086","95.3846"
"173","2005","Afghanistan","Jan","AFG","0.33975","56.9705"
"174","2005","Afghanistan","Jul","AFG","25.7917","7.92948"
"175","2005","Afghanistan","Jun","AFG","23.7403","4.0454"
"176","2005","Afghanistan","Mar","AFG","9.18563","74.6872"
"177","2005","Afghanistan","May","AFG","16.9292","53.1841"
"178","2005","Afghanistan","Nov","AFG","7.36499","15.9667"
"179","2005","Afghanistan","Oct","AFG","14.5482","6.20864"
"180","2005","Afghanistan","Sep","AFG","20.8035","4.12368"
"181","2006","Afghanistan","Apr","AFG","14.7185","25.9767"
"182","2006","Afghanistan","Aug","AFG","24.38","13.7964"
"183","2006","Afghanistan","Dec","AFG","1.19483","59.8266"
"184","2006","Afghanistan","Feb","AFG","6.36982","37.0712"
"185","2006","Afghanistan","Jan","AFG","-0.5844","58.4091"
"186","2006","Afghanistan","Jul","AFG","25.9808","9.32455"
"187","2006","Afghanistan","Jun","AFG","23.2928","6.10029"
"188","2006","Afghanistan","Mar","AFG","9.07679","44.6099"
"189","2006","Afghanistan","May","AFG","21.7727","8.6857"
"190","2006","Afghanistan","Nov","AFG","8.09956","46.4695"
"191","2006","Afghanistan","Oct","AFG","16.3872","11.0719"
"192","2006","Afghanistan","Sep","AFG","19.3212","4.10366"
"193","2007","Afghanistan","Apr","AFG","16.5387","22.7637"
"194","2007","Afghanistan","Aug","AFG","23.979","6.0282"
"195","2007","Afghanistan","Dec","AFG","1.69748","35.2599"
"196","2007","Afghanistan","Feb","AFG","3.83634","80.2155"
"197","2007","Afghanistan","Jan","AFG","0.50812","20.2476"
"198","2007","Afghanistan","Jul","AFG","25.1984","11.0242"
"199","2007","Afghanistan","Jun","AFG","23.8027","10.2931"
"200","2007","Afghanistan","Mar","AFG","7.24586","90.4853"
"201","2007","Afghanistan","May","AFG","19.1082","14.9475"
"202","2007","Afghanistan","Nov","AFG","8.87729","6.81448"
"203","2007","Afghanistan","Oct","AFG","11.8312","1.27345"
"204","2007","Afghanistan","Sep","AFG","19.5104","4.60324"
"205","2008","Afghanistan","Apr","AFG","14.5478","40.3293"
"206","2008","Afghanistan","Aug","AFG","24.0675","20.085"
"207","2008","Afghanistan","Dec","AFG","3.40945","33.5477"
"208","2008","Afghanistan","Feb","AFG","0.89203","27.3918"
"209","2008","Afghanistan","Jan","AFG","-4.1737","71.5091"
"210","2008","Afghanistan","Jul","AFG","26.1291","17.11"
"211","2008","Afghanistan","Jun","AFG","25.4792","6.6884"
"212","2008","Afghanistan","Mar","AFG","11.7119","9.29818"
"213","2008","Afghanistan","May","AFG","20.8788","11.9907"
