Rainfall - (MM), Year, Month, Country, ISO3
38.2847, 1991, Jan, Kenya, KEN
12.7492, 1991, Feb, Kenya, KEN
73.3656, 1991, Mar, Kenya, KEN
83.135, 1991, Apr, Kenya, KEN
112.275, 1991, May, Kenya, KEN
33.6106, 1991, Jun, Kenya, KEN
36.6575, 1991, Jul, Kenya, KEN
32.8066, 1991, Aug, Kenya, KEN
18.3184, 1991, Sep, Kenya, KEN
41.2266, 1991, Oct, Kenya, KEN
60.2294, 1991, Nov, Kenya, KEN
53.4232, 1991, Dec, Kenya, KEN
10.2491, 1992, Jan, Kenya, KEN
15.9125, 1992, Feb, Kenya, KEN
17.0754, 1992, Mar, Kenya, KEN
119.919, 1992, Apr, Kenya, KEN
80.6001, 1992, May, Kenya, KEN
30.0842, 1992, Jun, Kenya, KEN
35.1079, 1992, Jul, Kenya, KEN
28.0127, 1992, Aug, Kenya, KEN
24.3121, 1992, Sep, Kenya, KEN
47.1624, 1992, Oct, Kenya, KEN
106.824, 1992, Nov, Kenya, KEN
98.4172, 1992, Dec, Kenya, KEN
80.9318, 1993, Jan, Kenya, KEN
53.6675, 1993, Feb, Kenya, KEN
24.0511, 1993, Mar, Kenya, KEN
77.5293, 1993, Apr, Kenya, KEN
110.664, 1993, May, Kenya, KEN
50.2024, 1993, Jun, Kenya, KEN
14.9912, 1993, Jul, Kenya, KEN
21.9237, 1993, Aug, Kenya, KEN
15.6103, 1993, Sep, Kenya, KEN
42.0606, 1993, Oct, Kenya, KEN
75.1036, 1993, Nov, Kenya, KEN
40.1232, 1993, Dec, Kenya, KEN
6.64417, 1994, Jan, Kenya, KEN
17.6202, 1994, Feb, Kenya, KEN
47.8114, 1994, Mar, Kenya, KEN
111.038, 1994, Apr, Kenya, KEN
82.2793, 1994, May, Kenya, KEN
33.7607, 1994, Jun, Kenya, KEN
44.5223, 1994, Jul, Kenya, KEN
31.9213, 1994, Aug, Kenya, KEN
20.1774, 1994, Sep, Kenya, KEN
69.6349, 1994, Oct, Kenya, KEN
168.397, 1994, Nov, Kenya, KEN
54.453, 1994, Dec, Kenya, KEN
10.5799, 1995, Jan, Kenya, KEN
37.3085, 1995, Feb, Kenya, KEN
69.4802, 1995, Mar, Kenya, KEN
150.358, 1995, Apr, Kenya, KEN
66.9476, 1995, May, Kenya, KEN
23.5026, 1995, Jun, Kenya, KEN
27.0207, 1995, Jul, Kenya, KEN
32.2454, 1995, Aug, Kenya, KEN
30.5747, 1995, Sep, Kenya, KEN
87.7315, 1995, Oct, Kenya, KEN
72.5827, 1995, Nov, Kenya, KEN
43.8125, 1995, Dec, Kenya, KEN
24.3053, 1996, Jan, Kenya, KEN
27.9605, 1996, Feb, Kenya, KEN
74.9097, 1996, Mar, Kenya, KEN
71.0857, 1996, Apr, Kenya, KEN
85.918, 1996, May, Kenya, KEN
50.8206, 1996, Jun, Kenya, KEN
33.833, 1996, Jul, Kenya, KEN
25.6055, 1996, Aug, Kenya, KEN
23.9495, 1996, Sep, Kenya, KEN
19.2856, 1996, Oct, Kenya, KEN
85.853, 1996, Nov, Kenya, KEN
6.98666, 1996, Dec, Kenya, KEN
8.74094, 1997, Jan, Kenya, KEN
1.15765, 1997, Feb, Kenya, KEN
45.8383, 1997, Mar, Kenya, KEN
188.323, 1997, Apr, Kenya, KEN
63.3745, 1997, May, Kenya, KEN
46.6663, 1997, Jun, Kenya, KEN
29.0068, 1997, Jul, Kenya, KEN
28.8858, 1997, Aug, Kenya, KEN
7.70611, 1997, Sep, Kenya, KEN
179.669, 1997, Oct, Kenya, KEN
247.081, 1997, Nov, Kenya, KEN
116.062, 1997, Dec, Kenya, KEN
76.2871, 1998, Jan, Kenya, KEN
59.9695, 1998, Feb, Kenya, KEN
50.1806, 1998, Mar, Kenya, KEN
115.334, 1998, Apr, Kenya, KEN
149.305, 1998, May, Kenya, KEN
69.6817, 1998, Jun, Kenya, KEN
36.89, 1998, Jul, Kenya, KEN
29.2989, 1998, Aug, Kenya, KEN
22.4775, 1998, Sep, Kenya, KEN
30.0269, 1998, Oct, Kenya, KEN
72.004, 1998, Nov, Kenya, KEN
12.8653, 1998, Dec, Kenya, KEN
17.4185, 1999, Jan, Kenya, KEN
3.90971, 1999, Feb, Kenya, KEN
85.2266, 1999, Mar, Kenya, KEN
95.084, 1999, Apr, Kenya, KEN
56.7194, 1999, May, Kenya, KEN
30.8994, 1999, Jun, Kenya, KEN
34.1242, 1999, Jul, Kenya, KEN
37.8536, 1999, Aug, Kenya, KEN
22.0581, 1999, Sep, Kenya, KEN
62.4518, 1999, Oct, Kenya, KEN
105.164, 1999, Nov, Kenya, KEN
46.1816, 1999, Dec, Kenya, KEN
