"","Year","Country","Month","ISO3","Temperature","Rain"
"1","1901","Nicaragua","Jan","NIC","23.1157","52.2173"
"2","1901","Nicaragua","Feb","NIC","23.9502","54.7575"
"3","1901","Nicaragua","Mar","NIC","24.8374","71.908"
"4","1901","Nicaragua","Apr","NIC","25.1555","13.9926"
"5","1901","Nicaragua","May","NIC","25.6672","140.815"
"6","1901","Nicaragua","Jun","NIC","25.2801","343.682"
"7","1901","Nicaragua","Jul","NIC","24.8337","565.21"
"8","1901","Nicaragua","Aug","NIC","24.7936","334.977"
"9","1901","Nicaragua","Sep","NIC","24.7526","349.144"
"10","1901","Nicaragua","Oct","NIC","24.8863","422.903"
"11","1901","Nicaragua","Nov","NIC","22.9773","248.225"
"12","1901","Nicaragua","Dec","NIC","22.9622","111.466"
"13","1902","Nicaragua","Jan","NIC","22.0653","61.5732"
"14","1902","Nicaragua","Feb","NIC","23.5052","95.5425"
"15","1902","Nicaragua","Mar","NIC","25.752","73.4427"
"16","1902","Nicaragua","Apr","NIC","25.6275","130.51"
"17","1902","Nicaragua","May","NIC","26.3005","272.362"
"18","1902","Nicaragua","Jun","NIC","25.0698","248.182"
"19","1902","Nicaragua","Jul","NIC","25.3551","286.562"
"20","1902","Nicaragua","Aug","NIC","24.0595","156.392"
"21","1902","Nicaragua","Sep","NIC","25.9114","236.696"
"22","1902","Nicaragua","Oct","NIC","25.3256","209.804"
"23","1902","Nicaragua","Nov","NIC","24.7615","150.387"
"24","1902","Nicaragua","Dec","NIC","23.6684","40.0387"
"25","1903","Nicaragua","Jan","NIC","23.8516","59.4142"
"26","1903","Nicaragua","Feb","NIC","25.6205","15.8364"
"27","1903","Nicaragua","Mar","NIC","25.5778","17.0446"
"28","1903","Nicaragua","Apr","NIC","25.2699","34.1689"
"29","1903","Nicaragua","May","NIC","25.2113","310.149"
"30","1903","Nicaragua","Jun","NIC","25.9324","396.126"
"31","1903","Nicaragua","Jul","NIC","25.5384","349.919"
"32","1903","Nicaragua","Aug","NIC","25.0879","374.784"
"33","1903","Nicaragua","Sep","NIC","25.5798","231.489"
"34","1903","Nicaragua","Oct","NIC","24.4228","292.484"
"35","1903","Nicaragua","Nov","NIC","23.0879","117.95"
"36","1903","Nicaragua","Dec","NIC","22.0673","450.456"
"37","1904","Nicaragua","Jan","NIC","23.2512","475.92"
"38","1904","Nicaragua","Feb","NIC","24.1864","95.5425"
"39","1904","Nicaragua","Mar","NIC","24.8586","149.639"
"40","1904","Nicaragua","Apr","NIC","25.8318","79.3183"
"41","1904","Nicaragua","May","NIC","25.7867","214.489"
"42","1904","Nicaragua","Jun","NIC","25.1329","408.597"
"43","1904","Nicaragua","Jul","NIC","24.8836","243.569"
"44","1904","Nicaragua","Aug","NIC","24.525","207.81"
"45","1904","Nicaragua","Sep","NIC","24.6713","201.18"
"46","1904","Nicaragua","Oct","NIC","24.4333","220.401"
"47","1904","Nicaragua","Nov","NIC","23.4563","124.058"
"48","1904","Nicaragua","Dec","NIC","23.494","154.7"
"49","1905","Nicaragua","Jan","NIC","22.2681","42.1583"
"50","1905","Nicaragua","Feb","NIC","24.3334","14.4318"
"51","1905","Nicaragua","Mar","NIC","25.1141","84.0996"
"52","1905","Nicaragua","Apr","NIC","25.6071","29.97"
"53","1905","Nicaragua","May","NIC","26.6506","240.115"
"54","1905","Nicaragua","Jun","NIC","25.7052","321.003"
"55","1905","Nicaragua","Jul","NIC","24.9593","724.33"
"56","1905","Nicaragua","Aug","NIC","24.9633","225.33"
"57","1905","Nicaragua","Sep","NIC","25.031","246.014"
"58","1905","Nicaragua","Oct","NIC","25.1117","314.4"
"59","1905","Nicaragua","Nov","NIC","24.1861","130.17"
"60","1905","Nicaragua","Dec","NIC","23.6538","198.253"
"61","1906","Nicaragua","Jan","NIC","22.4007","81.7103"
"62","1906","Nicaragua","Feb","NIC","22.937","35.9974"
"63","1906","Nicaragua","Mar","NIC","24.3539","11.9661"
"64","1906","Nicaragua","Apr","NIC","24.9337","103.269"
"65","1906","Nicaragua","May","NIC","25.8396","152.206"
"66","1906","Nicaragua","Jun","NIC","24.8419","529.68"
"67","1906","Nicaragua","Jul","NIC","25.2771","389.993"
"68","1906","Nicaragua","Aug","NIC","24.6682","236.635"
"69","1906","Nicaragua","Sep","NIC","25.2335","207.501"
"70","1906","Nicaragua","Oct","NIC","24.7352","271.927"
"71","1906","Nicaragua","Nov","NIC","24.0811","108.402"
"72","1906","Nicaragua","Dec","NIC","22.8496","90.7909"
"73","1907","Nicaragua","Jan","NIC","23.8119","24.163"
"74","1907","Nicaragua","Feb","NIC","23.6171","21.4672"
"75","1907","Nicaragua","Mar","NIC","24.9556","14.5008"
"76","1907","Nicaragua","Apr","NIC","25.5891","13.3211"
"77","1907","Nicaragua","May","NIC","26.0485","121.078"
"78","1907","Nicaragua","Jun","NIC","24.9506","342.288"
"79","1907","Nicaragua","Jul","NIC","24.2503","335.335"
"80","1907","Nicaragua","Aug","NIC","24.1295","167.444"
"81","1907","Nicaragua","Sep","NIC","24.4783","197.309"
"82","1907","Nicaragua","Oct","NIC","24.5519","253.257"
"83","1907","Nicaragua","Nov","NIC","24.3299","157.273"
"84","1907","Nicaragua","Dec","NIC","23.2355","111.787"
