Temperature - (Celsius), Year, Month, Country, ISO3
25.9529, 1991, Jan, Somalia, SOM
26.6285, 1991, Feb, Somalia, SOM
27.3426, 1991, Mar, Somalia, SOM
28.6574, 1991, Apr, Somalia, SOM
28.273, 1991, May, Somalia, SOM
28.171, 1991, Jun, Somalia, SOM
27.3306, 1991, Jul, Somalia, SOM
27.4596, 1991, Aug, Somalia, SOM
27.2762, 1991, Sep, Somalia, SOM
26.9617, 1991, Oct, Somalia, SOM
25.5721, 1991, Nov, Somalia, SOM
25.4181, 1991, Dec, Somalia, SOM
24.2763, 1992, Jan, Somalia, SOM
25.9342, 1992, Feb, Somalia, SOM
27.64, 1992, Mar, Somalia, SOM
28.6438, 1992, Apr, Somalia, SOM
28.7748, 1992, May, Somalia, SOM
28.4749, 1992, Jun, Somalia, SOM
27.3349, 1992, Jul, Somalia, SOM
26.7967, 1992, Aug, Somalia, SOM
27.3539, 1992, Sep, Somalia, SOM
26.529, 1992, Oct, Somalia, SOM
25.7364, 1992, Nov, Somalia, SOM
25.4249, 1992, Dec, Somalia, SOM
25.112, 1993, Jan, Somalia, SOM
25.3008, 1993, Feb, Somalia, SOM
27.4051, 1993, Mar, Somalia, SOM
28.0018, 1993, Apr, Somalia, SOM
27.9462, 1993, May, Somalia, SOM
28.0185, 1993, Jun, Somalia, SOM
26.8735, 1993, Jul, Somalia, SOM
26.782, 1993, Aug, Somalia, SOM
27.8588, 1993, Sep, Somalia, SOM
26.7033, 1993, Oct, Somalia, SOM
25.9066, 1993, Nov, Somalia, SOM
24.769, 1993, Dec, Somalia, SOM
24.9957, 1994, Jan, Somalia, SOM
25.8087, 1994, Feb, Somalia, SOM
27.5661, 1994, Mar, Somalia, SOM
28.9741, 1994, Apr, Somalia, SOM
28.4613, 1994, May, Somalia, SOM
28.5357, 1994, Jun, Somalia, SOM
27.083, 1994, Jul, Somalia, SOM
27.0694, 1994, Aug, Somalia, SOM
27.3299, 1994, Sep, Somalia, SOM
26.3831, 1994, Oct, Somalia, SOM
24.9563, 1994, Nov, Somalia, SOM
24.8439, 1994, Dec, Somalia, SOM
24.8519, 1995, Jan, Somalia, SOM
26.4298, 1995, Feb, Somalia, SOM
27.3196, 1995, Mar, Somalia, SOM
28.3619, 1995, Apr, Somalia, SOM
28.6616, 1995, May, Somalia, SOM
27.9877, 1995, Jun, Somalia, SOM
27.4127, 1995, Jul, Somalia, SOM
27.4554, 1995, Aug, Somalia, SOM
28.2693, 1995, Sep, Somalia, SOM
27.248, 1995, Oct, Somalia, SOM
26.061, 1995, Nov, Somalia, SOM
25.9288, 1995, Dec, Somalia, SOM
25.9594, 1996, Jan, Somalia, SOM
26.6282, 1996, Feb, Somalia, SOM
27.7678, 1996, Mar, Somalia, SOM
29.5343, 1996, Apr, Somalia, SOM
28.1285, 1996, May, Somalia, SOM
27.2416, 1996, Jun, Somalia, SOM
27.1983, 1996, Jul, Somalia, SOM
27.1245, 1996, Aug, Somalia, SOM
28.0657, 1996, Sep, Somalia, SOM
26.7844, 1996, Oct, Somalia, SOM
25.5625, 1996, Nov, Somalia, SOM
25.1099, 1996, Dec, Somalia, SOM
25.4404, 1997, Jan, Somalia, SOM
25.8013, 1997, Feb, Somalia, SOM
27.5196, 1997, Mar, Somalia, SOM
27.74, 1997, Apr, Somalia, SOM
28.2879, 1997, May, Somalia, SOM
27.8525, 1997, Jun, Somalia, SOM
27.8203, 1997, Jul, Somalia, SOM
27.7833, 1997, Aug, Somalia, SOM
28.3399, 1997, Sep, Somalia, SOM
26.5344, 1997, Oct, Somalia, SOM
26.0021, 1997, Nov, Somalia, SOM
25.0273, 1997, Dec, Somalia, SOM
25.8794, 1998, Jan, Somalia, SOM
26.9784, 1998, Feb, Somalia, SOM
28.1291, 1998, Mar, Somalia, SOM
29.3119, 1998, Apr, Somalia, SOM
28.8971, 1998, May, Somalia, SOM
29.1047, 1998, Jun, Somalia, SOM
27.6333, 1998, Jul, Somalia, SOM
27.3798, 1998, Aug, Somalia, SOM
28.0408, 1998, Sep, Somalia, SOM
27.4214, 1998, Oct, Somalia, SOM
25.6976, 1998, Nov, Somalia, SOM
25.1106, 1998, Dec, Somalia, SOM
25.5295, 1999, Jan, Somalia, SOM
26.4859, 1999, Feb, Somalia, SOM
27.1794, 1999, Mar, Somalia, SOM
28.6705, 1999, Apr, Somalia, SOM
28.7383, 1999, May, Somalia, SOM
27.7702, 1999, Jun, Somalia, SOM
27.0624, 1999, Jul, Somalia, SOM
26.5153, 1999, Aug, Somalia, SOM
27.8992, 1999, Sep, Somalia, SOM
26.0667, 1999, Oct, Somalia, SOM
25.2105, 1999, Nov, Somalia, SOM
24.7433, 1999, Dec, Somalia, SOM
24.7036, 2000, Jan, Somalia, SOM
26.0631, 2000, Feb, Somalia, SOM
27.2711, 2000, Mar, Somalia, SOM
28.9657, 2000, Apr, Somalia, SOM
28.2386, 2000, May, Somalia, SOM
28.1833, 2000, Jun, Somalia, SOM
27.895, 2000, Jul, Somalia, SOM
27.2253, 2000, Aug, Somalia, SOM
27.6329, 2000, Sep, Somalia, SOM
26.4622, 2000, Oct, Somalia, SOM
26.743, 2000, Nov, Somalia, SOM
25.1792, 2000, Dec, Somalia, SOM
25.5675, 2001, Jan, Somalia, SOM
26.2614, 2001, Feb, Somalia, SOM
27.532, 2001, Mar, Somalia, SOM
29.0231, 2001, Apr, Somalia, SOM
28.2999, 2001, May, Somalia, SOM
27.6628, 2001, Jun, Somalia, SOM
27.6155, 2001, Jul, Somalia, SOM
26.6587, 2001, Aug, Somalia, SOM
27.8531, 2001, Sep, Somalia, SOM
27.648, 2001, Oct, Somalia, SOM
25.6944, 2001, Nov, Somalia, SOM
25.5995, 2001, Dec, Somalia, SOM
25.229, 2002, Jan, Somalia, SOM
26.2601, 2002, Feb, Somalia, SOM
27.7489, 2002, Mar, Somalia, SOM
28.9481, 2002, Apr, Somalia, SOM
29.6532, 2002, May, Somalia, SOM
28.251, 2002, Jun, Somalia, SOM
28.0943, 2002, Jul, Somalia, SOM
27.973, 2002, Aug, Somalia, SOM
