Rainfall - (MM), Year, Month, Country, ISO3
8.14374, 1991, Jan, Thailand, THA
6.82322, 1991, Feb, Thailand, THA
31.4434, 1991, Mar, Thailand, THA
66.912, 1991, Apr, Thailand, THA
174.797, 1991, May, Thailand, THA
176.209, 1991, Jun, Thailand, THA
177.473, 1991, Jul, Thailand, THA
316.718, 1991, Aug, Thailand, THA
229.578, 1991, Sep, Thailand, THA
139.018, 1991, Oct, Thailand, THA
34.2847, 1991, Nov, Thailand, THA
33.6062, 1991, Dec, Thailand, THA
20.5627, 1992, Jan, Thailand, THA
19.8668, 1992, Feb, Thailand, THA
3.8896, 1992, Mar, Thailand, THA
27.1538, 1992, Apr, Thailand, THA
107.796, 1992, May, Thailand, THA
184.815, 1992, Jun, Thailand, THA
274.544, 1992, Jul, Thailand, THA
258.857, 1992, Aug, Thailand, THA
216.436, 1992, Sep, Thailand, THA
167.912, 1992, Oct, Thailand, THA
34.73, 1992, Nov, Thailand, THA
30.5036, 1992, Dec, Thailand, THA
15.5191, 1993, Jan, Thailand, THA
3.71684, 1993, Feb, Thailand, THA
60.1457, 1993, Mar, Thailand, THA
77.1177, 1993, Apr, Thailand, THA
172.972, 1993, May, Thailand, THA
138.449, 1993, Jun, Thailand, THA
167.208, 1993, Jul, Thailand, THA
217.427, 1993, Aug, Thailand, THA
248.801, 1993, Sep, Thailand, THA
114.121, 1993, Oct, Thailand, THA
42.3128, 1993, Nov, Thailand, THA
41.0696, 1993, Dec, Thailand, THA
3.75103, 1994, Jan, Thailand, THA
22.3376, 1994, Feb, Thailand, THA
92.6479, 1994, Mar, Thailand, THA
72.8312, 1994, Apr, Thailand, THA
246.218, 1994, May, Thailand, THA
290.168, 1994, Jun, Thailand, THA
196.314, 1994, Jul, Thailand, THA
306.527, 1994, Aug, Thailand, THA
249.517, 1994, Sep, Thailand, THA
97.8377, 1994, Oct, Thailand, THA
42.8753, 1994, Nov, Thailand, THA
18.7235, 1994, Dec, Thailand, THA
10.0561, 1995, Jan, Thailand, THA
8.14759, 1995, Feb, Thailand, THA
34.7092, 1995, Mar, Thailand, THA
51.7345, 1995, Apr, Thailand, THA
181.7, 1995, May, Thailand, THA
194.791, 1995, Jun, Thailand, THA
292.024, 1995, Jul, Thailand, THA
356.82, 1995, Aug, Thailand, THA
262.753, 1995, Sep, Thailand, THA
136.427, 1995, Oct, Thailand, THA
80.6804, 1995, Nov, Thailand, THA
18.0215, 1995, Dec, Thailand, THA
9.20778, 1996, Jan, Thailand, THA
29.9027, 1996, Feb, Thailand, THA
37.7718, 1996, Mar, Thailand, THA
151.155, 1996, Apr, Thailand, THA
163.351, 1996, May, Thailand, THA
236.209, 1996, Jun, Thailand, THA
205.631, 1996, Jul, Thailand, THA
249.968, 1996, Aug, Thailand, THA
332.984, 1996, Sep, Thailand, THA
152.724, 1996, Oct, Thailand, THA
126.081, 1996, Nov, Thailand, THA
36.2253, 1996, Dec, Thailand, THA
4.4287, 1997, Jan, Thailand, THA
19.63, 1997, Feb, Thailand, THA
49.6053, 1997, Mar, Thailand, THA
86.3647, 1997, Apr, Thailand, THA
119.521, 1997, May, Thailand, THA
129.881, 1997, Jun, Thailand, THA
230.369, 1997, Jul, Thailand, THA
277.84, 1997, Aug, Thailand, THA
221.909, 1997, Sep, Thailand, THA
146.785, 1997, Oct, Thailand, THA
43.5754, 1997, Nov, Thailand, THA
26.3457, 1997, Dec, Thailand, THA
9.29395, 1998, Jan, Thailand, THA
21.5984, 1998, Feb, Thailand, THA
18.3863, 1998, Mar, Thailand, THA
61.6109, 1998, Apr, Thailand, THA
173.389, 1998, May, Thailand, THA
204.117, 1998, Jun, Thailand, THA
212.086, 1998, Jul, Thailand, THA
269.977, 1998, Aug, Thailand, THA
228.123, 1998, Sep, Thailand, THA
129.244, 1998, Oct, Thailand, THA
90.8638, 1998, Nov, Thailand, THA
33.6859, 1998, Dec, Thailand, THA
28.7568, 1999, Jan, Thailand, THA
23.5607, 1999, Feb, Thailand, THA
49.9032, 1999, Mar, Thailand, THA
168.182, 1999, Apr, Thailand, THA
275.041, 1999, May, Thailand, THA
183.13, 1999, Jun, Thailand, THA
201.736, 1999, Jul, Thailand, THA
230.444, 1999, Aug, Thailand, THA
240.589, 1999, Sep, Thailand, THA
202.988, 1999, Oct, Thailand, THA
105.123, 1999, Nov, Thailand, THA
29.2707, 1999, Dec, Thailand, THA
16.7466, 2000, Jan, Thailand, THA
32.1918, 2000, Feb, Thailand, THA
37.2956, 2000, Mar, Thailand, THA
182.875, 2000, Apr, Thailand, THA
241.8, 2000, May, Thailand, THA
266.666, 2000, Jun, Thailand, THA
203.698, 2000, Jul, Thailand, THA
275.557, 2000, Aug, Thailand, THA
233.818, 2000, Sep, Thailand, THA
173.374, 2000, Oct, Thailand, THA
38.7208, 2000, Nov, Thailand, THA
29.5196, 2000, Dec, Thailand, THA
25.7952, 2001, Jan, Thailand, THA
7.60711, 2001, Feb, Thailand, THA
102.866, 2001, Mar, Thailand, THA
43.6106, 2001, Apr, Thailand, THA
228.831, 2001, May, Thailand, THA
208.701, 2001, Jun, Thailand, THA
184.408, 2001, Jul, Thailand, THA
271.113, 2001, Aug, Thailand, THA
224.106, 2001, Sep, Thailand, THA
185.27, 2001, Oct, Thailand, THA
48.8777, 2001, Nov, Thailand, THA
28.7286, 2001, Dec, Thailand, THA
6.71981, 2002, Jan, Thailand, THA
5.61561, 2002, Feb, Thailand, THA
47.8851, 2002, Mar, Thailand, THA
68.9622, 2002, Apr, Thailand, THA
225.844, 2002, May, Thailand, THA
187.452, 2002, Jun, Thailand, THA
177.193, 2002, Jul, Thailand, THA
306.178, 2002, Aug, Thailand, THA
304.62, 2002, Sep, Thailand, THA
122.254, 2002, Oct, Thailand, THA
101.847, 2002, Nov, Thailand, THA
60.1573, 2002, Dec, Thailand, THA
9.88147, 2003, Jan, Thailand, THA
22.4675, 2003, Feb, Thailand, THA
85.8271, 2003, Mar, Thailand, THA
60.1355, 2003, Apr, Thailand, THA
152.591, 2003, May, Thailand, THA
237.008, 2003, Jun, Thailand, THA
225.411, 2003, Jul, Thailand, THA
236.216, 2003, Aug, Thailand, THA
297.102, 2003, Sep, Thailand, THA
113.316, 2003, Oct, Thailand, THA
32.449, 2003, Nov, Thailand, THA
24.9914, 2003, Dec, Thailand, THA
16.546, 2004, Jan, Thailand, THA
36.913, 2004, Feb, Thailand, THA
16.3504, 2004, Mar, Thailand, THA
67.901, 2004, Apr, Thailand, THA
