"","Year","Country","Month","ISO3","Temperature","Rain"
"1","1901","Belize","Jan","BEL","-0.0927","40.3495"
"2","1901","Belize","Feb","BEL","-1.5673","32.2644"
"3","1901","Belize","Mar","BEL","3.56034","68.7418"
"4","1901","Belize","Apr","BEL","9.16317","65.6921"
"5","1901","Belize","May","BEL","12.4383","30.4496"
"6","1901","Belize","Jun","BEL","15.762","57.9736"
"7","1901","Belize","Jul","BEL","18.9152","45.5922"
"8","1901","Belize","Aug","BEL","17.2449","57.9958"
"9","1901","Belize","Sep","BEL","14.4895","81.6926"
"10","1901","Belize","Oct","BEL","10.1199","87.9293"
"11","1901","Belize","Nov","BEL","4.22317","40.7671"
"12","1901","Belize","Dec","BEL","2.6935","74.4947"
"13","1902","Belize","Jan","BEL","3.96298","46.9536"
"14","1902","Belize","Feb","BEL","0.45263","41.6082"
"15","1902","Belize","Mar","BEL","5.85276","47.2676"
"16","1902","Belize","Apr","BEL","9.06068","45.149"
"17","1902","Belize","May","BEL","9.14041","84.38"
"18","1902","Belize","Jun","BEL","15.2797","59.151"
"19","1902","Belize","Jul","BEL","16.3931","58.5176"
"20","1902","Belize","Aug","BEL","15.6206","99.2138"
"21","1902","Belize","Sep","BEL","13.4046","61.1146"
"22","1902","Belize","Oct","BEL","8.58164","60.51"
"23","1902","Belize","Nov","BEL","4.10617","33.1273"
"24","1902","Belize","Dec","BEL","0.87422","78.9106"
"25","1903","Belize","Jan","BEL","2.56048","62.2603"
"26","1903","Belize","Feb","BEL","5.26232","38.5551"
"27","1903","Belize","Mar","BEL","7.28906","62.8824"
"28","1903","Belize","Apr","BEL","5.47873","112.09"
"29","1903","Belize","May","BEL","12.9017","45.6176"
"30","1903","Belize","Jun","BEL","14.5519","55.7254"
"31","1903","Belize","Jul","BEL","16.4233","104.049"
"32","1903","Belize","Aug","BEL","15.9276","82.3573"
"33","1903","Belize","Sep","BEL","14.6701","78.1177"
"34","1903","Belize","Oct","BEL","11.2082","118.554"
"35","1903","Belize","Nov","BEL","5.75343","77.7098"
"36","1903","Belize","Dec","BEL","0.86491","28.936"
"37","1904","Belize","Jan","BEL","0.52244","54.6242"
"38","1904","Belize","Feb","BEL","3.01201","83.0675"
"39","1904","Belize","Mar","BEL","4.12497","56.5978"
"40","1904","Belize","Apr","BEL","9.66636","23.2931"
"41","1904","Belize","May","BEL","12.828","50.8342"
"42","1904","Belize","Jun","BEL","15.1321","49.1401"
"43","1904","Belize","Jul","BEL","19.1775","38.1593"
"44","1904","Belize","Aug","BEL","17.0849","43.7483"
"45","1904","Belize","Sep","BEL","12.6181","53.864"
"46","1904","Belize","Oct","BEL","9.71463","53.7021"
"47","1904","Belize","Nov","BEL","4.71576","66.9126"
"48","1904","Belize","Dec","BEL","4.18199","84.5207"
"49","1905","Belize","Jan","BEL","0.46792","42.9485"
"50","1905","Belize","Feb","BEL","3.3076","35.3186"
"51","1905","Belize","Mar","BEL","6.48216","95.0452"
"52","1905","Belize","Apr","BEL","7.28293","46.6864"
"53","1905","Belize","May","BEL","11.9496","56.0817"
"54","1905","Belize","Jun","BEL","16.9566","92.0319"
"55","1905","Belize","Jul","BEL","18.7125","71.5227"
"56","1905","Belize","Aug","BEL","16.7073","96.0316"
"57","1905","Belize","Sep","BEL","13.3996","80.8815"
"58","1905","Belize","Oct","BEL","6.39734","94.1022"
"59","1905","Belize","Nov","BEL","4.27317","81.1975"
"60","1905","Belize","Dec","BEL","2.57493","32.6277"
"61","1906","Belize","Jan","BEL","3.11368","107.487"
"62","1906","Belize","Feb","BEL","2.05963","64.7722"
"63","1906","Belize","Mar","BEL","4.47654","78.1197"
"64","1906","Belize","Apr","BEL","8.0619","34.7374"
"65","1906","Belize","May","BEL","12.8302","91.8369"
"66","1906","Belize","Jun","BEL","14.7084","46.6758"
"67","1906","Belize","Jul","BEL","17.2345","60.3853"
"68","1906","Belize","Aug","BEL","17.5666","60.7129"
"69","1906","Belize","Sep","BEL","14.3239","35.7109"
"70","1906","Belize","Oct","BEL","12.1675","70.0518"
"71","1906","Belize","Nov","BEL","7.32744","85.7015"
"72","1906","Belize","Dec","BEL","0.90339","72.5731"
"73","1907","Belize","Jan","BEL","1.6584","47.1082"
"74","1907","Belize","Feb","BEL","0.55363","34.7046"
"75","1907","Belize","Mar","BEL","5.28291","45.9304"
"76","1907","Belize","Apr","BEL","7.84671","55.1815"
"77","1907","Belize","May","BEL","12.9153","65.3237"
"78","1907","Belize","Jun","BEL","14.4323","73.8221"
"79","1907","Belize","Jul","BEL","14.9236","65.3963"
"80","1907","Belize","Aug","BEL","16.4682","55.7131"
"81","1907","Belize","Sep","BEL","14.6458","28.7497"
"82","1907","Belize","Oct","BEL","11.5971","80.3768"
"83","1907","Belize","Nov","BEL","6.1802","45.5047"
"84","1907","Belize","Dec","BEL","3.70132","68.3728"
"85","1908","Belize","Jan","BEL","-0.8398","42.0403"
"86","1908","Belize","Feb","BEL","3.52482","77.3562"
"87","1908","Belize","Mar","BEL","3.85364","53.3709"
"88","1908","Belize","Apr","BEL","6.55298","51.5985"
"89","1908","Belize","May","BEL","13.7206","69.9455"
"90","1908","Belize","Jun","BEL","16.8481","55.5203"
"91","1908","Belize","Jul","BEL","17.2734","88.4711"
"92","1908","Belize","Aug","BEL","15.5733","97.9898"
"93","1908","Belize","Sep","BEL","13.9342","51.0877"
"94","1908","Belize","Oct","BEL","10.3773","8.98916"
"95","1908","Belize","Nov","BEL","4.42946","68.6642"
"96","1908","Belize","Dec","BEL","1.45421","39.1377"
"97","1909","Belize","Jan","BEL","0.70033","42.0735"
"98","1909","Belize","Feb","BEL","0.68875","32.5406"
"99","1909","Belize","Mar","BEL","3.56202","74.4297"
"100","1909","Belize","Apr","BEL","9.37255","59.8586"
"101","1909","Belize","May","BEL","11.8831","36.0113"
"102","1909","Belize","Jun","BEL","13.6519","78.9299"
"103","1909","Belize","Jul","BEL","15.1056","119.257"
"104","1909","Belize","Aug","BEL","17.0111","67.2276"
"105","1909","Belize","Sep","BEL","13.4592","69.8111"
"106","1909","Belize","Oct","BEL","11.5108","90.8445"
"107","1909","Belize","Nov","BEL","3.95229","44.0104"
"108","1909","Belize","Dec","BEL","3.52786","118.218"
"109","1910","Belize","Jan","BEL","3.24374","86.1172"
"110","1910","Belize","Feb","BEL","4.2493","109.007"
"111","1910","Belize","Mar","BEL","5.74248","30.0966"
"112","1910","Belize","Apr","BEL","8.12565","52.9055"
"113","1910","Belize","May","BEL","12.5235","73.8385"
"114","1910","Belize","Jun","BEL","16.4805","95.2568"
"115","1910","Belize","Jul","BEL","15.7982","133.452"
"116","1910","Belize","Aug","BEL","16.6376","47.7941"
"117","1910","Belize","Sep","BEL","13.7168","86.7767"
"118","1910","Belize","Oct","BEL","11.0871","44.3887"
"119","1910","Belize","Nov","BEL","3.94827","139.089"
"120","1910","Belize","Dec","BEL","5.44202","79.2209"
