Temperature - (Celsius), Year, Month, Country, ISO3
2.95523, 1991, Jan, Belgium, BEL
-0.3941, 1991, Feb, Belgium, BEL
8.57952, 1991, Mar, Belgium, BEL
8.38833, 1991, Apr, Belgium, BEL
10.3861, 1991, May, Belgium, BEL
13.2911, 1991, Jun, Belgium, BEL
19.1454, 1991, Jul, Belgium, BEL
19.0581, 1991, Aug, Belgium, BEL
16.1465, 1991, Sep, Belgium, BEL
10.2374, 1991, Oct, Belgium, BEL
5.45075, 1991, Nov, Belgium, BEL
3.0897, 1991, Dec, Belgium, BEL
2.36399, 1992, Jan, Belgium, BEL
4.46686, 1992, Feb, Belgium, BEL
6.86777, 1992, Mar, Belgium, BEL
8.81827, 1992, Apr, Belgium, BEL
15.2644, 1992, May, Belgium, BEL
16.7917, 1992, Jun, Belgium, BEL
18.7024, 1992, Jul, Belgium, BEL
18.6716, 1992, Aug, Belgium, BEL
14.4866, 1992, Sep, Belgium, BEL
8.035, 1992, Oct, Belgium, BEL
7.55, 1992, Nov, Belgium, BEL
3.68724, 1992, Dec, Belgium, BEL
4.91641, 1993, Jan, Belgium, BEL
1.68, 1993, Feb, Belgium, BEL
6.07329, 1993, Mar, Belgium, BEL
11.1792, 1993, Apr, Belgium, BEL
14.4329, 1993, May, Belgium, BEL
16.609, 1993, Jun, Belgium, BEL
16.8468, 1993, Jul, Belgium, BEL
16.3378, 1993, Aug, Belgium, BEL
13.4176, 1993, Sep, Belgium, BEL
9.16818, 1993, Oct, Belgium, BEL
2.45555, 1993, Nov, Belgium, BEL
5.10002, 1993, Dec, Belgium, BEL
4.63244, 1994, Jan, Belgium, BEL
2.42553, 1994, Feb, Belgium, BEL
7.78347, 1994, Mar, Belgium, BEL
8.51236, 1994, Apr, Belgium, BEL
12.7307, 1994, May, Belgium, BEL
16.1968, 1994, Jun, Belgium, BEL
21.4486, 1994, Jul, Belgium, BEL
18.2948, 1994, Aug, Belgium, BEL
13.7263, 1994, Sep, Belgium, BEL
9.90033, 1994, Oct, Belgium, BEL
9.85992, 1994, Nov, Belgium, BEL
5.58834, 1994, Dec, Belgium, BEL
3.49571, 1995, Jan, Belgium, BEL
6.49931, 1995, Feb, Belgium, BEL
5.36788, 1995, Mar, Belgium, BEL
9.06604, 1995, Apr, Belgium, BEL
13.2482, 1995, May, Belgium, BEL
14.9598, 1995, Jun, Belgium, BEL
20.7572, 1995, Jul, Belgium, BEL
20.0628, 1995, Aug, Belgium, BEL
13.8647, 1995, Sep, Belgium, BEL
13.4155, 1995, Oct, Belgium, BEL
6.48345, 1995, Nov, Belgium, BEL
0.60133, 1995, Dec, Belgium, BEL
