Rainfall - (MM), Year, Month, Country, ISO3
1.90271, 1991, Jan, Somalia, SOM
5.15496, 1991, Feb, Somalia, SOM
32.6312, 1991, Mar, Somalia, SOM
49.1921, 1991, Apr, Somalia, SOM
48.8049, 1991, May, Somalia, SOM
5.42472, 1991, Jun, Somalia, SOM
10.014, 1991, Jul, Somalia, SOM
5.10708, 1991, Aug, Somalia, SOM
6.0715, 1991, Sep, Somalia, SOM
14.2402, 1991, Oct, Somalia, SOM
9.21253, 1991, Nov, Somalia, SOM
15.1269, 1991, Dec, Somalia, SOM
2.52091, 1992, Jan, Somalia, SOM
2.45117, 1992, Feb, Somalia, SOM
3.76188, 1992, Mar, Somalia, SOM
30.5779, 1992, Apr, Somalia, SOM
29.3138, 1992, May, Somalia, SOM
4.69445, 1992, Jun, Somalia, SOM
5.30329, 1992, Jul, Somalia, SOM
8.20082, 1992, Aug, Somalia, SOM
24.832, 1992, Sep, Somalia, SOM
23.1491, 1992, Oct, Somalia, SOM
38.63, 1992, Nov, Somalia, SOM
31.0904, 1992, Dec, Somalia, SOM
4.5151, 1993, Jan, Somalia, SOM
4.19767, 1993, Feb, Somalia, SOM
3.60823, 1993, Mar, Somalia, SOM
51.9478, 1993, Apr, Somalia, SOM
47.6195, 1993, May, Somalia, SOM
33.1957, 1993, Jun, Somalia, SOM
18.7854, 1993, Jul, Somalia, SOM
5.43977, 1993, Aug, Somalia, SOM
10.349, 1993, Sep, Somalia, SOM
36.7142, 1993, Oct, Somalia, SOM
18.0022, 1993, Nov, Somalia, SOM
4.47107, 1993, Dec, Somalia, SOM
1.24094, 1994, Jan, Somalia, SOM
1.0858, 1994, Feb, Somalia, SOM
3.68285, 1994, Mar, Somalia, SOM
41.1851, 1994, Apr, Somalia, SOM
47.263, 1994, May, Somalia, SOM
5.47611, 1994, Jun, Somalia, SOM
12.0133, 1994, Jul, Somalia, SOM
8.97164, 1994, Aug, Somalia, SOM
22.1359, 1994, Sep, Somalia, SOM
47.7833, 1994, Oct, Somalia, SOM
91.1808, 1994, Nov, Somalia, SOM
6.88079, 1994, Dec, Somalia, SOM
1.38285, 1995, Jan, Somalia, SOM
3.7907, 1995, Feb, Somalia, SOM
13.3303, 1995, Mar, Somalia, SOM
67.3737, 1995, Apr, Somalia, SOM
20.2288, 1995, May, Somalia, SOM
3.5607, 1995, Jun, Somalia, SOM
12.892, 1995, Jul, Somalia, SOM
21.6733, 1995, Aug, Somalia, SOM
6.35651, 1995, Sep, Somalia, SOM
61.4003, 1995, Oct, Somalia, SOM
36.7447, 1995, Nov, Somalia, SOM
10.2329, 1995, Dec, Somalia, SOM
3.90496, 1996, Jan, Somalia, SOM
2.20427, 1996, Feb, Somalia, SOM
15.3226, 1996, Mar, Somalia, SOM
40.3282, 1996, Apr, Somalia, SOM
64.3608, 1996, May, Somalia, SOM
14.645, 1996, Jun, Somalia, SOM
6.39711, 1996, Jul, Somalia, SOM
6.56612, 1996, Aug, Somalia, SOM
6.47699, 1996, Sep, Somalia, SOM
11.3012, 1996, Oct, Somalia, SOM
21.1926, 1996, Nov, Somalia, SOM
3.69791, 1996, Dec, Somalia, SOM
2.07263, 1997, Jan, Somalia, SOM
1.36243, 1997, Feb, Somalia, SOM
17.7178, 1997, Mar, Somalia, SOM
73.3215, 1997, Apr, Somalia, SOM
18.2593, 1997, May, Somalia, SOM
16.8395, 1997, Jun, Somalia, SOM
7.10056, 1997, Jul, Somalia, SOM
4.48613, 1997, Aug, Somalia, SOM
6.67641, 1997, Sep, Somalia, SOM
108.588, 1997, Oct, Somalia, SOM
89.7713, 1997, Nov, Somalia, SOM
54.8645, 1997, Dec, Somalia, SOM
4.98786, 1998, Jan, Somalia, SOM
2.55776, 1998, Feb, Somalia, SOM
7.66153, 1998, Mar, Somalia, SOM
50.0335, 1998, Apr, Somalia, SOM
103.177, 1998, May, Somalia, SOM
10.1123, 1998, Jun, Somalia, SOM
11.6164, 1998, Jul, Somalia, SOM
8.50802, 1998, Aug, Somalia, SOM
5.93402, 1998, Sep, Somalia, SOM
16.5715, 1998, Oct, Somalia, SOM
23.8478, 1998, Nov, Somalia, SOM
2.43317, 1998, Dec, Somalia, SOM
1.37879, 1999, Jan, Somalia, SOM
1.25219, 1999, Feb, Somalia, SOM
28.5385, 1999, Mar, Somalia, SOM
26.4603, 1999, Apr, Somalia, SOM
44.8158, 1999, May, Somalia, SOM
17.3888, 1999, Jun, Somalia, SOM
6.47566, 1999, Jul, Somalia, SOM
12.2026, 1999, Aug, Somalia, SOM
18.7668, 1999, Sep, Somalia, SOM
48.7473, 1999, Oct, Somalia, SOM
25.5698, 1999, Nov, Somalia, SOM
6.27515, 1999, Dec, Somalia, SOM
2.32468, 2000, Jan, Somalia, SOM
1.85243, 2000, Feb, Somalia, SOM
8.3953, 2000, Mar, Somalia, SOM
43.6635, 2000, Apr, Somalia, SOM
61.5413, 2000, May, Somalia, SOM
14.7483, 2000, Jun, Somalia, SOM
9.58824, 2000, Jul, Somalia, SOM
15.2957, 2000, Aug, Somalia, SOM
15.5289, 2000, Sep, Somalia, SOM
46.2303, 2000, Oct, Somalia, SOM
32.7017, 2000, Nov, Somalia, SOM
7.76353, 2000, Dec, Somalia, SOM
2.63541, 2001, Jan, Somalia, SOM
2.84791, 2001, Feb, Somalia, SOM
11.5531, 2001, Mar, Somalia, SOM
35.1843, 2001, Apr, Somalia, SOM
38.2937, 2001, May, Somalia, SOM
13.8912, 2001, Jun, Somalia, SOM
9.82855, 2001, Jul, Somalia, SOM
23.0922, 2001, Aug, Somalia, SOM
12.294, 2001, Sep, Somalia, SOM
27.9667, 2001, Oct, Somalia, SOM
32.2686, 2001, Nov, Somalia, SOM
11.8911, 2001, Dec, Somalia, SOM
3.02573, 2002, Jan, Somalia, SOM
2.52333, 2002, Feb, Somalia, SOM
6.63182, 2002, Mar, Somalia, SOM
72.4277, 2002, Apr, Somalia, SOM
31.9692, 2002, May, Somalia, SOM
7.7073, 2002, Jun, Somalia, SOM
7.25977, 2002, Jul, Somalia, SOM
8.25176, 2002, Aug, Somalia, SOM
13.3296, 2002, Sep, Somalia, SOM
68.7274, 2002, Oct, Somalia, SOM
46.2258, 2002, Nov, Somalia, SOM
22.0531, 2002, Dec, Somalia, SOM
2.50471, 2003, Jan, Somalia, SOM
2.32795, 2003, Feb, Somalia, SOM
9.51417, 2003, Mar, Somalia, SOM
70.9801, 2003, Apr, Somalia, SOM
52.7513, 2003, May, Somalia, SOM
18.9718, 2003, Jun, Somalia, SOM
15.716, 2003, Jul, Somalia, SOM
8.05384, 2003, Aug, Somalia, SOM
13.7576, 2003, Sep, Somalia, SOM
45.3579, 2003, Oct, Somalia, SOM
38.0468, 2003, Nov, Somalia, SOM
7.6495, 2003, Dec, Somalia, SOM
4.15678, 2004, Jan, Somalia, SOM
3.40414, 2004, Feb, Somalia, SOM
12.9519, 2004, Mar, Somalia, SOM
62.5626, 2004, Apr, Somalia, SOM
51.775, 2004, May, Somalia, SOM
16.7542, 2004, Jun, Somalia, SOM
13.0469, 2004, Jul, Somalia, SOM
10.1261, 2004, Aug, Somalia, SOM
11.4889, 2004, Sep, Somalia, SOM
60.6967, 2004, Oct, Somalia, SOM
38.0684, 2004, Nov, Somalia, SOM
9.4021, 2004, Dec, Somalia, SOM
3.33962, 2005, Jan, Somalia, SOM
2.99213, 2005, Feb, Somalia, SOM
13.9018, 2005, Mar, Somalia, SOM
47.0908, 2005, Apr, Somalia, SOM
54.9754, 2005, May, Somalia, SOM
20.2202, 2005, Jun, Somalia, SOM
14.1023, 2005, Jul, Somalia, SOM
9.48718, 2005, Aug, Somalia, SOM
15.151, 2005, Sep, Somalia, SOM
45.1524, 2005, Oct, Somalia, SOM
32.7539, 2005, Nov, Somalia, SOM
9.13129, 2005, Dec, Somalia, SOM
3.49794, 2006, Jan, Somalia, SOM
2.67969, 2006, Feb, Somalia, SOM
13.8594, 2006, Mar, Somalia, SOM
61.1125, 2006, Apr, Somalia, SOM
58.6675, 2006, May, Somalia, SOM
15.6391, 2006, Jun, Somalia, SOM
18.4127, 2006, Jul, Somalia, SOM
10.2358, 2006, Aug, Somalia, SOM
15.3171, 2006, Sep, Somalia, SOM
47.4044, 2006, Oct, Somalia, SOM
36.7054, 2006, Nov, Somalia, SOM
11.9319, 2006, Dec, Somalia, SOM
3.31992, 2007, Jan, Somalia, SOM
3.83572, 2007, Feb, Somalia, SOM
12.4064, 2007, Mar, Somalia, SOM
55.8196, 2007, Apr, Somalia, SOM
54.0568, 2007, May, Somalia, SOM
22.3954, 2007, Jun, Somalia, SOM
