Temperature - (Celsius), Year, Month, Country, ISO3
8.54628, 1991, Jan, Jordan, JOR
10.1898, 1991, Feb, Jordan, JOR
14.6839, 1991, Mar, Jordan, JOR
19.5134, 1991, Apr, Jordan, JOR
22.0718, 1991, May, Jordan, JOR
25.7096, 1991, Jun, Jordan, JOR
26.6149, 1991, Jul, Jordan, JOR
26.6572, 1991, Aug, Jordan, JOR
25.0303, 1991, Sep, Jordan, JOR
21.8506, 1991, Oct, Jordan, JOR
15.6545, 1991, Nov, Jordan, JOR
8.36777, 1991, Dec, Jordan, JOR
6.07117, 1992, Jan, Jordan, JOR
7.41498, 1992, Feb, Jordan, JOR
11.3265, 1992, Mar, Jordan, JOR
17.0674, 1992, Apr, Jordan, JOR
21.3809, 1992, May, Jordan, JOR
25.1512, 1992, Jun, Jordan, JOR
26.2025, 1992, Jul, Jordan, JOR
27.5165, 1992, Aug, Jordan, JOR
24.7561, 1992, Sep, Jordan, JOR
22.0909, 1992, Oct, Jordan, JOR
14.6706, 1992, Nov, Jordan, JOR
8.16133, 1992, Dec, Jordan, JOR
7.14538, 1993, Jan, Jordan, JOR
7.92091, 1993, Feb, Jordan, JOR
12.6338, 1993, Mar, Jordan, JOR
18.2961, 1993, Apr, Jordan, JOR
21.3276, 1993, May, Jordan, JOR
26.0307, 1993, Jun, Jordan, JOR
27.3935, 1993, Jul, Jordan, JOR
28.1031, 1993, Aug, Jordan, JOR
25.425, 1993, Sep, Jordan, JOR
22.8705, 1993, Oct, Jordan, JOR
14.6188, 1993, Nov, Jordan, JOR
11.427, 1993, Dec, Jordan, JOR
10.6907, 1994, Jan, Jordan, JOR
10.3352, 1994, Feb, Jordan, JOR
13.222, 1994, Mar, Jordan, JOR
20.4584, 1994, Apr, Jordan, JOR
23.4933, 1994, May, Jordan, JOR
25.4927, 1994, Jun, Jordan, JOR
26.9302, 1994, Jul, Jordan, JOR
27.3911, 1994, Aug, Jordan, JOR
27.0118, 1994, Sep, Jordan, JOR
23.7394, 1994, Oct, Jordan, JOR
14.0808, 1994, Nov, Jordan, JOR
8.11077, 1994, Dec, Jordan, JOR
9.39522, 1995, Jan, Jordan, JOR
10.5799, 1995, Feb, Jordan, JOR
13.8311, 1995, Mar, Jordan, JOR
17.2321, 1995, Apr, Jordan, JOR
23.0491, 1995, May, Jordan, JOR
26.7857, 1995, Jun, Jordan, JOR
27.4992, 1995, Jul, Jordan, JOR
27.9141, 1995, Aug, Jordan, JOR
25.9044, 1995, Sep, Jordan, JOR
20.9391, 1995, Oct, Jordan, JOR
13.5888, 1995, Nov, Jordan, JOR
9.9258, 1995, Dec, Jordan, JOR
9.43521, 1996, Jan, Jordan, JOR
11.5697, 1996, Feb, Jordan, JOR
12.923, 1996, Mar, Jordan, JOR
17.1395, 1996, Apr, Jordan, JOR
24.2997, 1996, May, Jordan, JOR
25.7712, 1996, Jun, Jordan, JOR
28.9047, 1996, Jul, Jordan, JOR
28.2389, 1996, Aug, Jordan, JOR
26.0835, 1996, Sep, Jordan, JOR
20.5393, 1996, Oct, Jordan, JOR
16.0138, 1996, Nov, Jordan, JOR
12.3065, 1996, Dec, Jordan, JOR
9.88774, 1997, Jan, Jordan, JOR
7.99327, 1997, Feb, Jordan, JOR
11.1777, 1997, Mar, Jordan, JOR
16.6418, 1997, Apr, Jordan, JOR
23.6226, 1997, May, Jordan, JOR
26.1086, 1997, Jun, Jordan, JOR
27.8802, 1997, Jul, Jordan, JOR
26.3325, 1997, Aug, Jordan, JOR
