"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Afghanistan",-0.0378,2.42348,9.3623,13.5564,18.1509,22.1727,25.3787,23.6652,19.4655,11.2837,8.6319,4.02148,55.7448,13.948,43.8464,26.961,52.9579,16.6465,7.38656,0.59306,4.82593,11.4972,8.61022,7.90607
"13","1902","Afghanistan",2.43386,2.32874,7.61617,12.3997,19.4873,24.1452,25.0482,24.2475,19.0351,12.9641,7.19137,3.21455,24.1121,20.8288,41.8576,29.9279,8.98336,5.35169,3.15428,1.11072,2.2639,19.8042,43.1489,18.7537
"25","1903","Afghanistan",-1.588,2.6049,2.19759,10.9805,17.0656,23.4819,24.7819,23.887,19.8621,14.1072,5.79271,0.90361,49.3334,45.6953,69.7291,33.0954,60.6917,7.62944,5.63623,4.65012,7.45214,0.8791,9.91327,19.8138
"37","1904","Afghanistan",-5.5545,4.27782,7.50411,11.7398,17.9897,22.8683,25.0061,23.9715,18.7715,11.0836,8.79818,3.92464,67.9221,23.6132,80.0829,26.0583,29.9485,0.65549,3.95575,3.1932,10.454,16.7642,17.9043,18.2342
"49","1905","Afghanistan",-1.8435,-1.7698,3.42272,12.8392,18.7107,23.5721,25.1425,23.8485,19.0231,14.7307,7.64407,1.88543,65.5861,32.616,64.7628,27.6942,19.1447,5.04219,1.58474,1.03713,6.96228,1.07818,3.42445,41.2052
"61","1906","Afghanistan",-1.0413,0.54912,6.80418,10.6162,18.6138,23.676,24.8869,24.9104,18.7982,14.2315,7.80828,4.07322,21.4617,96.1208,51.8554,43.2336,18.4308,4.62089,4.62117,5.87336,3.08521,3.47906,5.81417,33.0802
"73","1907","Afghanistan",0.95404,0.54133,6.55103,13.4165,16.2032,21.2821,25.2362,23.3621,18.7366,10.957,5.72489,2.58663,51.3601,49.8828,41.55,56.4171,32.2363,13.1965,6.88764,4.17896,3.42643,14.6192,7.99659,4.84096
"85","1908","Afghanistan",0.89113,1.72961,5.89961,12.6312,17.0839,23.1196,25.6291,23.5242,18.6603,11.1287,7.77281,2.14394,80.3858,37.6062,48.7997,79.586,13.8888,4.17761,9.28017,7.96612,6.8751,2.85977,1.30171,39.3343
"97","1909","Afghanistan",-1.9607,1.97504,8.01813,14.3704,17.9139,23.0186,24.5037,24.1599,18.4832,12.4297,10.0068,3.5712,33.3713,57.0135,47.2142,63.6401,24.3855,6.6878,14.8759,1.54623,3.40075,5.32157,3.92673,40.6712
"109","1910","Afghanistan",1.04241,2.96156,5.65151,11.7662,19.1984,22.6802,25.3766,23.9357,18.6236,12.7016,6.12208,-1.6246,84.1007,33.0929,59.604,33.4674,17.443,4.64161,15.9478,19.3898,0.98545,1.54956,1.60143,20.7147
"121","1911","Afghanistan",-1.4419,2.69836,5.84496,12.3191,18.5121,24.0199,24.7058,23.9029,19.3291,11.9074,5.03117,0.7575,81.7582,33.2795,93.9092,30.6049,29.269,1.66792,0.85061,0.52687,1.27605,5.76539,13.1378,19.3229
"133","1912","Afghanistan",0.20657,4.51682,6.97458,13.4259,17.8097,23.4667,25.6621,23.0913,17.2516,14.0555,6.19291,1.95412,66.017,33.4554,48.7584,53.7615,22.857,6.87415,4.774,5.99133,9.66359,4.73237,6.10278,38.3154
