"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1901","Macedonia","Jan","MAC","17.85","28.2"
"2","1901","Macedonia","Feb","MAC","12.7718","24.5718"
"3","1901","Macedonia","Mar","MAC","17.8343","61.3562"
"4","1901","Macedonia","Apr","MAC","22.8312","262.253"
"5","1901","Macedonia","May","MAC","25.5906","321.809"
"6","1901","Macedonia","Jun","MAC","27.375","97.2843"
"7","1901","Macedonia","Jul","MAC","28.1875","174.371"
"8","1901","Macedonia","Aug","MAC","27.5156","348.781"
"9","1901","Macedonia","Sep","MAC","26.7625","81.0437"
"10","1901","Macedonia","Oct","MAC","24.5812","52.1406"
"11","1901","Macedonia","Nov","MAC","20.2562","27.2468"
"12","1901","Macedonia","Dec","MAC","15.875","24.225"
"13","1902","Macedonia","Jan","MAC","16.65","9.99375"
"14","1902","Macedonia","Feb","MAC","14.775","0.68125"
"15","1902","Macedonia","Mar","MAC","20.2843","18.8343"
"16","1902","Macedonia","Apr","MAC","23.1187","54.2781"
"17","1902","Macedonia","May","MAC","26.4781","598.793"
"18","1902","Macedonia","Jun","MAC","26.875","384.865"
"19","1902","Macedonia","Jul","MAC","27.9875","372.337"
"20","1902","Macedonia","Aug","MAC","28.1406","553.853"
"21","1902","Macedonia","Sep","MAC","26.9","20.8843"
"22","1902","Macedonia","Oct","MAC","24.3343","27.9093"
"23","1902","Macedonia","Nov","MAC","21.6968","173.262"
"24","1902","Macedonia","Dec","MAC","17.5312","104.746"
"25","1903","Macedonia","Jan","MAC","14.4625","52.0281"
"26","1903","Macedonia","Feb","MAC","14.4343","13.6187"
"27","1903","Macedonia","Mar","MAC","19.6968","110.031"
"28","1903","Macedonia","Apr","MAC","22.7312","139.465"
"29","1903","Macedonia","May","MAC","24.7906","347.396"
"30","1903","Macedonia","Jun","MAC","27.5156","582.509"
"31","1903","Macedonia","Jul","MAC","27.8875","246.59"
"32","1903","Macedonia","Aug","MAC","27.4687","383.537"
"33","1903","Macedonia","Sep","MAC","26.375","347.759"
"34","1903","Macedonia","Oct","MAC","24.3437","97.125"
"35","1903","Macedonia","Nov","MAC","19.2968","39.125"
"36","1903","Macedonia","Dec","MAC","15.5718","3.525"
"37","1904","Macedonia","Jan","MAC","14.8906","4.00625"
"38","1904","Macedonia","Feb","MAC","16.3531","6.20312"
"39","1904","Macedonia","Mar","MAC","17.6937","147.668"
"40","1904","Macedonia","Apr","MAC","22.1312","65.1437"
"41","1904","Macedonia","May","MAC","24.8562","175.85"
"42","1904","Macedonia","Jun","MAC","26.6875","441.4"
"43","1904","Macedonia","Jul","MAC","27.5531","220.221"
"44","1904","Macedonia","Aug","MAC","27.3687","618.062"
"45","1904","Macedonia","Sep","MAC","26.975","213.321"
"46","1904","Macedonia","Oct","MAC","24.5437","49.3718"
"47","1904","Macedonia","Nov","MAC","19.8656","10.4375"
"48","1904","Macedonia","Dec","MAC","15.275","12.6031"
"49","1905","Macedonia","Jan","MAC","17.55","66.5437"
"50","1905","Macedonia","Feb","MAC","13.4281","36.7968"
"51","1905","Macedonia","Mar","MAC","15.95","225.915"
"52","1905","Macedonia","Apr","MAC","20.6968","76.9749"
"53","1905","Macedonia","May","MAC","26.1781","148.256"
"54","1905","Macedonia","Jun","MAC","27.4468","438.412"
"55","1905","Macedonia","Jul","MAC","28.075","207.721"
"56","1905","Macedonia","Aug","MAC","28.0031","267.128"
"57","1905","Macedonia","Sep","MAC","27.1062","92.1781"
"58","1905","Macedonia","Oct","MAC","24.4468","43.0468"
"59","1905","Macedonia","Nov","MAC","20.1781","12.2406"
"60","1905","Macedonia","Dec","MAC","18.0375","75.6718"
"61","1906","Macedonia","Jan","MAC","14.7625","71.3593"
"62","1906","Macedonia","Feb","MAC","15.7125","66.9187"
"63","1906","Macedonia","Mar","MAC","17.0687","105.599"
"64","1906","Macedonia","Apr","MAC","21.7437","279.659"
"65","1906","Macedonia","May","MAC","25.6625","289.05"
"66","1906","Macedonia","Jun","MAC","28.2","143.19"
"67","1906","Macedonia","Jul","MAC","28.3468","231.446"
"68","1906","Macedonia","Aug","MAC","28.7406","85.5125"
"69","1906","Macedonia","Sep","MAC","27.5625","607.75"
"70","1906","Macedonia","Oct","MAC","23.9343","27.8062"
"71","1906","Macedonia","Nov","MAC","19.4687","6.4625"
"72","1906","Macedonia","Dec","MAC","16.9875","21.0562"
"73","1907","Macedonia","Jan","MAC","15.9625","123.587"
"74","1907","Macedonia","Feb","MAC","14.9","7.58125"
"75","1907","Macedonia","Mar","MAC","18.0937","16.8093"
"76","1907","Macedonia","Apr","MAC","21.2156","315.125"
"77","1907","Macedonia","May","MAC","24.9781","306.256"
"78","1907","Macedonia","Jun","MAC","26.575","287.415"
"79","1907","Macedonia","Jul","MAC","27.9843","200.909"
"80","1907","Macedonia","Aug","MAC","28.2406","330.709"
"81","1907","Macedonia","Sep","MAC","27.175","353.884"
"82","1907","Macedonia","Oct","MAC","25.9343","259.834"
"83","1907","Macedonia","Nov","MAC","21.6687","54.1031"
"84","1907","Macedonia","Dec","MAC","16.175","50.7218"
"85","1908","Macedonia","Jan","MAC","16.2718","109.362"
"86","1908","Macedonia","Feb","MAC","14.6375","83.4593"
"87","1908","Macedonia","Mar","MAC","16.6968","28.2281"
"88","1908","Macedonia","Apr","MAC","21.0312","202.787"
"89","1908","Macedonia","May","MAC","24.9781","55.0156"
"90","1908","Macedonia","Jun","MAC","26.9875","355.981"
"91","1908","Macedonia","Jul","MAC","28.1875","477.815"
"92","1908","Macedonia","Aug","MAC","28.0406","312.643"
"93","1908","Macedonia","Sep","MAC","27.4625","243.821"
"94","1908","Macedonia","Oct","MAC","24.9687","154.774"
"95","1908","Macedonia","Nov","MAC","20.6562","18.1812"
"96","1908","Macedonia","Dec","MAC","17.1781","142.006"
"97","1909","Macedonia","Jan","MAC","15.7625","77.8718"
"98","1909","Macedonia","Feb","MAC","15.8375","68.4531"
"99","1909","Macedonia","Mar","MAC","18.125","95.0781"
"100","1909","Macedonia","Apr","MAC","21.9593","99.1593"
"101","1909","Macedonia","May","MAC","24.3906","208.731"
"102","1909","Macedonia","Jun","MAC","27.9875","243.003"
"103","1909","Macedonia","Jul","MAC","28.1875","267.378"
"104","1909","Macedonia","Aug","MAC","28.5406","203.193"
"105","1909","Macedonia","Sep","MAC","28.0125","157.862"
"106","1909","Macedonia","Oct","MAC","25.3468","502.168"
"107","1909","Macedonia","Nov","MAC","20.8187","13.7468"
"108","1909","Macedonia","Dec","MAC","16.875","0.02187"
"109","1910","Macedonia","Jan","MAC","16.15","30.9937"
"110","1910","Macedonia","Feb","MAC","15.3218","23.8531"
"111","1910","Macedonia","Mar","MAC","17.9968","31.7156"
"112","1910","Macedonia","Apr","MAC","21.4281","116.175"
"113","1910","Macedonia","May","MAC","26.125","58.5812"
"114","1910","Macedonia","Jun","MAC","28.1875","382.509"
"115","1910","Macedonia","Jul","MAC","28.0968","281.65"
"116","1910","Macedonia","Aug","MAC","28.1406","264.706"
"117","1910","Macedonia","Sep","MAC","26.875","262.912"
"118","1910","Macedonia","Oct","MAC","23.7843","6.26562"
"119","1910","Macedonia","Nov","MAC","20.1687","84.7687"
"120","1910","Macedonia","Dec","MAC","15.375","33.4906"
"121","1911","Macedonia","Jan","MAC","14.7625","24.5562"
"122","1911","Macedonia","Feb","MAC","15.375","1.68125"
"123","1911","Macedonia","Mar","MAC","18.7843","124.856"
"124","1911","Macedonia","Apr","MAC","21.5312","150.621"
"125","1911","Macedonia","May","MAC","24.8875","508.815"
"126","1911","Macedonia","Jun","MAC","28.4875","127.965"
"127","1911","Macedonia","Jul","MAC","27.8156","211.056"
"128","1911","Macedonia","Aug","MAC","27.8375","456.856"
"129","1911","Macedonia","Sep","MAC","27.2031","97.0999"
"130","1911","Macedonia","Oct","MAC","23.2468","157.29"
"131","1911","Macedonia","Nov","MAC","20.1968","84.7218"
"132","1911","Macedonia","Dec","MAC","17.575","13.6062"
"133","1912","Macedonia","Jan","MAC","14.2625","95.0656"
"134","1912","Macedonia","Feb","MAC","15.6968","82.5999"
"135","1912","Macedonia","Mar","MAC","18.6468","153.487"
"136","1912","Macedonia","Apr","MAC","21.9718","95.5093"
"137","1912","Macedonia","May","MAC","26.4281","133.871"
"138","1912","Macedonia","Jun","MAC","27.525","428.106"
"139","1912","Macedonia","Jul","MAC","28.225","145.971"
"140","1912","Macedonia","Aug","MAC","27.9906","354.274"
"141","1912","Macedonia","Sep","MAC","26.4249","70.0093"
"142","1912","Macedonia","Oct","MAC","24.2593","1.19062"
"143","1912","Macedonia","Nov","MAC","20.2062","7.75312"
"144","1912","Macedonia","Dec","MAC","15.9875","150.437"
"145","1913","Macedonia","Jan","MAC","14.85","35.95"
"146","1913","Macedonia","Feb","MAC","15.8687","62.8624"
"147","1913","Macedonia","Mar","MAC","16.6343","209.884"
"148","1913","Macedonia","Apr","MAC","22.3312","67.8718"
"149","1913","Macedonia","May","MAC","25.0656","204.449"
"150","1913","Macedonia","Jun","MAC","27.3875","463.446"
"151","1913","Macedonia","Jul","MAC","28.2375","264.946"
"152","1913","Macedonia","Aug","MAC","27.9406","316.762"
"153","1913","Macedonia","Sep","MAC","27.0125","408.968"
"154","1913","Macedonia","Oct","MAC","24.3062","62.5562"
"155","1913","Macedonia","Nov","MAC","20.6656","34.5093"
"156","1913","Macedonia","Dec","MAC","15.6125","67.4937"
"157","1914","Macedonia","Jan","MAC","16.5531","0.72187"
"158","1914","Macedonia","Feb","MAC","16.7781","86.2093"
"159","1914","Macedonia","Mar","MAC","19.6843","46.4031"
"160","1914","Macedonia","Apr","MAC","22.3593","156.081"
"161","1914","Macedonia","May","MAC","26.0375","355.887"
"162","1914","Macedonia","Jun","MAC","27.4437","263.912"
