"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","India","Apr","IND","27.3468","41.9814"
"2","1991","India","Aug","IND","26.2658","246.72"
"3","1991","India","Dec","IND","17.6205","11.6599"
"4","1991","India","Feb","IND","19.988","12.3276"
"5","1991","India","Jan","IND","16.6354","11.8792"
"6","1991","India","Jul","IND","27.5837","221.356"
"7","1991","India","Jun","IND","28.9012","175.103"
"8","1991","India","Mar","IND","24.1397","13.4113"
"9","1991","India","May","IND","30.196","55.3486"
"10","1991","India","Nov","IND","20.704","37.7129"
"11","1991","India","Oct","IND","24.5756","58.2944"
"12","1991","India","Sep","IND","26.3993","131.845"
"13","1992","India","Apr","IND","27.6134","14.0558"
"14","1992","India","Aug","IND","26.2128","247.15"
"15","1992","India","Dec","IND","17.7512","3.47422"
"16","1992","India","Feb","IND","18.4606","14.8104"
"17","1992","India","Jan","IND","16.8967","13.3135"
"18","1992","India","Jul","IND","27.5217","213.227"
"19","1992","India","Jun","IND","29.8146","94.4788"
"20","1992","India","Mar","IND","23.9634","10.5157"
"21","1992","India","May","IND","29.4888","48.2371"
"22","1992","India","Nov","IND","21.0125","36.839"
"23","1992","India","Oct","IND","24.6181","56.6009"
"24","1992","India","Sep","IND","25.849","163.742"
"25","1993","India","Apr","IND","27.3808","22.8153"
"26","1993","India","Aug","IND","26.7793","180.132"
"27","1993","India","Dec","IND","17.866","13.1382"
"28","1993","India","Feb","IND","20.161","13.8096"
"29","1993","India","Jan","IND","17.4066","7.08936"
"30","1993","India","Jul","IND","27.2065","243.939"
"31","1993","India","Jun","IND","29.8513","149.555"
"32","1993","India","Mar","IND","22.7104","22.6534"
"33","1993","India","May","IND","30.2519","59.0899"
"34","1993","India","Nov","IND","21.3824","22.3395"
"35","1993","India","Oct","IND","25.0173","74.8534"
"36","1993","India","Sep","IND","26.1173","195.789"
"37","1994","India","Apr","IND","27.0488","34.6886"
"38","1994","India","Aug","IND","26.213","264.373"
"39","1994","India","Dec","IND","17.6071","5.48352"
"40","1994","India","Feb","IND","19.1266","17.6468"
"41","1994","India","Jan","IND","17.9173","20.7536"
"42","1994","India","Jul","IND","26.5035","320.451"
"43","1994","India","Jun","IND","29.1377","170.217"
"44","1994","India","Mar","IND","24.815","13.4268"
"45","1994","India","May","IND","30.5279","46.0465"
"46","1994","India","Nov","IND","20.9812","24.4985"
"47","1994","India","Oct","IND","24.536","83.6267"
"48","1994","India","Sep","IND","26.0887","135.528"
"49","1995","India","Apr","IND","27.2676","20.2405"
"50","1995","India","Aug","IND","26.7316","247.981"
"51","1995","India","Dec","IND","18.321","3.98088"
"52","1995","India","Feb","IND","19.6104","16.8758"
"53","1995","India","Jan","IND","16.0943","24.915"
"54","1995","India","Jul","IND","27.4274","286.934"
"55","1995","India","Jun","IND","30.616","127.382"
"56","1995","India","Mar","IND","23.2333","21.114"
"57","1995","India","May","IND","29.9743","48.1721"
"58","1995","India","Nov","IND","21.2558","27.4295"
"59","1995","India","Oct","IND","25.3055","75.5371"
"60","1995","India","Sep","IND","26.4964","176.858"
"61","1996","India","Apr","IND","27.7881","34.9378"
"62","1996","India","Aug","IND","26.0302","253.446"
"63","1996","India","Dec","IND","17.6474","8.436"
"64","1996","India","Feb","IND","20.0235","13.0873"
"65","1996","India","Jan","IND","17.7644","16.6447"
"66","1996","India","Jul","IND","27.384","233.514"
"67","1996","India","Jun","IND","29.3297","169.76"
"68","1996","India","Mar","IND","25.0212","16.1319"
"69","1996","India","May","IND","30.2601","45.8161"
"70","1996","India","Nov","IND","20.9589","12.9886"
