Temperature - (Celsius), Year, Month, Country, ISO3
27.2178, 1991, Jan, Benin, BEN
29.6295, 1991, Feb, Benin, BEN
30.4171, 1991, Mar, Benin, BEN
29.7351, 1991, Apr, Benin, BEN
28.1694, 1991, May, Benin, BEN
27.256, 1991, Jun, Benin, BEN
25.6493, 1991, Jul, Benin, BEN
25.1327, 1991, Aug, Benin, BEN
26.3729, 1991, Sep, Benin, BEN
26.4125, 1991, Oct, Benin, BEN
26.8762, 1991, Nov, Benin, BEN
25.9292, 1991, Dec, Benin, BEN
25.5584, 1992, Jan, Benin, BEN
28.5265, 1992, Feb, Benin, BEN
30.6994, 1992, Mar, Benin, BEN
30.7066, 1992, Apr, Benin, BEN
28.5105, 1992, May, Benin, BEN
27.0233, 1992, Jun, Benin, BEN
25.4664, 1992, Jul, Benin, BEN
24.9391, 1992, Aug, Benin, BEN
25.4764, 1992, Sep, Benin, BEN
26.9871, 1992, Oct, Benin, BEN
26.457, 1992, Nov, Benin, BEN
26.7503, 1992, Dec, Benin, BEN
25.4098, 1993, Jan, Benin, BEN
28.8431, 1993, Feb, Benin, BEN
29.5235, 1993, Mar, Benin, BEN
30.6033, 1993, Apr, Benin, BEN
29.2906, 1993, May, Benin, BEN
27.3868, 1993, Jun, Benin, BEN
25.7006, 1993, Jul, Benin, BEN
25.5296, 1993, Aug, Benin, BEN
25.972, 1993, Sep, Benin, BEN
27.3918, 1993, Oct, Benin, BEN
28.0577, 1993, Nov, Benin, BEN
26.6166, 1993, Dec, Benin, BEN
26.579, 1994, Jan, Benin, BEN
28.7394, 1994, Feb, Benin, BEN
30.8549, 1994, Mar, Benin, BEN
30.2258, 1994, Apr, Benin, BEN
28.8203, 1994, May, Benin, BEN
27.1383, 1994, Jun, Benin, BEN
25.6938, 1994, Jul, Benin, BEN
25.1029, 1994, Aug, Benin, BEN
25.8289, 1994, Sep, Benin, BEN
26.5399, 1994, Oct, Benin, BEN
26.6937, 1994, Nov, Benin, BEN
25.523, 1994, Dec, Benin, BEN
25.9025, 1995, Jan, Benin, BEN
28.2019, 1995, Feb, Benin, BEN
30.5375, 1995, Mar, Benin, BEN
30.341, 1995, Apr, Benin, BEN
29.0558, 1995, May, Benin, BEN
27.6063, 1995, Jun, Benin, BEN
26.1866, 1995, Jul, Benin, BEN
25.5884, 1995, Aug, Benin, BEN
26.1376, 1995, Sep, Benin, BEN
27.1097, 1995, Oct, Benin, BEN
27.0129, 1995, Nov, Benin, BEN
27.0838, 1995, Dec, Benin, BEN
27.604, 1996, Jan, Benin, BEN
29.3708, 1996, Feb, Benin, BEN
30.7522, 1996, Mar, Benin, BEN
30.1186, 1996, Apr, Benin, BEN
29.1427, 1996, May, Benin, BEN
27.1248, 1996, Jun, Benin, BEN
26.1849, 1996, Jul, Benin, BEN
25.369, 1996, Aug, Benin, BEN
25.5316, 1996, Sep, Benin, BEN
26.841, 1996, Oct, Benin, BEN
26.7966, 1996, Nov, Benin, BEN
27.083, 1996, Dec, Benin, BEN
27.6915, 1997, Jan, Benin, BEN
27.9961, 1997, Feb, Benin, BEN
29.7658, 1997, Mar, Benin, BEN
29.7805, 1997, Apr, Benin, BEN
28.1266, 1997, May, Benin, BEN
26.8744, 1997, Jun, Benin, BEN
25.9742, 1997, Jul, Benin, BEN
25.8426, 1997, Aug, Benin, BEN
26.7503, 1997, Sep, Benin, BEN
27.6381, 1997, Oct, Benin, BEN
27.8232, 1997, Nov, Benin, BEN
26.9469, 1997, Dec, Benin, BEN
27.0039, 1998, Jan, Benin, BEN
29.8948, 1998, Feb, Benin, BEN
31.1067, 1998, Mar, Benin, BEN
31.8169, 1998, Apr, Benin, BEN
29.7527, 1998, May, Benin, BEN
27.4754, 1998, Jun, Benin, BEN
26.35, 1998, Jul, Benin, BEN
25.4443, 1998, Aug, Benin, BEN
25.9541, 1998, Sep, Benin, BEN
27.3079, 1998, Oct, Benin, BEN
27.9439, 1998, Nov, Benin, BEN
27.0199, 1998, Dec, Benin, BEN
27.3439, 1999, Jan, Benin, BEN
28.5096, 1999, Feb, Benin, BEN
30.7475, 1999, Mar, Benin, BEN
30.0962, 1999, Apr, Benin, BEN
29.3102, 1999, May, Benin, BEN
28.0872, 1999, Jun, Benin, BEN
25.8829, 1999, Jul, Benin, BEN
25.1294, 1999, Aug, Benin, BEN
25.3793, 1999, Sep, Benin, BEN
26.5938, 1999, Oct, Benin, BEN
27.5154, 1999, Nov, Benin, BEN
26.6305, 1999, Dec, Benin, BEN
28.1806, 2000, Jan, Benin, BEN
27.4451, 2000, Feb, Benin, BEN
30.269, 2000, Mar, Benin, BEN
30.9146, 2000, Apr, Benin, BEN
29.7854, 2000, May, Benin, BEN
27.2316, 2000, Jun, Benin, BEN
25.9376, 2000, Jul, Benin, BEN
25.2429, 2000, Aug, Benin, BEN
26.1763, 2000, Sep, Benin, BEN
27.124, 2000, Oct, Benin, BEN
27.6349, 2000, Nov, Benin, BEN
26.7779, 2000, Dec, Benin, BEN
26.7021, 2001, Jan, Benin, BEN
28.3271, 2001, Feb, Benin, BEN
30.9002, 2001, Mar, Benin, BEN
30.7191, 2001, Apr, Benin, BEN
29.8317, 2001, May, Benin, BEN
27.2879, 2001, Jun, Benin, BEN
26.2015, 2001, Jul, Benin, BEN
25.3875, 2001, Aug, Benin, BEN
25.9758, 2001, Sep, Benin, BEN
27.6626, 2001, Oct, Benin, BEN
27.9801, 2001, Nov, Benin, BEN
27.8254, 2001, Dec, Benin, BEN
26.222, 2002, Jan, Benin, BEN
28.6484, 2002, Feb, Benin, BEN
31.0484, 2002, Mar, Benin, BEN
30.6869, 2002, Apr, Benin, BEN
29.8077, 2002, May, Benin, BEN
27.7236, 2002, Jun, Benin, BEN
26.742, 2002, Jul, Benin, BEN
25.9681, 2002, Aug, Benin, BEN
26.3713, 2002, Sep, Benin, BEN
26.9102, 2002, Oct, Benin, BEN
27.9114, 2002, Nov, Benin, BEN
27.2063, 2002, Dec, Benin, BEN
27.526, 2003, Jan, Benin, BEN
30.1639, 2003, Feb, Benin, BEN
30.8765, 2003, Mar, Benin, BEN
30.188, 2003, Apr, Benin, BEN
29.7708, 2003, May, Benin, BEN
27.0978, 2003, Jun, Benin, BEN
26.12, 2003, Jul, Benin, BEN
25.7164, 2003, Aug, Benin, BEN
26.2228, 2003, Sep, Benin, BEN
28.1449, 2003, Oct, Benin, BEN
27.9688, 2003, Nov, Benin, BEN
26.92, 2003, Dec, Benin, BEN
27.2581, 2004, Jan, Benin, BEN
29.0579, 2004, Feb, Benin, BEN
30.4855, 2004, Mar, Benin, BEN
30.3765, 2004, Apr, Benin, BEN
28.7018, 2004, May, Benin, BEN
27.1113, 2004, Jun, Benin, BEN
25.9254, 2004, Jul, Benin, BEN
25.7938, 2004, Aug, Benin, BEN
26.6018, 2004, Sep, Benin, BEN
27.7908, 2004, Oct, Benin, BEN
27.9695, 2004, Nov, Benin, BEN
27.737, 2004, Dec, Benin, BEN
26.4564, 2005, Jan, Benin, BEN
30.7679, 2005, Feb, Benin, BEN
31.6935, 2005, Mar, Benin, BEN
31.3451, 2005, Apr, Benin, BEN
29.3327, 2005, May, Benin, BEN
27.2685, 2005, Jun, Benin, BEN
26.1874, 2005, Jul, Benin, BEN
25.592, 2005, Aug, Benin, BEN
26.6426, 2005, Sep, Benin, BEN
27.4837, 2005, Oct, Benin, BEN
28.1755, 2005, Nov, Benin, BEN
27.7312, 2005, Dec, Benin, BEN
27.6657, 2006, Jan, Benin, BEN
29.8279, 2006, Feb, Benin, BEN
30.9374, 2006, Mar, Benin, BEN
31.3927, 2006, Apr, Benin, BEN
28.9878, 2006, May, Benin, BEN
28.1841, 2006, Jun, Benin, BEN
27.0179, 2006, Jul, Benin, BEN
25.7418, 2006, Aug, Benin, BEN
26.0848, 2006, Sep, Benin, BEN
27.7525, 2006, Oct, Benin, BEN
27.2363, 2006, Nov, Benin, BEN
26.5975, 2006, Dec, Benin, BEN
26.1257, 2007, Jan, Benin, BEN
29.6104, 2007, Feb, Benin, BEN
31.2382, 2007, Mar, Benin, BEN
30.7421, 2007, Apr, Benin, BEN
29.3483, 2007, May, Benin, BEN
27.2693, 2007, Jun, Benin, BEN
26.3892, 2007, Jul, Benin, BEN
25.6693, 2007, Aug, Benin, BEN
26.457, 2007, Sep, Benin, BEN
27.7777, 2007, Oct, Benin, BEN
27.8034, 2007, Nov, Benin, BEN
27.3008, 2007, Dec, Benin, BEN
25.4807, 2008, Jan, Benin, BEN
28.7801, 2008, Feb, Benin, BEN
30.8361, 2008, Mar, Benin, BEN
30.7701, 2008, Apr, Benin, BEN
29.1349, 2008, May, Benin, BEN
27.5656, 2008, Jun, Benin, BEN
26.1805, 2008, Jul, Benin, BEN
25.4512, 2008, Aug, Benin, BEN
26.3049, 2008, Sep, Benin, BEN
27.7264, 2008, Oct, Benin, BEN
27.7382, 2008, Nov, Benin, BEN
27.5281, 2008, Dec, Benin, BEN
27.0036, 2009, Jan, Benin, BEN
30.0511, 2009, Feb, Benin, BEN
31.0968, 2009, Mar, Benin, BEN
30.3992, 2009, Apr, Benin, BEN
29.5704, 2009, May, Benin, BEN
27.8684, 2009, Jun, Benin, BEN
26.568, 2009, Jul, Benin, BEN
25.98, 2009, Aug, Benin, BEN
26.6067, 2009, Sep, Benin, BEN
27.6973, 2009, Oct, Benin, BEN
27.49, 2009, Nov, Benin, BEN
27.8146, 2009, Dec, Benin, BEN
27.7112, 2010, Jan, Benin, BEN
30.4165, 2010, Feb, Benin, BEN
31.5886, 2010, Mar, Benin, BEN
31.418, 2010, Apr, Benin, BEN
29.8363, 2010, May, Benin, BEN
27.9993, 2010, Jun, Benin, BEN
26.4167, 2010, Jul, Benin, BEN
25.9213, 2010, Aug, Benin, BEN
26.1859, 2010, Sep, Benin, BEN
27.2951, 2010, Oct, Benin, BEN
27.9763, 2010, Nov, Benin, BEN
27.0262, 2010, Dec, Benin, BEN
26.7381, 2011, Jan, Benin, BEN
29.4973, 2011, Feb, Benin, BEN
31.217, 2011, Mar, Benin, BEN
30.9847, 2011, Apr, Benin, BEN
29.8015, 2011, May, Benin, BEN
28.035, 2011, Jun, Benin, BEN
26.666, 2011, Jul, Benin, BEN
25.9415, 2011, Aug, Benin, BEN
26.4027, 2011, Sep, Benin, BEN
27.5236, 2011, Oct, Benin, BEN
27.6779, 2011, Nov, Benin, BEN
26.2591, 2011, Dec, Benin, BEN
26.773, 2012, Jan, Benin, BEN
29.2443, 2012, Feb, Benin, BEN
30.7775, 2012, Mar, Benin, BEN
30.6466, 2012, Apr, Benin, BEN
28.8002, 2012, May, Benin, BEN
27.3419, 2012, Jun, Benin, BEN
25.8747, 2012, Jul, Benin, BEN
25.5189, 2012, Aug, Benin, BEN
26.2442, 2012, Sep, Benin, BEN
27.6807, 2012, Oct, Benin, BEN
28.4212, 2012, Nov, Benin, BEN
27.4752, 2012, Dec, Benin, BEN
27.3939, 2013, Jan, Benin, BEN
29.8833, 2013, Feb, Benin, BEN
31.6731, 2013, Mar, Benin, BEN
30.1602, 2013, Apr, Benin, BEN
29.1473, 2013, May, Benin, BEN
27.6352, 2013, Jun, Benin, BEN
26.3054, 2013, Jul, Benin, BEN
25.4968, 2013, Aug, Benin, BEN
26.6484, 2013, Sep, Benin, BEN
27.559, 2013, Oct, Benin, BEN
28.1765, 2013, Nov, Benin, BEN
27.0795, 2013, Dec, Benin, BEN
28.2532, 2014, Jan, Benin, BEN
29.3572, 2014, Feb, Benin, BEN
30.7826, 2014, Mar, Benin, BEN
30.7652, 2014, Apr, Benin, BEN
29.0901, 2014, May, Benin, BEN
28.1363, 2014, Jun, Benin, BEN
26.9206, 2014, Jul, Benin, BEN
25.6963, 2014, Aug, Benin, BEN
26.3214, 2014, Sep, Benin, BEN
27.7579, 2014, Oct, Benin, BEN
28.3688, 2014, Nov, Benin, BEN
27.1565, 2014, Dec, Benin, BEN
26.2301, 2015, Jan, Benin, BEN
29.9914, 2015, Feb, Benin, BEN
30.7379, 2015, Mar, Benin, BEN
30.9132, 2015, Apr, Benin, BEN
30.6174, 2015, May, Benin, BEN
28.4009, 2015, Jun, Benin, BEN
26.8578, 2015, Jul, Benin, BEN
25.9634, 2015, Aug, Benin, BEN
26.7751, 2015, Sep, Benin, BEN
27.8837, 2015, Oct, Benin, BEN
28.1279, 2015, Nov, Benin, BEN
25.9896, 2015, Dec, Benin, BEN
27.3096, 2016, Jan, Benin, BEN
29.5965, 2016, Feb, Benin, BEN
31.2871, 2016, Mar, Benin, BEN
31.2319, 2016, Apr, Benin, BEN
29.8396, 2016, May, Benin, BEN
27.5418, 2016, Jun, Benin, BEN
26.5625, 2016, Jul, Benin, BEN
26.0817, 2016, Aug, Benin, BEN
26.4954, 2016, Sep, Benin, BEN
28.1516, 2016, Oct, Benin, BEN
28.6652, 2016, Nov, Benin, BEN
28.2373, 2016, Dec, Benin, BEN

