Rainfall - (MM), Year, Month, Country, ISO3
9.81577, 1991, Jan, Ghana, GHA
39.2072, 1991, Feb, Ghana, GHA
67.8251, 1991, Mar, Ghana, GHA
134.44, 1991, Apr, Ghana, GHA
236.534, 1991, May, Ghana, GHA
131.095, 1991, Jun, Ghana, GHA
209.444, 1991, Jul, Ghana, GHA
185.994, 1991, Aug, Ghana, GHA
117.201, 1991, Sep, Ghana, GHA
132.079, 1991, Oct, Ghana, GHA
15.6202, 1991, Nov, Ghana, GHA
5.92138, 1991, Dec, Ghana, GHA
0.39923, 1992, Jan, Ghana, GHA
8.0007, 1992, Feb, Ghana, GHA
34.1668, 1992, Mar, Ghana, GHA
96.9357, 1992, Apr, Ghana, GHA
156.364, 1992, May, Ghana, GHA
141.241, 1992, Jun, Ghana, GHA
117.906, 1992, Jul, Ghana, GHA
75.0326, 1992, Aug, Ghana, GHA
167.116, 1992, Sep, Ghana, GHA
83.5156, 1992, Oct, Ghana, GHA
42.7371, 1992, Nov, Ghana, GHA
11.445, 1992, Dec, Ghana, GHA
2.41567, 1993, Jan, Ghana, GHA
25.5183, 1993, Feb, Ghana, GHA
60.9336, 1993, Mar, Ghana, GHA
100.273, 1993, Apr, Ghana, GHA
104.572, 1993, May, Ghana, GHA
173.913, 1993, Jun, Ghana, GHA
132.517, 1993, Jul, Ghana, GHA
139.158, 1993, Aug, Ghana, GHA
178.774, 1993, Sep, Ghana, GHA
102.377, 1993, Oct, Ghana, GHA
47.5743, 1993, Nov, Ghana, GHA
12.1858, 1993, Dec, Ghana, GHA
7.48651, 1994, Jan, Ghana, GHA
12.7003, 1994, Feb, Ghana, GHA
62.7771, 1994, Mar, Ghana, GHA
89.8862, 1994, Apr, Ghana, GHA
166.27, 1994, May, Ghana, GHA
133.844, 1994, Jun, Ghana, GHA
112.34, 1994, Jul, Ghana, GHA
123.712, 1994, Aug, Ghana, GHA
181.956, 1994, Sep, Ghana, GHA
190.156, 1994, Oct, Ghana, GHA
32.1407, 1994, Nov, Ghana, GHA
2.29906, 1994, Dec, Ghana, GHA
0.57606, 1995, Jan, Ghana, GHA
10.0025, 1995, Feb, Ghana, GHA
74.9596, 1995, Mar, Ghana, GHA
123.858, 1995, Apr, Ghana, GHA
150.983, 1995, May, Ghana, GHA
163.175, 1995, Jun, Ghana, GHA
143.741, 1995, Jul, Ghana, GHA
190.321, 1995, Aug, Ghana, GHA
143.3, 1995, Sep, Ghana, GHA
117.989, 1995, Oct, Ghana, GHA
30.475, 1995, Nov, Ghana, GHA
19.5424, 1995, Dec, Ghana, GHA
5.59157, 1996, Jan, Ghana, GHA
39.9516, 1996, Feb, Ghana, GHA
46.1328, 1996, Mar, Ghana, GHA
123.902, 1996, Apr, Ghana, GHA
174.726, 1996, May, Ghana, GHA
198.273, 1996, Jun, Ghana, GHA
144.341, 1996, Jul, Ghana, GHA
181.104, 1996, Aug, Ghana, GHA
135.738, 1996, Sep, Ghana, GHA
108.938, 1996, Oct, Ghana, GHA
17.6172, 1996, Nov, Ghana, GHA
15.7494, 1996, Dec, Ghana, GHA
10.7236, 1997, Jan, Ghana, GHA
6.7532, 1997, Feb, Ghana, GHA
76.0119, 1997, Mar, Ghana, GHA
146.611, 1997, Apr, Ghana, GHA
156.249, 1997, May, Ghana, GHA
243.271, 1997, Jun, Ghana, GHA
108.884, 1997, Jul, Ghana, GHA
95.4549, 1997, Aug, Ghana, GHA
144.057, 1997, Sep, Ghana, GHA
145.064, 1997, Oct, Ghana, GHA
40.1708, 1997, Nov, Ghana, GHA
19.2402, 1997, Dec, Ghana, GHA
13.8716, 1998, Jan, Ghana, GHA
26.7736, 1998, Feb, Ghana, GHA
21.8575, 1998, Mar, Ghana, GHA
114.599, 1998, Apr, Ghana, GHA
145.636, 1998, May, Ghana, GHA
136.137, 1998, Jun, Ghana, GHA
94.5089, 1998, Jul, Ghana, GHA
118.25, 1998, Aug, Ghana, GHA
140.256, 1998, Sep, Ghana, GHA
134.673, 1998, Oct, Ghana, GHA
28.185, 1998, Nov, Ghana, GHA
15.0283, 1998, Dec, Ghana, GHA
20.4932, 1999, Jan, Ghana, GHA
46.4317, 1999, Feb, Ghana, GHA
54.6898, 1999, Mar, Ghana, GHA
135.692, 1999, Apr, Ghana, GHA
108.842, 1999, May, Ghana, GHA
148.768, 1999, Jun, Ghana, GHA
190.796, 1999, Jul, Ghana, GHA
172.893, 1999, Aug, Ghana, GHA
194.171, 1999, Sep, Ghana, GHA
154.596, 1999, Oct, Ghana, GHA
56.9906, 1999, Nov, Ghana, GHA
3.96268, 1999, Dec, Ghana, GHA
17.0462, 2000, Jan, Ghana, GHA
6.62022, 2000, Feb, Ghana, GHA
62.7771, 2000, Mar, Ghana, GHA
121.136, 2000, Apr, Ghana, GHA
136.874, 2000, May, Ghana, GHA
170.003, 2000, Jun, Ghana, GHA
128.152, 2000, Jul, Ghana, GHA
137.334, 2000, Aug, Ghana, GHA
156.439, 2000, Sep, Ghana, GHA
92.6872, 2000, Oct, Ghana, GHA
20.6872, 2000, Nov, Ghana, GHA
3.47711, 2000, Dec, Ghana, GHA
10.7102, 2001, Jan, Ghana, GHA
9.34186, 2001, Feb, Ghana, GHA
29.4703, 2001, Mar, Ghana, GHA
150.366, 2001, Apr, Ghana, GHA
145.048, 2001, May, Ghana, GHA
157.41, 2001, Jun, Ghana, GHA
108.241, 2001, Jul, Ghana, GHA
125.867, 2001, Aug, Ghana, GHA
183.962, 2001, Sep, Ghana, GHA
65.917, 2001, Oct, Ghana, GHA
27.7815, 2001, Nov, Ghana, GHA
6.21769, 2001, Dec, Ghana, GHA
5.44968, 2002, Jan, Ghana, GHA
12.9127, 2002, Feb, Ghana, GHA
59.7172, 2002, Mar, Ghana, GHA
136.723, 2002, Apr, Ghana, GHA
139.352, 2002, May, Ghana, GHA
188.877, 2002, Jun, Ghana, GHA
201.696, 2002, Jul, Ghana, GHA
140.82, 2002, Aug, Ghana, GHA
112.965, 2002, Sep, Ghana, GHA
163.58, 2002, Oct, Ghana, GHA
27.1243, 2002, Nov, Ghana, GHA
2.84725, 2002, Dec, Ghana, GHA
13.626, 2003, Jan, Ghana, GHA
31.1146, 2003, Feb, Ghana, GHA
59.8929, 2003, Mar, Ghana, GHA
131.22, 2003, Apr, Ghana, GHA
147.954, 2003, May, Ghana, GHA
198.445, 2003, Jun, Ghana, GHA
115.063, 2003, Jul, Ghana, GHA
145.308, 2003, Aug, Ghana, GHA
167.399, 2003, Sep, Ghana, GHA
149.68, 2003, Oct, Ghana, GHA
56.7256, 2003, Nov, Ghana, GHA
12.2762, 2003, Dec, Ghana, GHA
23.4025, 2004, Jan, Ghana, GHA
28.0708, 2004, Feb, Ghana, GHA
52.2946, 2004, Mar, Ghana, GHA
101.566, 2004, Apr, Ghana, GHA
119.358, 2004, May, Ghana, GHA
105.98, 2004, Jun, Ghana, GHA
165.918, 2004, Jul, Ghana, GHA
141.195, 2004, Aug, Ghana, GHA
193.478, 2004, Sep, Ghana, GHA
140.125, 2004, Oct, Ghana, GHA
42.6374, 2004, Nov, Ghana, GHA
12.8162, 2004, Dec, Ghana, GHA
3.83863, 2005, Jan, Ghana, GHA
28.1535, 2005, Feb, Ghana, GHA
88.6312, 2005, Mar, Ghana, GHA
98.8488, 2005, Apr, Ghana, GHA
163.344, 2005, May, Ghana, GHA
139.985, 2005, Jun, Ghana, GHA
145.238, 2005, Jul, Ghana, GHA
89.0579, 2005, Aug, Ghana, GHA
154.467, 2005, Sep, Ghana, GHA
144.204, 2005, Oct, Ghana, GHA
38.5646, 2005, Nov, Ghana, GHA
15.0337, 2005, Dec, Ghana, GHA
4.49571, 2006, Jan, Ghana, GHA
27.9413, 2006, Feb, Ghana, GHA
60.4841, 2006, Mar, Ghana, GHA
69.2547, 2006, Apr, Ghana, GHA
188.216, 2006, May, Ghana, GHA
144.379, 2006, Jun, Ghana, GHA
116.995, 2006, Jul, Ghana, GHA
111.973, 2006, Aug, Ghana, GHA
189.702, 2006, Sep, Ghana, GHA
167.493, 2006, Oct, Ghana, GHA
21.9969, 2006, Nov, Ghana, GHA
4.28391, 2006, Dec, Ghana, GHA
0, 2007, Jan, Ghana, GHA
18.3793, 2007, Feb, Ghana, GHA
48.8579, 2007, Mar, Ghana, GHA
164.23, 2007, Apr, Ghana, GHA
133.431, 2007, May, Ghana, GHA
138.233, 2007, Jun, Ghana, GHA
172.906, 2007, Jul, Ghana, GHA
191.548, 2007, Aug, Ghana, GHA
211.024, 2007, Sep, Ghana, GHA
140.278, 2007, Oct, Ghana, GHA
60.7533, 2007, Nov, Ghana, GHA
16.2232, 2007, Dec, Ghana, GHA
3.00735, 2008, Jan, Ghana, GHA
15.0191, 2008, Feb, Ghana, GHA
94.939, 2008, Mar, Ghana, GHA
109.752, 2008, Apr, Ghana, GHA
159.322, 2008, May, Ghana, GHA
191.209, 2008, Jun, Ghana, GHA
193.373, 2008, Jul, Ghana, GHA
207.706, 2008, Aug, Ghana, GHA
164.164, 2008, Sep, Ghana, GHA
118.552, 2008, Oct, Ghana, GHA
44.3582, 2008, Nov, Ghana, GHA
25.2491, 2008, Dec, Ghana, GHA
2.76618, 2009, Jan, Ghana, GHA
32.9806, 2009, Feb, Ghana, GHA
79.8821, 2009, Mar, Ghana, GHA
121.469, 2009, Apr, Ghana, GHA
136.024, 2009, May, Ghana, GHA
198.952, 2009, Jun, Ghana, GHA
210.994, 2009, Jul, Ghana, GHA
144.406, 2009, Aug, Ghana, GHA
135.972, 2009, Sep, Ghana, GHA
118.936, 2009, Oct, Ghana, GHA
