Temperature - (Celsius), Year, Month, Country, ISO3
12.8932, 1991, Jan, Egypt, EGY
15.2755, 1991, Feb, Egypt, EGY
19.2302, 1991, Mar, Egypt, EGY
24.358, 1991, Apr, Egypt, EGY
26.9296, 1991, May, Egypt, EGY
28.9493, 1991, Jun, Egypt, EGY
28.9942, 1991, Jul, Egypt, EGY
29.0482, 1991, Aug, Egypt, EGY
26.8694, 1991, Sep, Egypt, EGY
24.8676, 1991, Oct, Egypt, EGY
18.8467, 1991, Nov, Egypt, EGY
12.1218, 1991, Dec, Egypt, EGY
12.0013, 1992, Jan, Egypt, EGY
11.8504, 1992, Feb, Egypt, EGY
17.1157, 1992, Mar, Egypt, EGY
21.4529, 1992, Apr, Egypt, EGY
25.7932, 1992, May, Egypt, EGY
30.0275, 1992, Jun, Egypt, EGY
29.404, 1992, Jul, Egypt, EGY
29.88, 1992, Aug, Egypt, EGY
26.6192, 1992, Sep, Egypt, EGY
25.3019, 1992, Oct, Egypt, EGY
18.8195, 1992, Nov, Egypt, EGY
13.0685, 1992, Dec, Egypt, EGY
12.2876, 1993, Jan, Egypt, EGY
13.2067, 1993, Feb, Egypt, EGY
17.105, 1993, Mar, Egypt, EGY
23.0815, 1993, Apr, Egypt, EGY
25.9704, 1993, May, Egypt, EGY
28.9659, 1993, Jun, Egypt, EGY
29.39, 1993, Jul, Egypt, EGY
30.1454, 1993, Aug, Egypt, EGY
28.2008, 1993, Sep, Egypt, EGY
26.3213, 1993, Oct, Egypt, EGY
20.3106, 1993, Nov, Egypt, EGY
16.421, 1993, Dec, Egypt, EGY
14.7659, 1994, Jan, Egypt, EGY
14.5589, 1994, Feb, Egypt, EGY
17.2131, 1994, Mar, Egypt, EGY
23.7021, 1994, Apr, Egypt, EGY
26.6845, 1994, May, Egypt, EGY
28.1613, 1994, Jun, Egypt, EGY
29.9094, 1994, Jul, Egypt, EGY
29.9002, 1994, Aug, Egypt, EGY
28.8294, 1994, Sep, Egypt, EGY
26.7687, 1994, Oct, Egypt, EGY
17.9349, 1994, Nov, Egypt, EGY
