Temperature - (Celsius), Year, Month, Country, ISO3
-6.1589, 1991, Jan, Norway, NOR
-9.7242, 1991, Feb, Norway, NOR
-3.9381, 1991, Mar, Norway, NOR
0.3441, 1991, Apr, Norway, NOR
3.78542, 1991, May, Norway, NOR
8.30994, 1991, Jun, Norway, NOR
12.8303, 1991, Jul, Norway, NOR
11.764, 1991, Aug, Norway, NOR
6.01173, 1991, Sep, Norway, NOR
1.65418, 1991, Oct, Norway, NOR
-2.2634, 1991, Nov, Norway, NOR
-3.2405, 1991, Dec, Norway, NOR
-3.9194, 1992, Jan, Norway, NOR
-4.3122, 1992, Feb, Norway, NOR
-2.493, 1992, Mar, Norway, NOR
-1.8663, 1992, Apr, Norway, NOR
6.53532, 1992, May, Norway, NOR
11.6911, 1992, Jun, Norway, NOR
10.9116, 1992, Jul, Norway, NOR
9.70133, 1992, Aug, Norway, NOR
7.63248, 1992, Sep, Norway, NOR
-2.4576, 1992, Oct, Norway, NOR
-4.4312, 1992, Nov, Norway, NOR
-3.3454, 1992, Dec, Norway, NOR
-5.3507, 1993, Jan, Norway, NOR
-5.2783, 1993, Feb, Norway, NOR
-4.3316, 1993, Mar, Norway, NOR
-0.158, 1993, Apr, Norway, NOR
5.81237, 1993, May, Norway, NOR
7.41232, 1993, Jun, Norway, NOR
11.5553, 1993, Jul, Norway, NOR
9.71271, 1993, Aug, Norway, NOR
4.91258, 1993, Sep, Norway, NOR
-0.2827, 1993, Oct, Norway, NOR
-3.95, 1993, Nov, Norway, NOR
-7.9001, 1993, Dec, Norway, NOR
-10.238, 1994, Jan, Norway, NOR
-11.123, 1994, Feb, Norway, NOR
-4.9158, 1994, Mar, Norway, NOR
0.79482, 1994, Apr, Norway, NOR
4.16585, 1994, May, Norway, NOR
7.94202, 1994, Jun, Norway, NOR
13.4902, 1994, Jul, Norway, NOR
11.3585, 1994, Aug, Norway, NOR
6.18533, 1994, Sep, Norway, NOR
0.64961, 1994, Oct, Norway, NOR
-2.7559, 1994, Nov, Norway, NOR
-3.3111, 1994, Dec, Norway, NOR
-6.5001, 1995, Jan, Norway, NOR
-5.6067, 1995, Feb, Norway, NOR
-3.504, 1995, Mar, Norway, NOR
-1.5282, 1995, Apr, Norway, NOR
3.8839, 1995, May, Norway, NOR
9.50511, 1995, Jun, Norway, NOR
11.1213, 1995, Jul, Norway, NOR
10.73, 1995, Aug, Norway, NOR
6.97048, 1995, Sep, Norway, NOR
