"","Year","Country","Month","ISO3","Temperature","Rain"
"1","1901","France","Jan","FRA","1.97471","40.929"
"2","1901","France","Feb","FRA","-0.3691","34.7865"
"3","1901","France","Mar","FRA","4.4733","90.9714"
"4","1901","France","Apr","FRA","9.78651","83.16"
"5","1901","France","May","FRA","12.958","42.6287"
"6","1901","France","Jun","FRA","16.9689","49.8409"
"7","1901","France","Jul","FRA","19.108","83.5926"
"8","1901","France","Aug","FRA","18.0125","50.5578"
"9","1901","France","Sep","FRA","15.5242","109.712"
"10","1901","France","Oct","FRA","10.4494","96.5855"
"11","1901","France","Nov","FRA","4.36819","25.0669"
"12","1901","France","Dec","FRA","3.12069","96.8427"
"13","1902","France","Jan","FRA","3.63617","43.6233"
"14","1902","France","Feb","FRA","2.81331","68.6976"
"15","1902","France","Mar","FRA","7.06779","64.3487"
"16","1902","France","Apr","FRA","10.4252","75.9919"
"17","1902","France","May","FRA","9.72844","69.532"
"18","1902","France","Jun","FRA","15.1308","70.0313"
"19","1902","France","Jul","FRA","18.3357","46.2754"
"20","1902","France","Aug","FRA","17.3228","83.5714"
"21","1902","France","Sep","FRA","14.7911","52.6958"
"22","1902","France","Oct","FRA","9.97346","68.8822"
"23","1902","France","Nov","FRA","5.66103","66.8391"
"24","1902","France","Dec","FRA","2.78467","52.3753"
"25","1903","France","Jan","FRA","3.16155","49.5111"
"26","1903","France","Feb","FRA","5.40226","22.2146"
"27","1903","France","Mar","FRA","7.40526","56.7649"
"28","1903","France","Apr","FRA","6.77019","72.5385"
"29","1903","France","May","FRA","12.7177","70.5266"
"30","1903","France","Jun","FRA","14.7647","88.5411"
"31","1903","France","Jul","FRA","17.3849","75.7371"
"32","1903","France","Aug","FRA","17.3325","65.8312"
"33","1903","France","Sep","FRA","15.3961","49.6254"
"34","1903","France","Oct","FRA","11.9894","112.656"
"35","1903","France","Nov","FRA","6.53614","56.2307"
"36","1903","France","Dec","FRA","2.22301","76.7297"
"37","1904","France","Jan","FRA","2.31453","56.6626"
"38","1904","France","Feb","FRA","4.31378","103.262"
"39","1904","France","Mar","FRA","5.31368","47.0317"
"40","1904","France","Apr","FRA","10.2777","42.7758"
