Rainfall - (MM), Year, Month, Country, ISO3
45.0042, 1991, Jan, Syria, SYR
35.0709, 1991, Feb, Syria, SYR
80.6506, 1991, Mar, Syria, SYR
25.5478, 1991, Apr, Syria, SYR
14.2958, 1991, May, Syria, SYR
0.31748, 1991, Jun, Syria, SYR
0.05064, 1991, Jul, Syria, SYR
0.04181, 1991, Aug, Syria, SYR
0.25785, 1991, Sep, Syria, SYR
17.142, 1991, Oct, Syria, SYR
28.8916, 1991, Nov, Syria, SYR
71.0142, 1991, Dec, Syria, SYR
50.2381, 1992, Jan, Syria, SYR
85.524, 1992, Feb, Syria, SYR
18.5491, 1992, Mar, Syria, SYR
7.81684, 1992, Apr, Syria, SYR
22.2141, 1992, May, Syria, SYR
9.62178, 1992, Jun, Syria, SYR
0.08264, 1992, Jul, Syria, SYR
0.0878, 1992, Aug, Syria, SYR
2.98844, 1992, Sep, Syria, SYR
0.64295, 1992, Oct, Syria, SYR
55.4072, 1992, Nov, Syria, SYR
51.4156, 1992, Dec, Syria, SYR
44.4722, 1993, Jan, Syria, SYR
45.593, 1993, Feb, Syria, SYR
33.7251, 1993, Mar, Syria, SYR
23.7079, 1993, Apr, Syria, SYR
51.199, 1993, May, Syria, SYR
2.62579, 1993, Jun, Syria, SYR
0.07031, 1993, Jul, Syria, SYR
0.09435, 1993, Aug, Syria, SYR
0.5137, 1993, Sep, Syria, SYR
9.28872, 1993, Oct, Syria, SYR
33.9448, 1993, Nov, Syria, SYR
20.0196, 1993, Dec, Syria, SYR
74.0784, 1994, Jan, Syria, SYR
53.6356, 1994, Feb, Syria, SYR
34.057, 1994, Mar, Syria, SYR
14.7215, 1994, Apr, Syria, SYR
11.3266, 1994, May, Syria, SYR
0.67917, 1994, Jun, Syria, SYR
0.18781, 1994, Jul, Syria, SYR
0.3545, 1994, Aug, Syria, SYR
1.20496, 1994, Sep, Syria, SYR
22.8123, 1994, Oct, Syria, SYR
81.8061, 1994, Nov, Syria, SYR
57.8478, 1994, Dec, Syria, SYR
29.6539, 1995, Jan, Syria, SYR
30.9178, 1995, Feb, Syria, SYR
25.2428, 1995, Mar, Syria, SYR
29.4623, 1995, Apr, Syria, SYR
11.3511, 1995, May, Syria, SYR
2.68332, 1995, Jun, Syria, SYR
0.39802, 1995, Jul, Syria, SYR
0.02662, 1995, Aug, Syria, SYR
0.97327, 1995, Sep, Syria, SYR
5.41791, 1995, Oct, Syria, SYR
36.5827, 1995, Nov, Syria, SYR
17.0751, 1995, Dec, Syria, SYR
80.2764, 1996, Jan, Syria, SYR
37.3009, 1996, Feb, Syria, SYR
81.069, 1996, Mar, Syria, SYR
23.6555, 1996, Apr, Syria, SYR
9.4595, 1996, May, Syria, SYR
0.40991, 1996, Jun, Syria, SYR
0.32385, 1996, Jul, Syria, SYR
0.16312, 1996, Aug, Syria, SYR
3.12205, 1996, Sep, Syria, SYR
25.3771, 1996, Oct, Syria, SYR
19.988, 1996, Nov, Syria, SYR
78.7171, 1996, Dec, Syria, SYR
35.9266, 1997, Jan, Syria, SYR
47.7048, 1997, Feb, Syria, SYR
48.7581, 1997, Mar, Syria, SYR
33.8284, 1997, Apr, Syria, SYR
9.43967, 1997, May, Syria, SYR
0.77298, 1997, Jun, Syria, SYR
0.02905, 1997, Jul, Syria, SYR
0.44517, 1997, Aug, Syria, SYR
4.63153, 1997, Sep, Syria, SYR
31.5877, 1997, Oct, Syria, SYR
46.0457, 1997, Nov, Syria, SYR
47.5567, 1997, Dec, Syria, SYR
65.3411, 1998, Jan, Syria, SYR
