Rainfall - (MM), Year, Month, Country, ISO3
6.2689, 1991, Jan, Egypt, EGY
4.61523, 1991, Feb, Egypt, EGY
8.18645, 1991, Mar, Egypt, EGY
2.50283, 1991, Apr, Egypt, EGY
1.07103, 1991, May, Egypt, EGY
1.30243, 1991, Jun, Egypt, EGY
2.64647, 1991, Jul, Egypt, EGY
1.88127, 1991, Aug, Egypt, EGY
1.32517, 1991, Sep, Egypt, EGY
2.26115, 1991, Oct, Egypt, EGY
2.92694, 1991, Nov, Egypt, EGY
8.42573, 1991, Dec, Egypt, EGY
5.91832, 1992, Jan, Egypt, EGY
6.49406, 1992, Feb, Egypt, EGY
0.43636, 1992, Mar, Egypt, EGY
1.14954, 1992, Apr, Egypt, EGY
0.77791, 1992, May, Egypt, EGY
1.92786, 1992, Jun, Egypt, EGY
2.4909, 1992, Jul, Egypt, EGY
1.99838, 1992, Aug, Egypt, EGY
0.79386, 1992, Sep, Egypt, EGY
0.24214, 1992, Oct, Egypt, EGY
2.41454, 1992, Nov, Egypt, EGY
5.17825, 1992, Dec, Egypt, EGY
3.84765, 1993, Jan, Egypt, EGY
4.91653, 1993, Feb, Egypt, EGY
0.74782, 1993, Mar, Egypt, EGY
0.19474, 1993, Apr, Egypt, EGY
20.1989, 1993, May, Egypt, EGY
1.30439, 1993, Jun, Egypt, EGY
2.44279, 1993, Jul, Egypt, EGY
1.40455, 1993, Aug, Egypt, EGY
0.79061, 1993, Sep, Egypt, EGY
4.7442, 1993, Oct, Egypt, EGY
0.5018, 1993, Nov, Egypt, EGY
4.47208, 1993, Dec, Egypt, EGY
8.10726, 1994, Jan, Egypt, EGY
1.12499, 1994, Feb, Egypt, EGY
3.53859, 1994, Mar, Egypt, EGY
0.504, 1994, Apr, Egypt, EGY
0.95792, 1994, May, Egypt, EGY
1.29018, 1994, Jun, Egypt, EGY
3.86952, 1994, Jul, Egypt, EGY
1.46727, 1994, Aug, Egypt, EGY
0.96778, 1994, Sep, Egypt, EGY
5.00519, 1994, Oct, Egypt, EGY
10.4974, 1994, Nov, Egypt, EGY
4.137, 1994, Dec, Egypt, EGY
1.0052, 1995, Jan, Egypt, EGY
4.6474, 1995, Feb, Egypt, EGY
1.20847, 1995, Mar, Egypt, EGY
1.63924, 1995, Apr, Egypt, EGY
0.95959, 1995, May, Egypt, EGY
1.30764, 1995, Jun, Egypt, EGY
2.75944, 1995, Jul, Egypt, EGY
1.55201, 1995, Aug, Egypt, EGY
1.68352, 1995, Sep, Egypt, EGY
0.94816, 1995, Oct, Egypt, EGY
2.06694, 1995, Nov, Egypt, EGY
0.85773, 1995, Dec, Egypt, EGY
3.92626, 1996, Jan, Egypt, EGY
1.06618, 1996, Feb, Egypt, EGY
3.27342, 1996, Mar, Egypt, EGY
2.25442, 1996, Apr, Egypt, EGY
0.58514, 1996, May, Egypt, EGY
1.29002, 1996, Jun, Egypt, EGY
2.41815, 1996, Jul, Egypt, EGY
1.37331, 1996, Aug, Egypt, EGY
0.79516, 1996, Sep, Egypt, EGY
1.20975, 1996, Oct, Egypt, EGY
2.60112, 1996, Nov, Egypt, EGY
1.12006, 1996, Dec, Egypt, EGY
3.862, 1997, Jan, Egypt, EGY
2.84933, 1997, Feb, Egypt, EGY
4.21092, 1997, Mar, Egypt, EGY
0.77283, 1997, Apr, Egypt, EGY
1.93075, 1997, May, Egypt, EGY
1.824, 1997, Jun, Egypt, EGY
2.53188, 1997, Jul, Egypt, EGY
1.37305, 1997, Aug, Egypt, EGY
1.31306, 1997, Sep, Egypt, EGY
6.88818, 1997, Oct, Egypt, EGY
1.07951, 1997, Nov, Egypt, EGY
2.48236, 1997, Dec, Egypt, EGY
2.35077, 1998, Jan, Egypt, EGY
3.23532, 1998, Feb, Egypt, EGY
2.65382, 1998, Mar, Egypt, EGY
3.64956, 1998, Apr, Egypt, EGY
11.397, 1998, May, Egypt, EGY
1.28964, 1998, Jun, Egypt, EGY
2.8925, 1998, Jul, Egypt, EGY
3.33016, 1998, Aug, Egypt, EGY
2.18281, 1998, Sep, Egypt, EGY
0.27669, 1998, Oct, Egypt, EGY
1.36996, 1998, Nov, Egypt, EGY
3.96099, 1998, Dec, Egypt, EGY
1.45933, 1999, Jan, Egypt, EGY
6.14986, 1999, Feb, Egypt, EGY
0.34525, 1999, Mar, Egypt, EGY
0.87614, 1999, Apr, Egypt, EGY
3.92148, 1999, May, Egypt, EGY
1.28941, 1999, Jun, Egypt, EGY
2.75452, 1999, Jul, Egypt, EGY
1.56583, 1999, Aug, Egypt, EGY
1.30709, 1999, Sep, Egypt, EGY
0.40461, 1999, Oct, Egypt, EGY
0.79104, 1999, Nov, Egypt, EGY
1.06074, 1999, Dec, Egypt, EGY
8.79867, 2000, Jan, Egypt, EGY
1.9672, 2000, Feb, Egypt, EGY
0.94208, 2000, Mar, Egypt, EGY
0.46715, 2000, Apr, Egypt, EGY
1.39287, 2000, May, Egypt, EGY
1.28941, 2000, Jun, Egypt, EGY
2.51911, 2000, Jul, Egypt, EGY
1.41707, 2000, Aug, Egypt, EGY
2.09922, 2000, Sep, Egypt, EGY
3.18534, 2000, Oct, Egypt, EGY
4.34451, 2000, Nov, Egypt, EGY
6.13581, 2000, Dec, Egypt, EGY
2.30453, 2001, Jan, Egypt, EGY
1.98704, 2001, Feb, Egypt, EGY
1.51554, 2001, Mar, Egypt, EGY
1.02323, 2001, Apr, Egypt, EGY
0.5685, 2001, May, Egypt, EGY
1.28941, 2001, Jun, Egypt, EGY
2.51285, 2001, Jul, Egypt, EGY
1.41755, 2001, Aug, Egypt, EGY
0.77372, 2001, Sep, Egypt, EGY
0.86521, 2001, Oct, Egypt, EGY
1.40814, 2001, Nov, Egypt, EGY
3.16058, 2001, Dec, Egypt, EGY
6.39406, 2002, Jan, Egypt, EGY
5.24313, 2002, Feb, Egypt, EGY
1.00755, 2002, Mar, Egypt, EGY
1.13408, 2002, Apr, Egypt, EGY
0.50675, 2002, May, Egypt, EGY
1.29804, 2002, Jun, Egypt, EGY
2.43717, 2002, Jul, Egypt, EGY
1.54944, 2002, Aug, Egypt, EGY
0.81303, 2002, Sep, Egypt, EGY
6.49295, 2002, Oct, Egypt, EGY
0.79751, 2002, Nov, Egypt, EGY
3.44896, 2002, Dec, Egypt, EGY
1.60621, 2003, Jan, Egypt, EGY
3.74258, 2003, Feb, Egypt, EGY
3.40988, 2003, Mar, Egypt, EGY
0.4427, 2003, Apr, Egypt, EGY
0.56668, 2003, May, Egypt, EGY
1.41158, 2003, Jun, Egypt, EGY
3.09183, 2003, Jul, Egypt, EGY
2.91996, 2003, Aug, Egypt, EGY
0.78733, 2003, Sep, Egypt, EGY
0.23788, 2003, Oct, Egypt, EGY
0.98593, 2003, Nov, Egypt, EGY
4.39334, 2003, Dec, Egypt, EGY
7.90062, 2004, Jan, Egypt, EGY
3.5416, 2004, Feb, Egypt, EGY
2.82262, 2004, Mar, Egypt, EGY
0.3746, 2004, Apr, Egypt, EGY
0.59284, 2004, May, Egypt, EGY
1.28963, 2004, Jun, Egypt, EGY
2.51388, 2004, Jul, Egypt, EGY
1.61934, 2004, Aug, Egypt, EGY
0.90617, 2004, Sep, Egypt, EGY
0.32351, 2004, Oct, Egypt, EGY
1.60803, 2004, Nov, Egypt, EGY
2.82753, 2004, Dec, Egypt, EGY
3.79083, 2005, Jan, Egypt, EGY
4.9379, 2005, Feb, Egypt, EGY
5.90618, 2005, Mar, Egypt, EGY
5.32605, 2005, Apr, Egypt, EGY
0.37812, 2005, May, Egypt, EGY
1.28955, 2005, Jun, Egypt, EGY
3.32937, 2005, Jul, Egypt, EGY
1.55622, 2005, Aug, Egypt, EGY
1.85197, 2005, Sep, Egypt, EGY
0.54443, 2005, Oct, Egypt, EGY
1.06465, 2005, Nov, Egypt, EGY
2.56311, 2005, Dec, Egypt, EGY
3.09579, 2006, Jan, Egypt, EGY
2.55506, 2006, Feb, Egypt, EGY
2.62328, 2006, Mar, Egypt, EGY
3.43886, 2006, Apr, Egypt, EGY
0.47531, 2006, May, Egypt, EGY
1.3246, 2006, Jun, Egypt, EGY
2.44671, 2006, Jul, Egypt, EGY
1.76639, 2006, Aug, Egypt, EGY
0.92156, 2006, Sep, Egypt, EGY
0.74955, 2006, Oct, Egypt, EGY
0.85919, 2006, Nov, Egypt, EGY
2.70497, 2006, Dec, Egypt, EGY
3.5139, 2007, Jan, Egypt, EGY
4.75467, 2007, Feb, Egypt, EGY
0.86146, 2007, Mar, Egypt, EGY
1.8009, 2007, Apr, Egypt, EGY
1.45439, 2007, May, Egypt, EGY
1.50526, 2007, Jun, Egypt, EGY
3.32094, 2007, Jul, Egypt, EGY
1.92822, 2007, Aug, Egypt, EGY
1.12446, 2007, Sep, Egypt, EGY
1.18441, 2007, Oct, Egypt, EGY
1.28654, 2007, Nov, Egypt, EGY
1.60943, 2007, Dec, Egypt, EGY
7.55999, 2008, Jan, Egypt, EGY
3.12595, 2008, Feb, Egypt, EGY
0.26817, 2008, Mar, Egypt, EGY
3.13994, 2008, Apr, Egypt, EGY
0.5632, 2008, May, Egypt, EGY
1.28941, 2008, Jun, Egypt, EGY
2.44671, 2008, Jul, Egypt, EGY
1.41721, 2008, Aug, Egypt, EGY
2.98817, 2008, Sep, Egypt, EGY
3.01147, 2008, Oct, Egypt, EGY
0.30073, 2008, Nov, Egypt, EGY
1.89878, 2008, Dec, Egypt, EGY
4.13442, 2009, Jan, Egypt, EGY
5.61797, 2009, Feb, Egypt, EGY
0.23356, 2009, Mar, Egypt, EGY
0.14308, 2009, Apr, Egypt, EGY
0.5486, 2009, May, Egypt, EGY
1.28941, 2009, Jun, Egypt, EGY
2.44671, 2009, Jul, Egypt, EGY
1.51752, 2009, Aug, Egypt, EGY
0.79499, 2009, Sep, Egypt, EGY
0.38449, 2009, Oct, Egypt, EGY
0.60021, 2009, Nov, Egypt, EGY
5.60057, 2009, Dec, Egypt, EGY
2.24212, 2010, Jan, Egypt, EGY
2.84198, 2010, Feb, Egypt, EGY
0.24605, 2010, Mar, Egypt, EGY
0.27875, 2010, Apr, Egypt, EGY
8.83731, 2010, May, Egypt, EGY
1.29149, 2010, Jun, Egypt, EGY
3.84991, 2010, Jul, Egypt, EGY
8.03098, 2010, Aug, Egypt, EGY
1.38485, 2010, Sep, Egypt, EGY
0.52419, 2010, Oct, Egypt, EGY
0.26019, 2010, Nov, Egypt, EGY
2.5266, 2010, Dec, Egypt, EGY
1.79052, 2011, Jan, Egypt, EGY
2.35943, 2011, Feb, Egypt, EGY
2.7697, 2011, Mar, Egypt, EGY
2.99102, 2011, Apr, Egypt, EGY
0.64547, 2011, May, Egypt, EGY
