Rainfall - (MM), Year, Month, Country, ISO3
46.4122, 1991, Jan, Turkmenistan, TUR
55.3479, 1991, Feb, Turkmenistan, TUR
61.9502, 1991, Mar, Turkmenistan, TUR
66.7326, 1991, Apr, Turkmenistan, TUR
84.001, 1991, May, Turkmenistan, TUR
28.5869, 1991, Jun, Turkmenistan, TUR
15.5059, 1991, Jul, Turkmenistan, TUR
7.98014, 1991, Aug, Turkmenistan, TUR
16.5034, 1991, Sep, Turkmenistan, TUR
44.8997, 1991, Oct, Turkmenistan, TUR
50.3695, 1991, Nov, Turkmenistan, TUR
107.048, 1991, Dec, Turkmenistan, TUR
29.3664, 1992, Jan, Turkmenistan, TUR
59.3905, 1992, Feb, Turkmenistan, TUR
42.3938, 1992, Mar, Turkmenistan, TUR
39.0398, 1992, Apr, Turkmenistan, TUR
61.1765, 1992, May, Turkmenistan, TUR
61.9502, 1992, Jun, Turkmenistan, TUR
23.4778, 1992, Jul, Turkmenistan, TUR
8.17684, 1992, Aug, Turkmenistan, TUR
14.8038, 1992, Sep, Turkmenistan, TUR
27.2978, 1992, Oct, Turkmenistan, TUR
87.0732, 1992, Nov, Turkmenistan, TUR
76.6048, 1992, Dec, Turkmenistan, TUR
51.1875, 1993, Jan, Turkmenistan, TUR
58.1055, 1993, Feb, Turkmenistan, TUR
43.452, 1993, Mar, Turkmenistan, TUR
54.9906, 1993, Apr, Turkmenistan, TUR
100.762, 1993, May, Turkmenistan, TUR
31.8264, 1993, Jun, Turkmenistan, TUR
4.84064, 1993, Jul, Turkmenistan, TUR
11.6491, 1993, Aug, Turkmenistan, TUR
8.12396, 1993, Sep, Turkmenistan, TUR
16.1474, 1993, Oct, Turkmenistan, TUR
76.6755, 1993, Nov, Turkmenistan, TUR
40.633, 1993, Dec, Turkmenistan, TUR
75.6247, 1994, Jan, Turkmenistan, TUR
60.8445, 1994, Feb, Turkmenistan, TUR
43.1873, 1994, Mar, Turkmenistan, TUR
46.9299, 1994, Apr, Turkmenistan, TUR
47.4004, 1994, May, Turkmenistan, TUR
22.2839, 1994, Jun, Turkmenistan, TUR
12.6236, 1994, Jul, Turkmenistan, TUR
13.1657, 1994, Aug, Turkmenistan, TUR
7.73882, 1994, Sep, Turkmenistan, TUR
60.884, 1994, Oct, Turkmenistan, TUR
94.7109, 1994, Nov, Turkmenistan, TUR
88.8374, 1994, Dec, Turkmenistan, TUR
69.817, 1995, Jan, Turkmenistan, TUR
30.345, 1995, Feb, Turkmenistan, TUR
82.2949, 1995, Mar, Turkmenistan, TUR
74.2778, 1995, Apr, Turkmenistan, TUR
40.0191, 1995, May, Turkmenistan, TUR
38.2146, 1995, Jun, Turkmenistan, TUR
30.529, 1995, Jul, Turkmenistan, TUR
11.7208, 1995, Aug, Turkmenistan, TUR
23.9081, 1995, Sep, Turkmenistan, TUR
34.5659, 1995, Oct, Turkmenistan, TUR
87.659, 1995, Nov, Turkmenistan, TUR
35.4932, 1995, Dec, Turkmenistan, TUR
64.2406, 1996, Jan, Turkmenistan, TUR
68.18, 1996, Feb, Turkmenistan, TUR
93.3371, 1996, Mar, Turkmenistan, TUR
67.6072, 1996, Apr, Turkmenistan, TUR
40.7272, 1996, May, Turkmenistan, TUR
14.1432, 1996, Jun, Turkmenistan, TUR
11.3802, 1996, Jul, Turkmenistan, TUR
14.934, 1996, Aug, Turkmenistan, TUR
41.3225, 1996, Sep, Turkmenistan, TUR
57.6273, 1996, Oct, Turkmenistan, TUR
18.4661, 1996, Nov, Turkmenistan, TUR
114.274, 1996, Dec, Turkmenistan, TUR
41.5707, 1997, Jan, Turkmenistan, TUR
43.1832, 1997, Feb, Turkmenistan, TUR
64.5692, 1997, Mar, Turkmenistan, TUR
79.2128, 1997, Apr, Turkmenistan, TUR
37.835, 1997, May, Turkmenistan, TUR
35.9075, 1997, Jun, Turkmenistan, TUR
15.9239, 1997, Jul, Turkmenistan, TUR
25.7892, 1997, Aug, Turkmenistan, TUR
23.2532, 1997, Sep, Turkmenistan, TUR
85.2549, 1997, Oct, Turkmenistan, TUR
44.1011, 1997, Nov, Turkmenistan, TUR
98.934, 1997, Dec, Turkmenistan, TUR
65.3192, 1998, Jan, Turkmenistan, TUR
53.2365, 1998, Feb, Turkmenistan, TUR
91.5378, 1998, Mar, Turkmenistan, TUR
59.2042, 1998, Apr, Turkmenistan, TUR
90.7749, 1998, May, Turkmenistan, TUR
26.2487, 1998, Jun, Turkmenistan, TUR
13.3562, 1998, Jul, Turkmenistan, TUR
3.60159, 1998, Aug, Turkmenistan, TUR
18.0099, 1998, Sep, Turkmenistan, TUR
39.59, 1998, Oct, Turkmenistan, TUR
61.6618, 1998, Nov, Turkmenistan, TUR
98.4479, 1998, Dec, Turkmenistan, TUR
44.0682, 1999, Jan, Turkmenistan, TUR
69.6306, 1999, Feb, Turkmenistan, TUR
65.1942, 1999, Mar, Turkmenistan, TUR
54.1991, 1999, Apr, Turkmenistan, TUR
28.2274, 1999, May, Turkmenistan, TUR
43.0553, 1999, Jun, Turkmenistan, TUR
19.8512, 1999, Jul, Turkmenistan, TUR
