Temperature - (Celsius), Year, Month, Country, ISO3
-0.2351, 1991, Jan, Hungary, HUN
-2.6255, 1991, Feb, Hungary, HUN
7.41375, 1991, Mar, Hungary, HUN
9.11181, 1991, Apr, Hungary, HUN
12.316, 1991, May, Hungary, HUN
18.4426, 1991, Jun, Hungary, HUN
21.5689, 1991, Jul, Hungary, HUN
19.8978, 1991, Aug, Hungary, HUN
16.9204, 1991, Sep, Hungary, HUN
9.6357, 1991, Oct, Hungary, HUN
5.50397, 1991, Nov, Hungary, HUN
-2.3613, 1991, Dec, Hungary, HUN
-0.358, 1992, Jan, Hungary, HUN
2.41395, 1992, Feb, Hungary, HUN
5.82584, 1992, Mar, Hungary, HUN
11.2599, 1992, Apr, Hungary, HUN
15.741, 1992, May, Hungary, HUN
19.4421, 1992, Jun, Hungary, HUN
21.3085, 1992, Jul, Hungary, HUN
23.4025, 1992, Aug, Hungary, HUN
16.2589, 1992, Sep, Hungary, HUN
9.95531, 1992, Oct, Hungary, HUN
5.7147, 1992, Nov, Hungary, HUN
-0.4932, 1992, Dec, Hungary, HUN
-0.4558, 1993, Jan, Hungary, HUN
-1.6701, 1993, Feb, Hungary, HUN
3.97822, 1993, Mar, Hungary, HUN
10.7472, 1993, Apr, Hungary, HUN
18.1333, 1993, May, Hungary, HUN
19.1587, 1993, Jun, Hungary, HUN
19.6413, 1993, Jul, Hungary, HUN
20.8094, 1993, Aug, Hungary, HUN
15.4843, 1993, Sep, Hungary, HUN
11.9644, 1993, Oct, Hungary, HUN
1.7109, 1993, Nov, Hungary, HUN
2.21105, 1993, Dec, Hungary, HUN
2.53182, 1994, Jan, Hungary, HUN
1.47437, 1994, Feb, Hungary, HUN
8.23434, 1994, Mar, Hungary, HUN
11.0386, 1994, Apr, Hungary, HUN
15.4255, 1994, May, Hungary, HUN
19.1541, 1994, Jun, Hungary, HUN
23.0848, 1994, Jul, Hungary, HUN
21.8025, 1994, Aug, Hungary, HUN
18.8667, 1994, Sep, Hungary, HUN
