"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Guyana",25.4724,25.5389,25.6782,26.3027,26.0569,26.1438,26.3628,26.1791,25.8527,26.0833,26.193,25.3823,41.9797,59.8414,174.002,151.515,329.883,329.983,215.328,250.403,182.342,85.5784,115.045,234.095
"13","1902","Guyana",25.0709,25.1232,25.0546,25.9149,26.3738,26.235,25.9011,26.2183,26.0331,25.8951,26.5024,25.8702,263.882,211.64,472.087,279.673,231.746,314.233,275.543,165.298,102.062,58.904,113.472,99.9185
"25","1903","Guyana",25.4368,25.3378,25.4387,25.7915,25.386,25.8756,26.2292,25.9724,25.816,27.1247,26.2005,25.5302,118.696,106.275,242.624,347.917,450.612,542.561,225.567,157.567,187.251,14.3917,69.3444,227.927
"37","1904","Guyana",24.8267,24.5784,24.5568,25.3103,25.6341,25.0064,25.8664,25.6791,26.4483,25.9049,26.133,25.5094,175.226,101.372,430.529,311.604,311.038,229.85,225.615,70.9976,68.2693,39.0755,42.462,260.935
"49","1905","Guyana",25.9497,24.6872,25.2715,25.7705,25.5315,25.4545,25.7099,26.2353,26.4844,26.2531,26.5317,24.7922,104.143,163.283,128.919,247.508,294.086,295.767,241.608,133.866,89.9065,73.3414,100.908,237.354
"61","1906","Guyana",25.0794,25.22,25.3693,25.331,25.7532,25.1942,25.3946,25.9848,26.0285,26.5483,26.6449,25.4587,76.4801,128.865,139.48,431.006,385.205,282.852,347.576,256.613,72.3509,54.895,115.337,128.287
"73","1907","Guyana",24.708,24.8056,24.5745,25.0651,25.0407,25.1425,25.3946,25.9678,26.1976,26.6398,26.3248,25.4448,210.5,262.625,503.115,489.379,465.269,288.588,223.273,112.97,58.8064,17.2856,107.896,91.76
"85","1908","Guyana",24.8458,24.9947,24.8692,25.5108,25.399,25.4615,25.2451,25.7679,26.3032,26.3605,25.9725,26.4321,104.199,197.116,252.046,177.744,344.865,250.609,412.732,325.179,142.671,76.1294,95.3278,140.922
"97","1909","Guyana",24.927,24.6625,25.2888,25.6444,25.4454,25.2739,25.3619,25.8029,26.0041,26.3654,26.8615,25.338,142.664,327.519,278.025,232.769,410.643,375.339,324.184,226.187,59.2792,101.666,46.8885,221.355
"109","1910","Guyana",24.9025,25.0425,25.0997,25.2817,25.7796,25.5361,25.6129,26.0921,25.9005,25.7012,26.4921,26.0966,262.005,209.718,240.851,185.822,314.491,390.542,325.39,311.483,135.065,63.7849,74.4596,403.408
