"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","Azerbaijan","Apr","AZE","12.1755","36.0959"
"2","1991","Azerbaijan","Aug","AZE","24.7042","26.5746"
"3","1991","Azerbaijan","Dec","AZE","0.32653","37.3132"
"4","1991","Azerbaijan","Feb","AZE","-0.3756","26.3956"
"5","1991","Azerbaijan","Jan","AZE","-0.2764","24.3325"
"6","1991","Azerbaijan","Jul","AZE","24.4576","27.4334"
"7","1991","Azerbaijan","Jun","AZE","21.4358","25.5918"
"8","1991","Azerbaijan","Mar","AZE","4.46319","53.928"
"9","1991","Azerbaijan","May","AZE","15.0303","65.1155"
"10","1991","Azerbaijan","Nov","AZE","6.91285","52.4759"
"11","1991","Azerbaijan","Oct","AZE","14.1794","15.2655"
"12","1991","Azerbaijan","Sep","AZE","19.4359","5.8938"
"13","1992","Azerbaijan","Apr","AZE","9.84773","43.4689"
"14","1992","Azerbaijan","Aug","AZE","22.3757","17.1337"
"15","1992","Azerbaijan","Dec","AZE","0.74481","39.6652"
"16","1992","Azerbaijan","Feb","AZE","-0.826","37.5342"
"17","1992","Azerbaijan","Jan","AZE","-1.9312","19.5407"
"18","1992","Azerbaijan","Jul","AZE","23.4337","38.518"
"19","1992","Azerbaijan","Jun","AZE","20.4972","58.9637"
"20","1992","Azerbaijan","Mar","AZE","2.69414","17.8679"
"21","1992","Azerbaijan","May","AZE","13.8613","46.5479"
"22","1992","Azerbaijan","Nov","AZE","6.5554","46.4956"
"23","1992","Azerbaijan","Oct","AZE","12.3765","28.1811"
"24","1992","Azerbaijan","Sep","AZE","18.3352","55.0278"
"25","1993","Azerbaijan","Apr","AZE","10.3716","46.9549"
"26","1993","Azerbaijan","Aug","AZE","23.5127","26.7073"
"27","1993","Azerbaijan","Dec","AZE","0.21699","10.8634"
"28","1993","Azerbaijan","Feb","AZE","-1.3849","39.093"
"29","1993","Azerbaijan","Jan","AZE","-1.175","28.6235"
"30","1993","Azerbaijan","Jul","AZE","23.4818","20.2977"
"31","1993","Azerbaijan","Jun","AZE","20.3907","64.3468"
"32","1993","Azerbaijan","Mar","AZE","3.48336","22.1949"
"33","1993","Azerbaijan","May","AZE","15.305","57.7443"
"34","1993","Azerbaijan","Nov","AZE","3.21445","67.7451"
"35","1993","Azerbaijan","Oct","AZE","11.9323","22.9243"
"36","1993","Azerbaijan","Sep","AZE","19.2379","23.7883"
"37","1994","Azerbaijan","Apr","AZE","12.519","54.8232"
"38","1994","Azerbaijan","Aug","AZE","23.3795","19.6623"
"39","1994","Azerbaijan","Dec","AZE","-1.2763","49.0661"
"40","1994","Azerbaijan","Feb","AZE","-1.001","32.0822"
"41","1994","Azerbaijan","Jan","AZE","0.88404","19.0779"
"42","1994","Azerbaijan","Jul","AZE","23.1524","9.71851"
"43","1994","Azerbaijan","Jun","AZE","20.2639","63.0943"
"44","1994","Azerbaijan","Mar","AZE","4.84446","54.106"
"45","1994","Azerbaijan","May","AZE","15.8452","60.1807"
"46","1994","Azerbaijan","Nov","AZE","6.96925","60.9152"
"47","1994","Azerbaijan","Oct","AZE","13.397","39.4011"
"48","1994","Azerbaijan","Sep","AZE","19.5612","17.0094"
"49","1995","Azerbaijan","Apr","AZE","11.9228","35.2003"
"50","1995","Azerbaijan","Aug","AZE","24.8075","11.3894"
"51","1995","Azerbaijan","Dec","AZE","1.11185","17.618"
"52","1995","Azerbaijan","Feb","AZE","2.72019","13.8009"
"53","1995","Azerbaijan","Jan","AZE","1.26628","20.1406"
"54","1995","Azerbaijan","Jul","AZE","24.3502","18.3082"
"55","1995","Azerbaijan","Jun","AZE","21.7951","55.2556"
"56","1995","Azerbaijan","Mar","AZE","5.86762","40.9871"
"57","1995","Azerbaijan","May","AZE","17.6159","29.1838"
"58","1995","Azerbaijan","Nov","AZE","7.72989","22.1306"
"59","1995","Azerbaijan","Oct","AZE","11.788","30.6683"
"60","1995","Azerbaijan","Sep","AZE","20.0485","73.795"
"61","1996","Azerbaijan","Apr","AZE","9.59521","51.237"
"62","1996","Azerbaijan","Aug","AZE","24.8358","12.9993"
"63","1996","Azerbaijan","Dec","AZE","4.90964","14.2111"
"64","1996","Azerbaijan","Feb","AZE","1.3422","25.664"
"65","1996","Azerbaijan","Jan","AZE","-0.2637","27.5829"
"66","1996","Azerbaijan","Jul","AZE","25.3071","22.5315"
"67","1996","Azerbaijan","Jun","AZE","20.5981","40.4679"
"68","1996","Azerbaijan","Mar","AZE","3.645","35.936"
"69","1996","Azerbaijan","May","AZE","17.902","37.5769"
"70","1996","Azerbaijan","Nov","AZE","6.50776","10.2868"
