"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Bolivia",22.3276,23.068,22.4644,20.6519,20.4607,19.1183,19.1909,20.636,22.2701,23.0265,22.4521,22.2231,182.037,187.624,141.283,42.0527,27.6741,23.8994,10.926,14.946,39.87,97.5876,101.613,135.785
"13","1902","Bolivia",22.361,22.1897,22.2939,21.6753,20.9199,19.5486,19.0245,18.4583,22.5356,22.347,22.6519,22.9009,114.171,173.158,146.929,95.2223,72.9585,18.0155,23.6747,13.0601,30.9598,97.3151,117.853,192.367
"25","1903","Bolivia",22.8478,23.8587,21.8435,20.3647,18.9413,18.4414,18.6869,19.2886,22.5084,21.3448,21.4746,21.3182,207.903,223.058,137.089,104.721,79.4632,88.0736,35.1529,40.7368,60.2196,82.8843,130.408,120.685
"37","1904","Bolivia",21.45,21.7657,21.3421,20.8937,18.7875,18.126,18.7564,19.6522,21.7727,21.4713,22.2085,21.7873,217.094,180.151,116.588,59.5614,23.6934,15.0742,12.7179,36.0474,35.6896,99.5362,104.256,125.497
"49","1905","Bolivia",21.8973,22.5279,21.8122,20.4618,19.8934,19.3395,18.4545,19.702,21.6016,23.1351,22.3905,22.2761,143.808,209.327,161.81,54.9255,48.4808,13.2843,16.7445,79.3324,44.4073,97.0243,111.06,137.373
"61","1906","Bolivia",22.0368,23.1201,22.5935,21.7068,20.5497,16.8836,18.4025,19.8704,21.6335,21.9633,22.6946,22.0536,211.28,127.78,118.58,124.912,56.2346,23.491,57.8293,16.404,26.1767,91.325,86.1061,136.369
"73","1907","Bolivia",22.1047,22.1271,22.6481,20.4422,18.7683,17.7361,17.7721,18.7972,21.7004,21.8027,22.77,22.8314,179.4,165.667,120.536,80.9176,48.1863,17.0952,26.9704,25.7431,58.2813,87.6303,87.6594,185.489
"85","1908","Bolivia",22.833,22.4331,22.532,20.7405,19.6179,18.7229,18.6608,18.3366,21.471,20.781,22.0806,22.2004,171.716,145.241,85.3233,79.4574,43.2628,25.5407,57.2993,14.9069,39.3043,121.904,148.039,129.982
"97","1909","Bolivia",22.7611,22.1226,21.8993,20.9335,17.839,17.1863,17.6615,19.6829,21.9756,21.6868,22.2218,21.8769,169.807,147.002,141.982,76.8119,51.4636,43.4715,26.6807,26.4404,38.5862,71.5307,97.7873,135.67
"109","1910","Bolivia",22.0243,22.0064,21.0453,21.224,18.7187,18.8161,18.509,20.0092,21.6796,21.7251,22.5021,21.857,158.567,127.884,140.793,74.7108,90.7489,37.6302,22.9258,36.6104,27.5983,94.8196,89.192,136.401
"121","1911","Bolivia",22.1528,22.375,21.0813,20.316,18.6451,16.6767,17.1452,18.6901,21.4294,22.1056,22.8891,23.441,170.16,182.064,168.182,87.9954,27.2455,31.6163,25.805,55.0397,49.587,78.8872,139.629,144.484
"133","1912","Bolivia",23.1923,23.464,22.655,21.458,19.562,17.4985,15.733,18.8008,20.7304,21.5971,22.1811,22.163,192.96,158.476,166.892,96.937,53.9225,15.9008,17.006,61.1557,28.5188,97.1135,102.595,157.115
"145","1913","Bolivia",21.7595,21.9594,21.8178,20.8635,18.274,17.177,17.515,18.7317,20.4352,22.1558,22.2809,22.3163,166.277,230.984,138.176,83.4628,15.1377,35.2861,32.8355,32.7131,38.3036,82.2611,114.688,135.121
"157","1914","Bolivia",22.2221,22.2591,22.5722,20.4214,18.8781,18.2576,18.5194,18.3243,20.4874,21.1186,22.2229,22.4894,214.041,166.795,122.064,70.6718,100.078,23.3114,7.41519,25.8179,38.5179,91.3414,78.7163,162.401
"169","1915","Bolivia",23.196,22.819,21.8698,21.8038,20.0955,16.3769,18.2972,19.1976,20.8238,22.2232,22.4486,22.5926,197.075,137.711,108.524,75.18,84.4683,10.1387,13.4522,18.0653,52.074,133.401,99.6623,209.473
"181","1916","Bolivia",22.8908,22.0638,21.9363,20.9517,18.4602,15.8769,16.9095,18.7156,21.8236,21.0829,21.4617,21.7949,141.345,145.243,67.5839,89.723,41.2616,18.5796,11.6875,11.9721,28.9045,121.667,88.423,219.778
"193","1917","Bolivia",21.5473,20.804,21.2398,20.2202,17.5484,16.7396,16.2339,18.7894,19.7873,21.1366,21.4524,22.0122,140.365,164.28,144.93,61.7048,15.3103,9.55423,74.9288,15.7697,36.9746,71.6761,111.803,125.119
"205","1918","Bolivia",21.779,21.206,21.5261,20.7251,18.8568,17.8122,17.2206,19.0633,21.7487,22.1766,23.1174,23.096,197.022,156.192,122.51,127.992,45.2008,71.2317,47.619,15.3641,71.7572,124.885,102.674,161.829
"217","1919","Bolivia",23.2992,23.7721,22.3618,22.1114,20.7028,17.7386,18.3381,18.4826,21.7157,22.8144,23.2453,22.8543,119.722,149.533,235.356,69.7475,34.2766,50.4792,62.1945,27.1215,30.5125,115.105,195.41,214.306
"229","1920","Bolivia",22.79,22.9645,22.1187,21.6835,18.8865,16.7109,17.0078,18.3611,21.7981,22.6591,23.37,23.2725,177.476,180.702,165.664,74.7986,53.6641,60.9025,41.875,31.6065,47.8784,70.6992,114.041,175.421
"241","1921","Bolivia",22.932,22.1609,22.2965,21.1641,19.8531,16.2451,16.4773,19.5717,21.0148,22.3339,22.4192,23.336,188.124,166.951,163.514,54.649,28.7983,23.3471,12.3724,16.4307,20.3561,107.556,131.907,118.55
"253","1922","Bolivia",22.6641,23.0235,22.232,21.1914,18.7708,16.8346,17.8192,18.9101,21.3859,21.3061,22.495,22.5691,179.026,203.088,78.9591,121.107,45.9452,45.4586,7.41712,20.5163,44.6268,70.61,132.605,200.299
"265","1923","Bolivia",22.6306,22.9674,22.2915,21.1598,18.2306,17.2901,16.9277,19.024,21.6507,22.1919,22.5172,22.7415,178.261,122.087,94.4365,64.6162,91.1492,40.3001,14.6656,30.2796,29.2696,99.2005,91.7069,124.476
"277","1924","Bolivia",22.9814,23.3993,22.2769,21.3685,18.6687,17.9224,17.5234,18.5243,21.4129,21.4294,22.8824,22.5663,128.014,142.8,160.98,57.3709,46.9179,22.2854,9.52152,8.12934,31.3051,76.6436,52.0416,149.992
"289","1925","Bolivia",22.2958,22.1613,21.7493,21.6249,19.4473,16.8555,17.1081,19.806,21.7907,22.2323,23.2257,23.2247,174.372,117.469,132.815,94.0298,41.8781,17.2136,32.8581,12.7775,43.8791,66.5254,94.9766,189.969
"301","1926","Bolivia",23.6699,23.1706,22.8122,22.0509,19.0532,19.0358,17.329,19.3916,22.0722,23.1827,23.9249,22.8883,218.074,130.822,176.382,81.3154,39.5696,30.6698,10.7997,22.0912,37.2113,30.4814,100.605,125.544
"313","1927","Bolivia",22.9368,22.732,22.296,21.0088,18.6132,16.776,16.7061,18.906,21.6234,23.3987,23.8674,23.6941,161.791,169.892,159.642,64.3782,45.2859,55.804,10.2238,30.1338,39.4177,86.9209,96.7771,188.334
"325","1928","Bolivia",23.2417,23.5208,22.3814,22.0602,19.6845,17.5096,16.9909,19.0366,21.6129,22.0148,23.7223,23.0081,140.219,163.23,167.233,149.851,53.8114,43.902,20.5974,24.8385,71.6694,81.786,106.133,143.2
"337","1929","Bolivia",23.5704,23.007,22.0839,21.6619,18.373,17.4215,17.3795,18.8343,21.6079,22.2473,23.1078,23.3073,215.729,186.856,162.631,91.1117,48.4214,40.1653,59.3322,24.3589,38.4675,102.958,124.889,134.794
"349","1930","Bolivia",22.8014,22.4751,22.1293,21.5565,19.0567,18.9403,17.9171,19.2412,20.892,22.2168,22.7475,23.9625,195.765,201.029,117.494,75.1858,92.4853,35.6269,21.5429,60.5333,57.1047,106.653,149.563,154.039
"361","1931","Bolivia",23.3336,23.1798,22.1867,21.5684,18.3936,17.0343,17.4137,19.3744,20.943,23.1187,23.2991,23.1235,207.672,129.067,157.602,100.294,38.9856,19.2886,5.57673,12.0958,49.0478,82.2026,102.077,156.436
"373","1932","Bolivia",22.792,23.1219,22.1034,21.4722,18.3487,17.5939,19.1203,19.2606,21.9295,22.7562,23.239,22.9474,152.472,144.429,184.019,89.1029,53.7123,14.6992,33.2906,20.5315,40.7041,113.98,191.759,154.431
"385","1933","Bolivia",22.7862,22.7296,22.5282,21.254,19.2962,17.0826,16.3053,19.3559,21.825,22.2515,22.6785,23.361,161.801,172.314,103.468,101.353,36.8338,21.862,17.5754,12.5617,30.3655,96.9368,99.8206,124.036
"397","1934","Bolivia",22.2624,21.5609,22.4381,20.3115,19.4528,18.8995,18.0695,19.2189,20.8743,22.2619,22.9057,23.2873,149.181,199.228,103.054,110.44,34.1665,19.3341,20.7768,23.9843,57.6716,89.2807,116.14,128.93
"409","1935","Bolivia",22.7305,23.1672,22.9829,20.6793,19.345,18.1498,17.8987,19.0482,21.451,22.4617,23.1901,23.8267,139.918,108.894,120.074,62.9096,68.2459,28.8136,24.7017,10.0165,90.0945,60.4266,94.4986,111.867
"421","1936","Bolivia",23.2141,22.924,22.1805,22.0751,20.2916,17.9013,17.8197,18.8537,22.3197,23.6176,22.9493,23.2357,130.53,197.91,64.5513,43.284,44.3107,15.799,23.0901,18.2544,30.9306,103.932,177.754,179.6
"433","1937","Bolivia",22.7697,23.3948,22.351,20.6611,19.1635,18.2551,18.28,20.4102,21.7849,21.8786,23.9269,23.1877,173.286,157.551,109.641,95.0153,35.1306,22.2455,19.8673,39.3334,47.8698,109.843,108.44,129.284
"445","1938","Bolivia",23.0627,23.0804,22.5324,20.4736,19.2899,17.8068,18.1296,18.9488,21.734,22.0845,23.2236,23.0475,142.229,152.167,90.5976,54.4245,52.9091,69.1192,15.5002,11.3494,46.6347,85.7969,118.352,104.243
"457","1939","Bolivia",23.0574,22.8637,22.1453,21.0327,19.8919,18.6056,17.6365,19.7013,21.7446,22.971,23.2074,22.8573,127.909,167.346,126.148,87.259,64.089,19.8096,37.8255,68.2138,47.9619,89.8229,108.847,152.995
"469","1940","Bolivia",22.8048,22.6097,22.1835,21.6287,20.2612,18.6331,19.3914,19.5353,22.3183,22.8058,23.3322,23.6286,137.348,105.796,98.2959,70.5846,37.8626,25.9109,9.33259,37.114,23.7192,69.7617,90.8447,227.34
"481","1941","Bolivia",23.2094,22.392,22.3919,22.0188,19.4079,18.0621,17.6927,20.2136,21.1534,23.2833,23.0647,23.772,186.079,198.109,95.2513,79.0671,39.2329,27.9593,13.2116,23.3322,74.6917,110.008,117.151,148.347
"493","1942","Bolivia",23.7795,22.3272,21.8351,20.7169,19.4589,16.9879,16.9045,19.8468,22.3103,22.345,22.8093,22.8658,160.767,203.031,142.538,76.6223,46.3879,71.4627,3.54416,16.4682,59.162,98.0603,112.037,125.864
"505","1943","Bolivia",23.2961,22.7063,21.8459,20.873,19.4587,17.5738,18.1303,18.9413,20.999,22.9114,22.9589,22.8861,129.191,146.533,143.09,79.9212,76.6966,39.6796,9.12747,10.8601,44.0174,80.4928,129.924,156.842
"517","1944","Bolivia",22.3062,22.776,21.6594,20.8115,19.6934,18.4909,17.5824,20.3542,23.1697,23.0308,22.4652,23.1339,166.733,149.074,140.287,51.0262,33.0083,38.1604,8.16282,13.5332,30.538,111.15,109.169,153.958
"529","1945","Bolivia",22.6038,22.7169,22.1229,21.0412,18.1939,18.3395,18.1099,20.9937,22.0911,22.0753,23.1121,22.6805,188.629,141.24,201.112,79.0411,26.3655,12.2038,32.1424,11.8202,81.3236,89.5577,144.156,173.082
"541","1946","Bolivia",23.0419,23.0155,22.0301,21.011,19.2442,18.0385,16.9244,18.9589,21.4896,22.2371,22.9282,22.3305,150.046,141.724,139.921,49.4923,87.6715,26.4957,20.9075,25.8197,55.8681,76.7868,131.305,180.946
"553","1947","Bolivia",22.5475,22.0413,21.4573,21.0614,19.2521,18.0996,16.2923,18.6998,21.0341,21.8588,22.5532,22.1943,152.195,196.767,109.901,70.4537,77.6962,26.9194,32.0392,29.5567,46.6121,94.4498,106.407,126.431
"565","1948","Bolivia",22.857,22.0253,20.9587,20.6344,19.1387,18.2144,18.0579,19.4883,22.2052,21.7628,22.1449,22.1469,203.915,180.739,153.306,48.2162,43.4388,44.4038,37.9714,19.8428,45.8951,117.215,127.376,220.508
"577","1949","Bolivia",22.056,22.3637,21.7665,20.3135,18.6987,17.8271,16.8174,19.0035,21.2555,22.4082,22.7892,22.139,203.233,123.142,140.028,72.934,19.1834,71.0998,17.2471,18.4844,42.7733,115.009,154.896,128.142
"589","1950","Bolivia",21.7475,22.1644,20.8732,20.5603,19.2417,17.8681,17.6072,19.4857,21.4433,21.5419,22.2676,22.5806,210.765,136.306,160.708,66.6018,50.3852,29.1177,20.4037,12.4302,37.2494,109.496,84.4572,137.905
