Temperature - (Celsius), Year, Month, Country, ISO3
-0.2764, 1991, Jan, Azerbaijan, AZE
-0.3756, 1991, Feb, Azerbaijan, AZE
4.46319, 1991, Mar, Azerbaijan, AZE
12.1755, 1991, Apr, Azerbaijan, AZE
15.0303, 1991, May, Azerbaijan, AZE
21.4358, 1991, Jun, Azerbaijan, AZE
24.4576, 1991, Jul, Azerbaijan, AZE
24.7042, 1991, Aug, Azerbaijan, AZE
19.4359, 1991, Sep, Azerbaijan, AZE
14.1794, 1991, Oct, Azerbaijan, AZE
6.91285, 1991, Nov, Azerbaijan, AZE
0.32653, 1991, Dec, Azerbaijan, AZE
-1.9312, 1992, Jan, Azerbaijan, AZE
-0.826, 1992, Feb, Azerbaijan, AZE
2.69414, 1992, Mar, Azerbaijan, AZE
9.84773, 1992, Apr, Azerbaijan, AZE
13.8613, 1992, May, Azerbaijan, AZE
20.4972, 1992, Jun, Azerbaijan, AZE
23.4337, 1992, Jul, Azerbaijan, AZE
22.3757, 1992, Aug, Azerbaijan, AZE
18.3352, 1992, Sep, Azerbaijan, AZE
12.3765, 1992, Oct, Azerbaijan, AZE
6.5554, 1992, Nov, Azerbaijan, AZE
0.74481, 1992, Dec, Azerbaijan, AZE
-1.175, 1993, Jan, Azerbaijan, AZE
-1.3849, 1993, Feb, Azerbaijan, AZE
3.48336, 1993, Mar, Azerbaijan, AZE
10.3716, 1993, Apr, Azerbaijan, AZE
15.305, 1993, May, Azerbaijan, AZE
20.3907, 1993, Jun, Azerbaijan, AZE
23.4818, 1993, Jul, Azerbaijan, AZE
23.5127, 1993, Aug, Azerbaijan, AZE
19.2379, 1993, Sep, Azerbaijan, AZE
11.9323, 1993, Oct, Azerbaijan, AZE
3.21445, 1993, Nov, Azerbaijan, AZE
0.21699, 1993, Dec, Azerbaijan, AZE
0.88404, 1994, Jan, Azerbaijan, AZE
-1.001, 1994, Feb, Azerbaijan, AZE
4.84446, 1994, Mar, Azerbaijan, AZE
12.519, 1994, Apr, Azerbaijan, AZE
15.8452, 1994, May, Azerbaijan, AZE
20.2639, 1994, Jun, Azerbaijan, AZE
23.1524, 1994, Jul, Azerbaijan, AZE
23.3795, 1994, Aug, Azerbaijan, AZE
19.5612, 1994, Sep, Azerbaijan, AZE
13.397, 1994, Oct, Azerbaijan, AZE
6.96925, 1994, Nov, Azerbaijan, AZE
-1.2763, 1994, Dec, Azerbaijan, AZE
1.26628, 1995, Jan, Azerbaijan, AZE
2.72019, 1995, Feb, Azerbaijan, AZE
5.86762, 1995, Mar, Azerbaijan, AZE
11.9228, 1995, Apr, Azerbaijan, AZE
17.6159, 1995, May, Azerbaijan, AZE
21.7951, 1995, Jun, Azerbaijan, AZE
24.3502, 1995, Jul, Azerbaijan, AZE
24.8075, 1995, Aug, Azerbaijan, AZE
20.0485, 1995, Sep, Azerbaijan, AZE
11.788, 1995, Oct, Azerbaijan, AZE
7.72989, 1995, Nov, Azerbaijan, AZE
1.11185, 1995, Dec, Azerbaijan, AZE
-0.2637, 1996, Jan, Azerbaijan, AZE
1.3422, 1996, Feb, Azerbaijan, AZE
3.645, 1996, Mar, Azerbaijan, AZE
9.59521, 1996, Apr, Azerbaijan, AZE
17.902, 1996, May, Azerbaijan, AZE
20.5981, 1996, Jun, Azerbaijan, AZE
25.3071, 1996, Jul, Azerbaijan, AZE
24.8358, 1996, Aug, Azerbaijan, AZE
19.808, 1996, Sep, Azerbaijan, AZE
12.9829, 1996, Oct, Azerbaijan, AZE
6.50776, 1996, Nov, Azerbaijan, AZE
4.90964, 1996, Dec, Azerbaijan, AZE
1.62362, 1997, Jan, Azerbaijan, AZE
-0.1284, 1997, Feb, Azerbaijan, AZE
2.48106, 1997, Mar, Azerbaijan, AZE
11.0402, 1997, Apr, Azerbaijan, AZE
17.1507, 1997, May, Azerbaijan, AZE
22.1299, 1997, Jun, Azerbaijan, AZE
23.9352, 1997, Jul, Azerbaijan, AZE
25.0833, 1997, Aug, Azerbaijan, AZE
17.389, 1997, Sep, Azerbaijan, AZE
14.6078, 1997, Oct, Azerbaijan, AZE
6.57204, 1997, Nov, Azerbaijan, AZE
1.83618, 1997, Dec, Azerbaijan, AZE
-1.0283, 1998, Jan, Azerbaijan, AZE
-0.7863, 1998, Feb, Azerbaijan, AZE
4.86454, 1998, Mar, Azerbaijan, AZE
13.3025, 1998, Apr, Azerbaijan, AZE
17.1613, 1998, May, Azerbaijan, AZE
24.5588, 1998, Jun, Azerbaijan, AZE
24.8836, 1998, Jul, Azerbaijan, AZE
25.5354, 1998, Aug, Azerbaijan, AZE
19.9166, 1998, Sep, Azerbaijan, AZE
13.7717, 1998, Oct, Azerbaijan, AZE
8.98595, 1998, Nov, Azerbaijan, AZE
4.53085, 1998, Dec, Azerbaijan, AZE
2.21705, 1999, Jan, Azerbaijan, AZE
4.45974, 1999, Feb, Azerbaijan, AZE
5.80006, 1999, Mar, Azerbaijan, AZE
11.5111, 1999, Apr, Azerbaijan, AZE
15.8698, 1999, May, Azerbaijan, AZE
22.2283, 1999, Jun, Azerbaijan, AZE
24.4498, 1999, Jul, Azerbaijan, AZE
26.6454, 1999, Aug, Azerbaijan, AZE
19.3777, 1999, Sep, Azerbaijan, AZE
13.7696, 1999, Oct, Azerbaijan, AZE
5.82061, 1999, Nov, Azerbaijan, AZE
3.37279, 1999, Dec, Azerbaijan, AZE
0.20738, 2000, Jan, Azerbaijan, AZE
1.43079, 2000, Feb, Azerbaijan, AZE
4.18891, 2000, Mar, Azerbaijan, AZE
14.2977, 2000, Apr, Azerbaijan, AZE
16.323, 2000, May, Azerbaijan, AZE
22.0215, 2000, Jun, Azerbaijan, AZE
26.6097, 2000, Jul, Azerbaijan, AZE
25.7052, 2000, Aug, Azerbaijan, AZE
20.4874, 2000, Sep, Azerbaijan, AZE
11.8162, 2000, Oct, Azerbaijan, AZE
6.15731, 2000, Nov, Azerbaijan, AZE
2.78381, 2000, Dec, Azerbaijan, AZE
0.30362, 2001, Jan, Azerbaijan, AZE
3.39225, 2001, Feb, Azerbaijan, AZE
8.4075, 2001, Mar, Azerbaijan, AZE
13.073, 2001, Apr, Azerbaijan, AZE
16.2893, 2001, May, Azerbaijan, AZE
22.3551, 2001, Jun, Azerbaijan, AZE
24.8714, 2001, Jul, Azerbaijan, AZE
25.4112, 2001, Aug, Azerbaijan, AZE
20.6818, 2001, Sep, Azerbaijan, AZE
12.6495, 2001, Oct, Azerbaijan, AZE
6.82235, 2001, Nov, Azerbaijan, AZE
3.22978, 2001, Dec, Azerbaijan, AZE
0.149, 2002, Jan, Azerbaijan, AZE
