"","Year","Country","Month","ISO3","Temperature - (Celsius)","Rainfall - (MM)"
"1","1991","Jamaica","Apr","JAM","25.0965","159.539"
"2","1991","Jamaica","Aug","JAM","26.6991","75.3289"
"3","1991","Jamaica","Dec","JAM","24.4751","84.4458"
"4","1991","Jamaica","Feb","JAM","23.7609","34.3181"
"5","1991","Jamaica","Jan","JAM","24.2875","74.2177"
"6","1991","Jamaica","Jul","JAM","26.8056","49.7455"
"7","1991","Jamaica","Jun","JAM","26.3306","55.3911"
"8","1991","Jamaica","Mar","JAM","24.491","134.356"
"9","1991","Jamaica","May","JAM","25.2218","348.956"
"10","1991","Jamaica","Nov","JAM","24.8316","271.832"
"11","1991","Jamaica","Oct","JAM","25.8166","164.347"
"12","1991","Jamaica","Sep","JAM","26.2145","174.729"
"13","1992","Jamaica","Apr","JAM","25.4225","119.784"
"14","1992","Jamaica","Aug","JAM","26.6883","153.111"
"15","1992","Jamaica","Dec","JAM","25.101","194.988"
"16","1992","Jamaica","Feb","JAM","24.4112","88.2876"
"17","1992","Jamaica","Jan","JAM","24.0926","24.9692"
"18","1992","Jamaica","Jul","JAM","26.8732","46.3049"
"19","1992","Jamaica","Jun","JAM","26.8044","108.068"
"20","1992","Jamaica","Mar","JAM","24.8912","72.283"
"21","1992","Jamaica","May","JAM","25.1749","327.761"
"22","1992","Jamaica","Nov","JAM","25.9362","63.3979"
"23","1992","Jamaica","Oct","JAM","25.9896","149.339"
"24","1992","Jamaica","Sep","JAM","26.4691","161.159"
"25","1993","Jamaica","Apr","JAM","25.2836","296.537"
"26","1993","Jamaica","Aug","JAM","27.1619","108.696"
"27","1993","Jamaica","Dec","JAM","24.8267","194.008"
"28","1993","Jamaica","Feb","JAM","23.9651","86.8927"
"29","1993","Jamaica","Jan","JAM","24.6656","181.398"
"30","1993","Jamaica","Jul","JAM","26.4601","149.263"
"31","1993","Jamaica","Jun","JAM","26.7019","97.8219"
"32","1993","Jamaica","Mar","JAM","24.4918","197.146"
"33","1993","Jamaica","May","JAM","25.4417","611.812"
"34","1993","Jamaica","Nov","JAM","25.7508","399.156"
"35","1993","Jamaica","Oct","JAM","26.3021","174.3"
"36","1993","Jamaica","Sep","JAM","26.4253","210.371"
"37","1994","Jamaica","Apr","JAM","25.6742","137.957"
"38","1994","Jamaica","Aug","JAM","26.8358","103.725"
"39","1994","Jamaica","Dec","JAM","24.9059","62.9699"
"40","1994","Jamaica","Feb","JAM","24.4784","48.8933"
"41","1994","Jamaica","Jan","JAM","24.2822","200.754"
"42","1994","Jamaica","Jul","JAM","26.7744","86.1373"
"43","1994","Jamaica","Jun","JAM","27.1343","37.9386"
"44","1994","Jamaica","Mar","JAM","25.07","116.514"
"45","1994","Jamaica","May","JAM","25.9811","325.789"
"46","1994","Jamaica","Nov","JAM","25.8245","335.615"
"47","1994","Jamaica","Oct","JAM","26.0938","179.402"
"48","1994","Jamaica","Sep","JAM","26.7991","79.2288"
"49","1995","Jamaica","Apr","JAM","25.6433","91.9097"
"50","1995","Jamaica","Aug","JAM","26.2985","290.872"
"51","1995","Jamaica","Dec","JAM","24.4316","104.446"
"52","1995","Jamaica","Feb","JAM","24.2879","145.843"
"53","1995","Jamaica","Jan","JAM","23.9341","155.077"
"54","1995","Jamaica","Jul","JAM","26.9602","239.289"
"55","1995","Jamaica","Jun","JAM","26.8882","138.498"
"56","1995","Jamaica","Mar","JAM","24.4884","88.6753"
"57","1995","Jamaica","May","JAM","26.3133","193.459"
"58","1995","Jamaica","Nov","JAM","25.3412","286.436"
"59","1995","Jamaica","Oct","JAM","25.6224","443.528"
"60","1995","Jamaica","Sep","JAM","26.6373","180.352"
"61","1996","Jamaica","Apr","JAM","25.1204","194.196"
"62","1996","Jamaica","Aug","JAM","26.2721","199.764"
"63","1996","Jamaica","Dec","JAM","24.1217","70.2931"
"64","1996","Jamaica","Feb","JAM","23.3205","217.558"
"65","1996","Jamaica","Jan","JAM","23.4767","168.142"
"66","1996","Jamaica","Jul","JAM","26.138","209.524"
"67","1996","Jamaica","Jun","JAM","26.206","118.405"
"68","1996","Jamaica","Mar","JAM","24.0388","148.662"
"69","1996","Jamaica","May","JAM","25.5374","190.511"
"70","1996","Jamaica","Nov","JAM","25.1429","532.168"
"71","1996","Jamaica","Oct","JAM","26.008","331.192"
"72","1996","Jamaica","Sep","JAM","26.7488","107.088"
"73","1997","Jamaica","Apr","JAM","25.5628","51.015"
"74","1997","Jamaica","Aug","JAM","27.2142","81.8561"
"75","1997","Jamaica","Dec","JAM","25.4885","189.252"
"76","1997","Jamaica","Feb","JAM","24.4917","80.3341"
"77","1997","Jamaica","Jan","JAM","23.7196","119.56"
"78","1997","Jamaica","Jul","JAM","26.6655","84.2391"
"79","1997","Jamaica","Jun","JAM","26.5881","239.907"
"80","1997","Jamaica","Mar","JAM","24.9543","69.3316"
"81","1997","Jamaica","May","JAM","25.8615","73.1909"
