"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Cuba",21.3934,21.3323,22.6022,22.7852,24.909,26.673,26.8807,26.8042,26.8741,26.015,21.8677,21.5215,97.4539,12.2071,38.8814,22.5771,228.584,406.861,331.701,172.718,261.701,147.095,14.9114,48.7418
"13","1902","Cuba",20.2515,20.4653,23.4739,24.061,26.2512,26.7813,27.2496,27.409,27.0581,26.7569,25.147,23.0974,62.3884,31.0039,41.4788,74.1918,90.3426,354.313,73.2414,123.948,125.17,115.608,78.4207,31.9119
"25","1903","Cuba",22.5541,24.1914,24.7936,23.494,24.6982,26.4676,27.042,27.4795,26.3641,24.9643,23.2059,20.7042,53.1592,36.3842,69.7722,28.3325,305.397,144.267,97.7252,219.174,154.051,62.0144,93.4427,40.7861
"37","1904","Cuba",21.8111,23.0636,24.211,24.275,25.3924,26.136,26.4348,26.4825,26.3879,25.7123,22.8987,22.3595,28.3902,27.0345,36.4963,31.623,142.621,327.64,95.2129,103.082,258.402,276.963,62.3333,19.355
"49","1905","Cuba",19.9768,23.1468,24.2221,24.3123,27.0994,27.1498,27.0329,27.2675,27.1134,26.5643,24.7817,23.1644,37.2706,12.3522,89.301,118.092,159.452,275.422,123.215,215.239,246.315,155.818,40.4299,113.851
"61","1906","Cuba",22.3985,22.1706,22.8936,24.0159,25.5131,26.4305,26.8834,26.645,26.7628,25.6299,24.1161,21.7946,56.6816,36.6939,76.1637,63.4837,358.159,395.851,99.0009,193.468,381.014,151.491,79.7745,9.36734
"73","1907","Cuba",23.1315,21.7366,24.1855,23.8414,26.357,26.3631,26.9881,26.9978,26.824,25.5867,24.793,23.0788,22.4678,12.2029,4.61873,12.5123,181.031,176.275,175.74,86.3937,118.339,88.0373,29.3912,33.1508
"85","1908","Cuba",21.8376,20.948,24.4267,26.4291,26.0885,26.1212,27.072,26.8017,26.6796,25.0139,24.0161,23.716,46.2102,22.2354,25.2596,31.3496,94.9988,315.126,110.978,168.596,164.417,208.295,55.0827,76.9058
"97","1909","Cuba",23.0011,22.4978,24.1114,24.8666,26.0771,26.7316,26.8692,26.7761,26.2655,25.3268,23.6938,21.5658,57.0167,13.0688,50.261,78.1663,198.336,221.786,168.845,214.984,288.795,258.946,51.7194,13.6728
"109","1910","Cuba",21.0725,21.679,22.3864,23.2848,25.2781,26.1835,26.4028,26.824,26.2151,25.24,22.1548,20.1123,50.9986,11.8534,50.5318,42.0801,85.1585,231.774,146.91,180.586,190.455,368.265,28.8908,55.5051
"121","1911","Cuba",22.947,22.6318,23.5191,24.9368,24.8024,26.5888,26.5638,26.8474,26.8622,27.0289,25.7565,24.1656,36.0972,7.04917,55.4157,80.693,192.677,115.588,85.7158,126.708,59.7211,96.216,129.168,41.8714
"133","1912","Cuba",23.0788,20.6403,25.0245,26.3039,26.6547,26.4685,26.9915,27.4086,27.0712,26.5677,23.8843,24.5967,44.0615,30.5116,59.211,43.502,98.5181,177.215,68.7649,163.743,95.0849,75.8331,125.554,19.295
"145","1913","Cuba",24.6318,24.1132,25.7759,23.7292,24.8731,25.6575,26.8681,26.7523,26.29,25.2214,23.8072,22.8805,38.8107,25.1013,57.8678,91.263,132.954,158.55,107.872,151.513,167.934,66.9592,102.023,16.1771
"157","1914","Cuba",21.5045,22.5449,21.1948,24.8852,25.3976,26.8385,27.0656,27.4709,26.4501,25.7065,23.7143,23.6214,54.8348,22.7793,20.7942,84.4107,137.09,85.9506,68.3792,64.9877,148.293,115.837,110.115,51.7369
"169","1915","Cuba",22.5514,21.7469,20.5214,22.5676,26.4776,26.8801,27.4027,27.7455,27.1104,26.7367,24.649,21.8961,99.3895,46.555,51.3603,153.468,193.824,436.83,141.884,174.246,347.358,271.432,87.3748,22.0083
"181","1916","Cuba",24.5054,22.0685,21.7697,23.3498,25.7116,26.6085,26.7246,26.8568,26.3897,25.7898,24.1421,23.047,20.8833,39.2321,27.468,78.2556,307.562,133.702,289.015,157.51,133.454,242.553,140.479,4.62078
"193","1917","Cuba",23.5664,21.6532,24.4124,23.8528,25.0466,26.2629,26.7934,27.151,26.5141,25.927,21.9139,20.8975,24.6827,26.0991,32.7781,86.5938,137.886,159.232,124.722,120.967,321.904,90.3362,44.5121,28.3539
"205","1918","Cuba",20.484,23.819,24.4938,24.5636,25.0656,26.5219,26.7095,27.1988,26.3992,26.6638,24.4015,23.1393,17.4796,26.7679,55.1425,168.05,184.31,118.873,116.404,121.972,157.642,126.152,35.0709,32.5739
"217","1919","Cuba",21.7831,22.5195,24.3064,23.9088,25.7598,26.2535,26.8842,27.5343,26.8131,27.1417,24.7668,23.1658,45.7116,42.0781,90.0398,110.456,383.125,189.673,180.564,80.134,207.367,99.7377,59.3436,54.514
"229","1920","Cuba",22.9008,21.2095,22.7316,25.4923,25.7836,26.7199,27.0529,26.9016,26.7737,25.0669,24.2753,23.2469,18.9728,29.8239,41.172,60.4196,195.526,62.3731,97.8984,141.24,178.863,150.682,70.9408,24.2478
"241","1921","Cuba",22.3287,23.1291,24.7667,25.1229,24.9621,26.8374,26.8603,27.156,27.0302,25.918,24.9564,23.8271,20.6614,38.1685,44.7066,59.9057,308.091,70.2979,152.308,89.2675,189.275,218.423,36.8706,26.6777
"253","1922","Cuba",22.1542,23.2118,24.407,25.1958,25.4419,26.746,26.7232,26.7904,26.4843,26.1627,24.8239,24.1872,37.3652,44.3188,50.1132,21.324,193.74,139.418,64.8459,138.593,215.644,239.193,37.9642,18.4021
"265","1923","Cuba",22.7395,23.1007,24.6188,25.1494,25.4781,26.7348,26.8124,26.9632,26.9594,25.3574,22.7871,23.919,21.7256,44.678,25.262,98.8198,282.291,139.778,120.761,127.496,138.251,205.8,21.9401,21.709
"277","1924","Cuba",23.4105,21.2336,22.1656,25.6082,26.5762,27.4097,27.6889,28.0453,26.9479,26.0294,24.0777,24.5409,52.1115,34.4339,42.1723,50.2219,135.796,132.182,176.974,104.346,288.941,261.352,165.65,18.6898
"289","1925","Cuba",24.6853,23.1748,23.7481,24.1501,25.437,26.7659,27.1617,27.491,27.3943,26.8678,24.6675,23.1631,45.4963,31.1534,26.6472,110.406,234.302,90.2337,108.027,105.084,126.32,53.0707,101.101,53.2792
"301","1926","Cuba",22.1728,22.3388,22.9479,25.4817,25.5549,26.7031,27.1626,27.5144,27.4854,26.6051,24.4475,24.0717,51.9743,42.6167,35.9361,54.1982,129.63,138.869,187.741,204.455,224.624,117.552,66.5614,24.3193
"313","1927","Cuba",21.2697,24.2562,23.433,25.1724,26.2576,27.651,27.4799,27.4864,26.5181,25.603,24.2294,22.4858,29.8295,31.854,19.3145,40.1378,62.0584,92.8895,218.152,103.446,141.318,311.694,68.1111,9.03524
"325","1928","Cuba",21.153,23.5858,23.9192,24.5693,24.6198,26.7005,27.1538,27.0823,26.8456,26.1541,24.0482,22.2159,14.4205,27.9182,26.8894,40.7445,141.919,125.177,124.346,303.116,226.423,103.721,47.8327,11.7048
"337","1929","Cuba",23.8097,24.3246,24.9669,25.6718,26.524,26.2757,26.4729,26.9665,26.7922,24.75,25.5732,22.9332,26.7457,20.1194,69.4746,54.25,63.2858,123.168,136.64,124.574,263.454,195.174,49.9098,38.4549
