"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Gabon",25.3691,25.6487,25.2384,25.6844,24.7061,23.5796,22.8908,22.7422,23.9994,25.1318,25.0326,24.9693,170.948,128.359,278.983,244.264,219.07,61.0609,17.568,10.8277,62.1592,179.747,226.558,117.371
"13","1902","Gabon",25.6691,25.098,25.6544,25.4464,24.9988,24.0796,22.7908,23.6422,24.6994,25.1318,25.0326,24.9693,128.525,92.0594,246.653,226.34,185.572,25.439,6.2766,32.5843,67.7502,233.337,236.29,193.744
"25","1903","Gabon",26.0691,25.998,26.1696,25.8651,25.2734,23.4796,22.9908,23.5422,24.9994,25.1318,25.0326,24.9693,123.38,126.174,298.438,223.395,202.659,25.3556,19.1902,24.4515,174.344,279.491,197.759,150.795
"37","1904","Gabon",25.6691,25.298,25.2619,25.4106,25.0742,23.8796,22.2908,22.7422,24.9994,25.1318,25.0326,24.9693,142.982,126.193,237.997,245.201,162.247,78.4138,6.99484,11.7571,43.1749,215.334,293.448,81.4426
"49","1905","Gabon",26.0691,26.198,26.5704,26.4481,25.7602,23.7796,22.6908,23.7422,24.3994,25.1318,25.0326,24.9693,136.845,174.101,192.709,149.847,199.025,9.75864,5.2506,7.76126,83.4804,260.356,292.438,175.463
"61","1906","Gabon",25.4691,25.698,26.314,26.5318,25.1988,23.9796,23.0908,23.3422,24.9994,25.1318,25.0326,24.9693,131.197,190.852,227.175,212.48,72.658,12.0625,3.941,8.82618,60.6643,166.224,257.46,109.712
"73","1907","Gabon",25.2691,25.898,25.9811,25.8475,25.4996,23.9796,23.9908,24.0422,24.8994,25.1318,25.0326,24.9693,119.211,261.931,248.135,244.822,177.144,13.8998,3.18722,8.14309,55.7058,177.755,273.142,111.754
"85","1908","Gabon",25.2691,25.298,25.8051,25.8966,24.7111,22.9796,22.9908,22.2422,24.2994,25.1318,25.0326,24.9693,98.3635,132.731,240.792,235.271,199.143,19.6358,4.09526,41.2465,84.056,320.353,282.679,137.679
"97","1909","Gabon",25.6691,25.898,26.0662,26.3966,25.2866,25.0796,24.0908,24.6422,25.3994,25.1318,25.0326,24.9693,149.431,185.726,232.165,222.003,177.554,29.1724,5.67057,21.4087,158.665,303.948,292.957,200.692
"109","1910","Gabon",24.9691,24.998,25.1532,24.9692,25.1412,24.7796,23.5908,23.2422,24.1994,25.1318,24.2181,24.4693,200.237,85.739,136.364,185.598,254.949,69.8567,10.0293,13.6063,133.851,171.722,219.137,129.425
"121","1911","Gabon",25.1691,25.398,26.3704,26.1673,25.9703,24.4796,23.5908,23.5422,24.6994,25.1318,25.0326,24.9693,124.576,124.718,241.383,209.405,126.62,14.9026,6.5282,8.46938,59.3904,181.393,284.763,232.861
"133","1912","Gabon",25.7691,26.598,26.844,26.7481,26.0446,24.9189,22.8908,23.7655,24.6017,24.6318,24.0924,24.8693,255.381,175.062,243.899,236.348,177.099,40.0465,14.1146,33.0517,82.7628,254.926,258.887,86.5348
"145","1913","Gabon",25.3691,25.098,25.4527,25.5881,25.315,23.3796,22.7908,23.4422,24.2994,25.1318,25.0326,24.9693,50.9313,227.697,228.523,220.12,245.605,137.365,2.11365,3.61652,10.9363,107.451,79.8636,37.437
"157","1914","Gabon",26.2691,25.998,26.6573,26.2822,25.5339,23.7796,22.7908,23.4422,25.0994,25.1318,25.0326,24.9693,117.74,187.954,163.057,199.413,41.7797,32.7537,2.61472,10.7939,95.379,220.291,287.142,165.027
"169","1915","Gabon",25.6691,25.898,25.4949,25.6836,23.9437,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,118.49,90.3827,198.864,193.87,175.289,37.4062,10.867,19.4837,97.8287,221.477,332.011,192.057
"181","1916","Gabon",25.6691,25.898,25.3031,24.6285,24.4233,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,118.495,193.988,221.325,190.449,172.456,39.4318,11.6734,17.9228,100.914,422.272,292.505,218.337
"193","1917","Gabon",25.6691,25.898,25.1113,25.2999,25.0948,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,163.285,138.101,231.016,161.212,234.006,35.7004,9.35271,21.4905,111.214,250.836,195.183,117.7
"205","1918","Gabon",25.6691,25.898,26.0704,25.0122,24.0396,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,90.0472,104.611,158.566,223.9,158.884,42.2353,14.9619,18.9214,93.0949,215.594,259.725,183.904
"217","1919","Gabon",25.6691,25.898,26.0704,26.0673,22.7927,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,158.173,101.121,143.982,137.217,131.659,40.9702,10.1517,25.1572,89.7547,222.041,359.128,161.724
"229","1920","Gabon",25.6691,25.898,26.0704,24.9162,24.2315,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,153.668,141.369,165.624,207.475,228.498,42.8363,10.7938,18.6577,95.4769,241.089,285.303,189.985
"241","1921","Gabon",25.6691,25.898,25.3031,25.2999,24.6152,24.0796,22.9908,23.3422,24.4994,25.1318,25.0326,24.9693,155.172,139.91,242.439,214.748,183.441,42.1128,10.7184,20.5657,116.642,279.647,246.221,129.556
