"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Mozambique",26.3635,25.6025,25.4071,24.0649,21.6647,19.2818,18.8758,20.4946,22.0076,24.1365,25.6942,25.7472,200.741,234.559,143.11,118.877,30.5943,46.886,10.5544,11.6046,37.3478,54.2858,64.7276,189.068
"13","1902","Mozambique",25.6918,25.6292,25.2497,24.7855,21.8699,20.2042,20.2948,21.2876,23.5356,23.9331,25.9773,26.4558,268.744,140.458,229.141,38.8182,20.677,5.71117,7.44279,6.36268,14.2367,29.6227,88.5535,62.3895
"25","1903","Mozambique",26.1177,26.0279,25.615,24.8341,22.9561,20.2417,19.2697,21.2318,23.5696,25.1679,25.5458,25.3993,233.477,88.9708,89.8343,49.3749,34.0373,5.07014,8.47203,14.6133,9.44577,22.2879,91.364,167.841
"37","1904","Mozambique",25.1115,24.7951,24.1179,24.2629,21.4283,20.3584,18.698,20.4655,21.424,24.5912,26.0188,24.8831,265.221,190.999,220.447,83.511,50.983,26.6103,14.6943,9.00712,7.73282,42.0856,67.2635,267.647
"49","1905","Mozambique",26.0479,25.5925,24.3813,23.3695,21.7254,21.1542,18.8182,21.2241,23.5536,26.1717,26.1312,26.4102,128.779,219.792,161.004,38.3932,10.2929,4.3036,18.8089,6.91429,6.6644,15.4735,103.598,163.949
"61","1906","Mozambique",26.7719,25.0005,24.8154,23.2063,22.0175,19.8176,19.1461,20.0571,22.4006,24.1038,24.7782,25.5964,215.064,248.581,139.479,29.8591,22.8874,6.72493,16.6499,5.70352,12.0386,48.9062,81.848,128.761
"73","1907","Mozambique",25.6293,25.0522,25.0546,23.4496,21.6683,19.4298,17.979,19.3881,22.1644,24.7345,25.4284,25.7759,189.525,299.513,164.512,143.795,15.0176,17.2574,37.9998,3.18844,9.22296,27.0845,122.869,206.007
"85","1908","Mozambique",25.7421,25.1826,25.1515,24.0703,20.7946,20.2309,19.2054,21.2978,23.2352,25.7823,26.1657,26.087,142.747,231.218,141.716,101.109,26.3224,8.54452,21.0886,5.45146,6.28539,17.449,95.9946,193.272
"97","1909","Mozambique",25.6502,25.6259,25.0617,23.5922,21.5937,19.3229,19.5105,20.9655,22.4913,24.8226,25.5614,26.2391,265.334,188.287,138.149,65.754,33.805,25.5933,19.7575,9.94368,13.0623,20.4723,37.4238,95.0078
"109","1910","Mozambique",25.376,25.2155,24.857,23.3272,21.0248,19.3382,18.7222,20.4319,22.0302,23.9645,24.5739,25.4416,140.012,209.07,222.31,92.5041,20.1999,28.0156,20.7901,4.40483,7.56309,38.0084,56.319,177.224
"121","1911","Mozambique",25.2175,24.9785,24.3927,22.8746,21.2959,18.6249,18.0972,19.8142,21.5664,25.2187,25.9045,27.3147,261.765,211.052,166.275,78.2655,92.2553,27.991,18.3177,17.5718,12.6281,18.9405,38.1094,122.234
"133","1912","Mozambique",26.4466,26.2196,24.6025,24.6028,23.1965,19.5476,18.6503,20.0666,22.8321,24.474,27.4395,25.4909,191.094,124.344,90.6085,39.029,26.8194,25.4669,25.1069,9.18592,6.37677,12.2502,32.3105,233.445
"145","1913","Mozambique",25.8953,25.8528,24.9025,24.0687,22.23,19.2523,19.8642,21.1527,23.1278,25.8413,26.6275,27.1443,192.434,175.624,189.338,102.466,51.9454,17.4562,3.61192,4.41794,9.48046,18.0124,101.168,119.474
"157","1914","Mozambique",26.653,25.4769,26.2569,25.7698,22.6944,20.6153,19.0998,20.9215,24.3184,26.2681,26.7553,26.7096,194.961,186.091,201.616,107.352,24.2733,20.6119,25.3929,12.7289,1.69985,8.56945,61.6696,157.501
"169","1915","Mozambique",26.3588,25.6726,25.27,24.9753,21.6023,20.3054,20.4923,20.881,23.2358,26.1486,26.694,26.4037,213.527,203.064,149.193,43.9581,34.4302,18.836,10.7997,7.2965,17.3344,24.0834,49.9368,129.795
"181","1916","Mozambique",26.0034,27.0453,26.0891,24.4966,21.5656,20.2055,19.5171,20.3483,23.3525,26.4902,25.7522,25.9773,185.915,129.704,149.943,99.02,29.7729,8.69744,3.45656,11.0389,3.95525,18.6645,138.347,279.059
"193","1917","Mozambique",25.9872,26.2508,25.5879,24.0717,22.9198,20.727,19.7024,20.4874,22.2295,25.2382,26.1279,24.7204,140.774,141.821,201.242,74.2769,30.9509,18.9113,6.39916,27.2155,13.0074,19.6676,97.3901,220.105
"205","1918","Mozambique",24.3324,25.0938,24.8122,22.5429,20.9331,19.0171,19.0771,18.7899,23.1013,26.8126,26.3599,26.1221,253.157,248.36,219.725,87.0042,39.4026,9.53957,11.6688,20.3682,1.50709,6.30515,110.227,103.543
"217","1919","Mozambique",26.0571,25.3284,25.3306,24.7195,20.4119,19.7019,19.1739,20.1036,22.6585,24.2756,25.53,26.2358,215.389,201.687,98.7547,78.3787,48.2132,13.0836,7.42397,7.6752,8.35291,26.6854,60.363,113.546
"229","1920","Mozambique",26.7394,26.0876,25.111,23.2144,22.5532,19.8642,19.3342,20.7727,24.303,26.1673,26.7348,26.5922,210.392,222.638,306.333,41.9295,41.8714,7.98496,12.9167,6.8585,3.33945,48.4654,62.7624,142.396
"241","1921","Mozambique",26.2268,26.338,25.9485,23.8262,21.558,20.6014,18.8827,19.9689,22.5925,25.6186,25.6517,25.7285,186.126,171.79,194.773,85.9967,47.2194,6.91819,31.1159,12.8233,10.0339,40.0403,93.0112,166.114
"253","1922","Mozambique",26.7602,25.6927,26.7757,24.3629,22.2885,20.7696,19.4675,22.4693,23.5112,24.9659,26.8663,26.8359,73.169,171.041,92.319,41.3258,33.5631,14.6131,11.6131,5.09642,8.07169,57.3778,87.1147,186.038
"265","1923","Mozambique",26.2317,25.6342,25.4003,24.3181,21.9858,20.2922,19.6575,20.687,23.0873,25.7918,27.9854,26.2485,202.535,286.594,244.07,95.0069,36.2679,6.91912,13.3754,11.6632,8.28473,16.7606,28.9649,182.449
"277","1924","Mozambique",25.696,25.6902,26.1614,23.1429,22.5628,20.5984,19.1012,20.4139,22.9628,24.971,26.0532,25.4289,130.127,188.86,152.964,34.8059,21.6727,14.7627,14.4703,14.4197,7.99711,28.6342,61.277,156.264
"289","1925","Mozambique",25.055,25.4511,25.3019,24.5539,21.632,20.6114,19.1766,20.2793,21.0829,24.5089,26.5706,27.1159,330.199,237.941,221.634,130.822,45.0512,10.0417,32.6166,3.9648,24.6102,34.1402,58.6562,154.18
"301","1926","Mozambique",26.0644,27.0741,25.6286,23.8089,21.9095,19.9568,19.0526,20.2294,22.891,25.5503,26.5719,26.2,307.649,192.075,201.832,52.0284,18.4336,19.8071,26.0295,9.79587,4.07699,5.12058,47.8033,187.059
