"","Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain"
"1","1901","Nicaragua",23.1157,23.9502,24.8374,25.1555,25.6672,25.2801,24.8337,24.7936,24.7526,24.8863,22.9773,22.9622,52.2173,54.7575,71.908,13.9926,140.815,343.682,565.21,334.977,349.144,422.903,248.225,111.466
"13","1902","Nicaragua",22.0653,23.5052,25.752,25.6275,26.3005,25.0698,25.3551,24.0595,25.9114,25.3256,24.7615,23.6684,61.5732,95.5425,73.4427,130.51,272.362,248.182,286.562,156.392,236.696,209.804,150.387,40.0387
"25","1903","Nicaragua",23.8516,25.6205,25.5778,25.2699,25.2113,25.9324,25.5384,25.0879,25.5798,24.4228,23.0879,22.0673,59.4142,15.8364,17.0446,34.1689,310.149,396.126,349.919,374.784,231.489,292.484,117.95,450.456
"37","1904","Nicaragua",23.2512,24.1864,24.8586,25.8318,25.7867,25.1329,24.8836,24.525,24.6713,24.4333,23.4563,23.494,475.92,95.5425,149.639,79.3183,214.489,408.597,243.569,207.81,201.18,220.401,124.058,154.7
"49","1905","Nicaragua",22.2681,24.3334,25.1141,25.6071,26.6506,25.7052,24.9593,24.9633,25.031,25.1117,24.1861,23.6538,42.1583,14.4318,84.0996,29.97,240.115,321.003,724.33,225.33,246.014,314.4,130.17,198.253
"61","1906","Nicaragua",22.4007,22.937,24.3539,24.9337,25.8396,24.8419,25.2771,24.6682,25.2335,24.7352,24.0811,22.8496,81.7103,35.9974,11.9661,103.269,152.206,529.68,389.993,236.635,207.501,271.927,108.402,90.7909
"73","1907","Nicaragua",23.8119,23.6171,24.9556,25.5891,26.0485,24.9506,24.2503,24.1295,24.4783,24.5519,24.3299,23.2355,24.163,21.4672,14.5008,13.3211,121.078,342.288,335.335,167.444,197.309,253.257,157.273,111.787
"85","1908","Nicaragua",22.4677,23.0092,25.137,26.86,26.64,25.1586,24.9208,24.484,24.6106,23.8483,23.0452,23.4805,24.163,14.4318,24.9114,51.486,271.809,456.318,380.897,211.442,223.135,400.101,136.938,149.252
"97","1909","Nicaragua",22.998,23.8629,25.7398,26.0497,26.8956,24.9476,25.4375,24.7937,24.4059,24.2772,22.9964,23.0957,150.773,38.3421,9.93095,94.277,188.263,291.934,551.278,401.559,295.629,276.919,173.934,278.138
"109","1910","Nicaragua",21.8447,22.8838,22.7851,24.1339,25.2606,24.4768,24.5728,24.6381,24.4389,24.1626,22.4512,21.4389,232.056,14.4318,44.477,37.1105,136.054,237.286,439.149,217.058,295.838,279.278,154.706,122.738
"121","1911","Nicaragua",23.1555,23.9003,25.0188,26.2542,24.1743,24.0638,23.3545,24.6292,24.916,25.4042,24.8618,23.9399,24.163,14.4318,9.93095,92.7696,344.152,386.423,240.494,213.812,161.185,248.543,150.265,132.154
"133","1912","Nicaragua",23.6154,22.2882,25.7657,27.3829,26.3266,24.8112,24.7409,24.7443,24.6766,24.9411,22.9735,24.1039,24.163,14.4318,9.93095,28.0351,195.117,305.421,216.04,266.014,337.264,280.518,215.804,97.0665
"145","1913","Nicaragua",24.4187,25.5141,25.6105,23.809,24.2679,23.6359,24.4856,24.5343,24.1996,24.1318,23.0864,23.1553,121.273,15.3735,35.8379,64.269,181.814,297.151,377.453,366.244,244.852,288.513,219.248,160.026
"157","1914","Nicaragua",22.7147,23.9733,22.907,25.3341,24.9199,24.3626,25.2772,25.2697,24.4485,24.3397,23.302,24.1635,74.5212,21.4672,10.9442,61.071,146.129,191.231,134.136,152.039,227.418,303.596,238.126,78.5699
"169","1915","Nicaragua",23.1384,23.1147,22.4292,23.641,26.7035,25.8004,25.7264,25.3065,25.0166,24.8358,23.9857,23.5969,27.7585,35.9974,149.388,33.9211,229.75,353.672,356.207,290.735,311.656,342.338,289.432,222.058
"181","1916","Nicaragua",24.8124,23.0092,23.8681,24.6529,25.5956,24.6494,25.6787,24.4823,24.3768,24.2165,23.0623,23.6257,204.732,17.7127,30.7603,78.8093,262.837,306.434,504.941,459.765,190.979,230.013,431.48,174.131
"193","1917","Nicaragua",23.9126,23.7069,25.4983,25.6184,25.9827,25.1985,24.9711,24.9101,24.8585,24.7515,22.9756,22.5372,136.39,14.8987,11.7111,58.9703,293.436,373.002,485.857,302.346,275.101,393.944,141.834,189.796
"205","1918","Nicaragua",22.6129,24.8652,25.3884,26.0026,25.5675,24.6987,25.3627,24.9232,24.9385,25.6199,24.1119,23.5266,39.986,15.8364,41.4353,107.895,166.151,331.087,246.006,193.285,338.737,223.69,91.296,37.2193
"217","1919","Nicaragua",22.3806,24.2595,25.3141,24.9745,25.4513,24.3749,24.7409,24.8829,24.7319,25.1581,24.9366,23.7554,24.163,14.4318,9.93095,103.436,202.037,268.362,312.439,173.376,489.231,304.928,168.487,45.6734
"229","1920","Nicaragua",23.8634,23.4001,24.891,27.1864,26.2096,24.3778,24.6865,24.5103,24.7319,24.2821,23.4817,23.3802,27.7585,14.8987,72.9263,46.7845,176.435,263.502,237.288,282.777,269.413,384.815,109.388,113.034
"241","1921","Nicaragua",23.1121,23.8928,25.3354,25.6044,24.0373,24.5038,24.5744,24.7066,24.6581,24.5381,24.671,24.0824,24.163,102.111,10.1796,65.9499,131.853,268.181,214.648,251.499,284.008,348.66,122.501,115.856
"253","1922","Nicaragua",23.9568,24.4215,25.7143,26.7991,25.6693,24.9461,24.9147,25.0771,24.9096,24.8981,24.4136,23.8764,194.654,15.8364,9.93095,17.8612,226.116,322.755,127.481,191.866,242.401,464.208,45.5308,110.535
"265","1923","Nicaragua",23.6782,24.2552,25.3917,26.1298,25.9994,24.8299,24.9303,24.7398,24.8872,24.4707,23.0939,24.0644,24.163,14.4318,9.93095,44.9306,189.376,397.428,286.702,148.499,136.884,311.465,60.9703,96.432
"277","1924","Nicaragua",23.651,22.5056,24.4273,26.1409,26.1969,25.41,25.225,24.8856,24.7899,24.6405,23.249,24.2424,24.163,128.364,33.2983,51.3198,139.762,471.085,485.596,448.459,279.285,339.984,207.574,76.686
"289","1925","Nicaragua",24.5345,24.0909,24.309,24.5779,24.7395,24.4474,24.7717,25.0089,24.7665,25.5244,24.3768,23.8061,53.6642,14.4318,10.1796,116.808,120.868,301.119,284.535,199.756,399.431,240.609,156.047,102.071
"301","1926","Nicaragua",23.3686,23.6867,25.0549,25.9085,25.0634,24.8644,25.4645,24.8446,25.2695,25.1982,23.2187,24.3134,53.3756,19.0782,10.3848,19.3795,149.262,182.466,278.02,205.99,280.255,398.926,300.167,302.904
