"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,25.3,27.85,23.05,1515.15
1979,25.35,28.2,22.4,1665.4
1980,25.15,28.2,22.15,1887.405
1981,25.2,28.35,22.15,2660.345
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,23.4,27.2,19.9,1625.87
1985,NA,NA,NA,NA
1986,23.8,27.5,20.1,1612.35
1987,NA,NA,NA,NA
1988,24.1,28,20.4,1405.13
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,26,28.4,23.5,1546
1993,24.9,28.15,21.95,1848.57
1994,25.25,28.25,22.4,1379.1
1995,24.95,28,22.4,1290.445
1996,25.78,28.96,22.64,1044.156
1997,26.06,29.04,22.94,1540.82
1998,26.38,29.46,22.925,1052.71
1999,25.76,29.08,22.84,NA
2000,25.5333333333333,28.5666666666667,22.9666666666667,800.325
2001,24.4,28,20.7,NA
2002,NA,NA,NA,NA
2003,25.2,27.9,21.55,1898.67
2004,25.1,27.95,21.65,1461.35
2005,NA,NA,NA,NA
2006,24.95,27.8,21.5,1936.04
2007,24.2,27.6,21,1608.39
2008,25.35,28.575,22.2,609.13
2009,25.8666666666667,28.9333333333333,22.3333333333333,973.49
2010,25.9,29.1,22.5,1111.645
2011,26.0666666666667,29.0333333333333,22.8333333333333,1182.77
2012,25.35,28.15,21.95,1496.35
2013,25.05,28.675,22.2,917.786666666667
2014,24.8333333333333,28.6333333333333,21.75,772.5
2015,25.1,28.8,23.55,1002.15
2016,24.875,28.85,22.85,540.546666666667
2017,25.94,29.6,24.6666666666667,457.565
2018,23.4,28.5,NA,2122.4
2019,NA,NA,NA,NA
