"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1957,NA,NA,NA,NA
1958,28.7,36.3444444444444,22.0777777777778,NA
1959,NA,NA,NA,NA
1960,NA,NA,NA,NA
1961,28.1,34.2,22.1,NA
1962,NA,NA,NA,NA
1963,NA,NA,NA,NA
1964,NA,NA,NA,NA
1965,NA,NA,NA,NA
1966,NA,NA,NA,NA
1967,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,28.7,34.7,23.3,683.29
1981,29,36.2,21.9,NA
1982,27.2,33.6,21.8,800.6
1983,28.6,35.85,21.85,214.62
1984,28.3,34.5,22.6,431.54
1985,28.2,34,22.7,1379.21
1986,28,34,21.8,652.8
1987,13.1333333333333,17.0333333333333,9.7,339.266666666667
1988,22.825,28.425,17.65,541.5975
1989,11.0666666666667,15.2333333333333,7.63333333333333,212.85
1990,3.9,7,1.65,0
1991,4.6,7.75,2.1,0
1992,15.5,20.3,11.2,0
1993,16.25,20.85,11.95,0
1994,20.0666666666667,23.8,11.55,792.0325
1995,9.6,13.5,6.375,0
1996,27.9,34.9,21.7,NA
1997,15.25,19.9,11.35,325.76
1998,28.3,34.8,22.5,NA
1999,27.3,33.4,21.9,NA
2000,27.4,34.2,21.5,NA
2001,27.7,34.8,21.6,NA
2002,NA,NA,NA,NA
2003,9.675,13.775,6.45,306.14
2004,23.5888888888889,29.3888888888889,18.2666666666667,523.867777777778
2005,NA,NA,NA,NA
2006,13.8,18.3,9.96666666666667,0
2007,9.13333333333333,13.2222222222222,3.975,0
2008,8.8,12.9375,3.32857142857143,0
2009,20.0166666666667,25.5083333333333,15.2166666666667,144.405
2010,9.82222222222222,13.6,4.925,0
2011,10,14.1142857142857,4.36666666666667,0
2012,11.4,15.5142857142857,5.86666666666667,0
2013,8.03333333333333,11.8777777777778,4.88888888888889,0
2014,10.9181818181818,15.5363636363636,6.90909090909091,0
2015,14.525,19.4125,10.3625,98.21
2016,21.6,27.21,16.815,529.185789473684
2017,20.4714285714286,26.147619047619,15.7,436.0425
2018,28,34.9,21.3,NA
2019,NA,NA,NA,NA
