"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1942,NA,NA,NA,NA
1943,24.3,28,22.1,NA
1944,20.6,23.4,19,NA
1945,25,28.3,23,NA
1946,25,27.9,22.8,NA
1947,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,24.5,27.3,22.7,NA
1959,24.9,27.5,23.1,NA
1960,24.8,27.4,22.9,NA
1961,24.9,27.6,23.1,NA
1962,24.9,27.5,23.1,NA
1963,25.3,27.9,23.4,NA
1964,25,27.7,23.2,NA
1965,24.8,27.4,23,NA
1966,25.4,27.2,23.5,NA
1967,25.2,27,23.2,NA
1968,25.7,27.5,23.8,NA
1969,NA,NA,NA,NA
1970,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,25.5,27.6,23.6,NA
1986,25.4,27.8,23.6,NA
1987,25.1,28.3,23.3,NA
1988,25.3,28.5,23.5,NA
1989,25.1,28.5,23.4,NA
1990,24.9,28.2,23.2,NA
1991,24.9,28.1,23.1,NA
1992,20.9,23.7,19.25,210.15
1993,21.8,24.9,20.05,132.795
1994,21.55,24.45,19.85,198.08
1995,21.85,24.75,20.1,225.285
1996,21.8,24.65,20.05,337.42
1997,21.4,24.3,19.65,154.025
1998,21.7,24.45,20.05,91.49
1999,21.8,24.7,20.05,NA
2000,21.65,24.55,19.95,358.13
2001,25.4,28.6,23.4,NA
2002,NA,NA,NA,NA
2003,21.95,25.05,20.2,310.09
2004,21.45,24.4,19.75,255.465
2005,NA,NA,NA,NA
2006,21.55,24.55,19.85,503.83
2007,21.45,24.4,19.8,338.295
2008,21.75,24.55,20.05,497.565
2009,21.9,24.85,20.2,493.61
2010,25.6,29,23.7,192.27
2011,21.5,24.55,19.45,589.14
2012,21.1,24.1,19.35,350.12
2013,21.5,24.55,19.7,248.475
2014,25.3,28.6,23.3,NA
2015,21.65,23.95,20,506.83
2016,22,24.3,20.25,NA
2017,22,24.15,20.3,NA
2018,17.9,20,16.4,546.02
2019,NA,NA,NA,NA
