"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1962,NA,NA,NA,NA
1963,20.1375,25.89375,12.40625,629.365384615385
1964,20.4941176470588,26.2823529411765,12.5411764705882,602.793846153846
1965,20.2411764705882,25.9705882352941,12.1705882352941,411.768888888889
1966,21.1444444444444,26.6888888888889,13.6722222222222,745.028181818182
1967,20.6368421052632,26.0947368421053,13.5526315789474,683.988
1968,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,18.2,24.7,13.2,NA
1979,21.0714285714286,27.6,13.7714285714286,761.714
1980,18.2,24.9,13,NA
1981,18.575,25.3,12.8333333333333,996.89
1982,19.3333333333333,25.8,12.9333333333333,NA
1983,21.06,27.86,14.42,310.195
1984,19,25.6,12.9666666666667,558.225
1985,20.25,26.9333333333333,13.7166666666667,681.486666666667
1986,19.84,26.84,13.24,443.313333333333
1987,21.53,28.36,13.98,508.146666666667
1988,20.4714285714286,26.9428571428571,13.5285714285714,645.22
1989,20.6857142857143,27.3571428571429,13.6714285714286,451.2425
1990,19,25.4,13.5,NA
1991,19.35,26.275,12.725,402.426666666667
1992,19.7,25.9,13.9,NA
1993,21.55,27.35,14.825,518.95
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,NA,NA,NA,NA
1998,19.4,26.3,13.7,NA
1999,NA,NA,NA,NA
2000,NA,NA,NA,NA
2001,NA,NA,NA,NA
2002,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,19.8,26,13.8,NA
2011,19.6,26,13.5,NA
2012,NA,NA,NA,NA
2013,19.9666666666667,26.4,12.2333333333333,NA
2014,NA,NA,NA,NA
2015,20.9,27.55,13.2,NA
2016,20.75,27.35,13.55,NA
2017,NA,NA,NA,NA
2018,NA,NA,NA,NA
2019,NA,NA,NA,NA
