"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Nicaragua","Jan","NIC","23.1157","52.2173"
"1901","Nicaragua","Feb","NIC","23.9502","54.7575"
"1901","Nicaragua","Mar","NIC","24.8374","71.908"
"1901","Nicaragua","Apr","NIC","25.1555","13.9926"
"1901","Nicaragua","May","NIC","25.6672","140.815"
"1901","Nicaragua","Jun","NIC","25.2801","343.682"
"1901","Nicaragua","Jul","NIC","24.8337","565.21"
"1901","Nicaragua","Aug","NIC","24.7936","334.977"
"1901","Nicaragua","Sep","NIC","24.7526","349.144"
"1901","Nicaragua","Oct","NIC","24.8863","422.903"
"1901","Nicaragua","Nov","NIC","22.9773","248.225"
"1901","Nicaragua","Dec","NIC","22.9622","111.466"
"1902","Nicaragua","Jan","NIC","22.0653","61.5732"
"1902","Nicaragua","Feb","NIC","23.5052","95.5425"
"1902","Nicaragua","Mar","NIC","25.752","73.4427"
"1902","Nicaragua","Apr","NIC","25.6275","130.51"
"1902","Nicaragua","May","NIC","26.3005","272.362"
"1902","Nicaragua","Jun","NIC","25.0698","248.182"
"1902","Nicaragua","Jul","NIC","25.3551","286.562"
"1902","Nicaragua","Aug","NIC","24.0595","156.392"
"1902","Nicaragua","Sep","NIC","25.9114","236.696"
"1902","Nicaragua","Oct","NIC","25.3256","209.804"
"1902","Nicaragua","Nov","NIC","24.7615","150.387"
"1902","Nicaragua","Dec","NIC","23.6684","40.0387"
"1903","Nicaragua","Jan","NIC","23.8516","59.4142"
"1903","Nicaragua","Feb","NIC","25.6205","15.8364"
"1903","Nicaragua","Mar","NIC","25.5778","17.0446"
"1903","Nicaragua","Apr","NIC","25.2699","34.1689"
"1903","Nicaragua","May","NIC","25.2113","310.149"
"1903","Nicaragua","Jun","NIC","25.9324","396.126"
"1903","Nicaragua","Jul","NIC","25.5384","349.919"
"1903","Nicaragua","Aug","NIC","25.0879","374.784"
"1903","Nicaragua","Sep","NIC","25.5798","231.489"
"1903","Nicaragua","Oct","NIC","24.4228","292.484"
"1903","Nicaragua","Nov","NIC","23.0879","117.95"
"1903","Nicaragua","Dec","NIC","22.0673","450.456"
"1904","Nicaragua","Jan","NIC","23.2512","475.92"
"1904","Nicaragua","Feb","NIC","24.1864","95.5425"
"1904","Nicaragua","Mar","NIC","24.8586","149.639"
"1904","Nicaragua","Apr","NIC","25.8318","79.3183"
"1904","Nicaragua","May","NIC","25.7867","214.489"
"1904","Nicaragua","Jun","NIC","25.1329","408.597"
"1904","Nicaragua","Jul","NIC","24.8836","243.569"
"1904","Nicaragua","Aug","NIC","24.525","207.81"
"1904","Nicaragua","Sep","NIC","24.6713","201.18"
"1904","Nicaragua","Oct","NIC","24.4333","220.401"
"1904","Nicaragua","Nov","NIC","23.4563","124.058"
"1904","Nicaragua","Dec","NIC","23.494","154.7"
"1905","Nicaragua","Jan","NIC","22.2681","42.1583"
"1905","Nicaragua","Feb","NIC","24.3334","14.4318"
"1905","Nicaragua","Mar","NIC","25.1141","84.0996"
"1905","Nicaragua","Apr","NIC","25.6071","29.97"
"1905","Nicaragua","May","NIC","26.6506","240.115"
"1905","Nicaragua","Jun","NIC","25.7052","321.003"
"1905","Nicaragua","Jul","NIC","24.9593","724.33"
"1905","Nicaragua","Aug","NIC","24.9633","225.33"
"1905","Nicaragua","Sep","NIC","25.031","246.014"
"1905","Nicaragua","Oct","NIC","25.1117","314.4"
"1905","Nicaragua","Nov","NIC","24.1861","130.17"
"1905","Nicaragua","Dec","NIC","23.6538","198.253"
"1906","Nicaragua","Jan","NIC","22.4007","81.7103"
"1906","Nicaragua","Feb","NIC","22.937","35.9974"
"1906","Nicaragua","Mar","NIC","24.3539","11.9661"
"1906","Nicaragua","Apr","NIC","24.9337","103.269"
"1906","Nicaragua","May","NIC","25.8396","152.206"
"1906","Nicaragua","Jun","NIC","24.8419","529.68"
"1906","Nicaragua","Jul","NIC","25.2771","389.993"
"1906","Nicaragua","Aug","NIC","24.6682","236.635"
