"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Estonia","Jan","EST","-3.805","29.3351"
"1901","Estonia","Feb","EST","-8.6483","37.0728"
"1901","Estonia","Mar","EST","-4.0331","16.5505"
"1901","Estonia","Apr","EST","3.97734","39.8323"
"1901","Estonia","May","EST","10.2486","6.33373"
"1901","Estonia","Jun","EST","16.2814","63.224"
"1901","Estonia","Jul","EST","19.4935","23.4112"
"1901","Estonia","Aug","EST","17.7712","59.1653"
"1901","Estonia","Sep","EST","12.2826","31.6236"
"1901","Estonia","Oct","EST","8.32838","30.8382"
"1901","Estonia","Nov","EST","-1.4952","58.1228"
"1901","Estonia","Dec","EST","-6.6419","54.2098"
"1902","Estonia","Jan","EST","-5.3917","52.2761"
"1902","Estonia","Feb","EST","-6.8333","21.7091"
"1902","Estonia","Mar","EST","-3.6708","42.5831"
"1902","Estonia","Apr","EST","0.33311","8.9126"
"1902","Estonia","May","EST","7.74391","79.9374"
"1902","Estonia","Jun","EST","12.3188","86.1529"
"1902","Estonia","Jul","EST","13.8907","93.9087"
"1902","Estonia","Aug","EST","13.4289","97.3396"
"1902","Estonia","Sep","EST","9.68302","64.5414"
"1902","Estonia","Oct","EST","3.47064","58.7992"
"1902","Estonia","Nov","EST","-1.5473","31.3937"
"1902","Estonia","Dec","EST","-7.7401","40.9173"
"1903","Estonia","Jan","EST","-4.8257","39.6729"
"1903","Estonia","Feb","EST","-1.8921","43.8565"
"1903","Estonia","Mar","EST","1.44582","22.8745"
"1903","Estonia","Apr","EST","4.9262","56.3078"
"1903","Estonia","May","EST","10.6274","58.3428"
"1903","Estonia","Jun","EST","15.4185","83.7953"
"1903","Estonia","Jul","EST","16.0911","60.9976"
"1903","Estonia","Aug","EST","14.2395","141.751"
"1903","Estonia","Sep","EST","12.0621","40.2738"
"1903","Estonia","Oct","EST","2.93086","67.0127"
"1903","Estonia","Nov","EST","1.43727","57.3872"
"1903","Estonia","Dec","EST","-2.4524","16.7028"
"1904","Estonia","Jan","EST","-2.7612","21.5282"
"1904","Estonia","Feb","EST","-6.5545","55.7403"
"1904","Estonia","Mar","EST","-4.2815","13.3347"
"1904","Estonia","Apr","EST","3.73593","50.9898"
"1904","Estonia","May","EST","7.3995","49.2314"
"1904","Estonia","Jun","EST","11.9333","73.0451"
"1904","Estonia","Jul","EST","14.082","56.6443"
"1904","Estonia","Aug","EST","14.2579","115.203"
"1904","Estonia","Sep","EST","10.6941","30.3542"
"1904","Estonia","Oct","EST","6.42537","43.5943"
"1904","Estonia","Nov","EST","-1.1012","50.0902"
"1904","Estonia","Dec","EST","-4.2642","70.2183"
"1905","Estonia","Jan","EST","-7.5699","50.6527"
"1905","Estonia","Feb","EST","-3.7454","21.529"
"1905","Estonia","Mar","EST","-1.054","35.6158"
"1905","Estonia","Apr","EST","2.52429","38.6174"
"1905","Estonia","May","EST","10.6253","27.8115"
"1905","Estonia","Jun","EST","16.5955","21.7964"
"1905","Estonia","Jul","EST","16.5008","86.4241"
"1905","Estonia","Aug","EST","14.9889","105.406"
"1905","Estonia","Sep","EST","10.4348","45.5651"
"1905","Estonia","Oct","EST","4.12636","91.1158"
"1905","Estonia","Nov","EST","0.89624","44.1949"
"1905","Estonia","Dec","EST","-2.3773","26.3639"
"1906","Estonia","Jan","EST","-3.3905","48.6145"
"1906","Estonia","Feb","EST","-3.2326","38.9304"
"1906","Estonia","Mar","EST","-3.2981","39.9582"
"1906","Estonia","Apr","EST","5.31593","39.3663"
"1906","Estonia","May","EST","13.8513","42.9901"
