"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Somalia","Jan","SOM","25.1777","3.54824"
"1901","Somalia","Feb","SOM","25.7345","6.52082"
"1901","Somalia","Mar","SOM","27.2376","9.04464"
"1901","Somalia","Apr","SOM","27.806","56.799"
"1901","Somalia","May","SOM","27.8329","68.7582"
"1901","Somalia","Jun","SOM","27.7219","13.1195"
"1901","Somalia","Jul","SOM","26.8237","14.855"
"1901","Somalia","Aug","SOM","26.8566","25.2087"
"1901","Somalia","Sep","SOM","27.4531","15.4798"
"1901","Somalia","Oct","SOM","26.5611","36.6121"
"1901","Somalia","Nov","SOM","25.599","17.5206"
"1901","Somalia","Dec","SOM","25.1896","56.6244"
"1902","Somalia","Jan","SOM","24.7711","3.17466"
"1902","Somalia","Feb","SOM","25.4248","2.11356"
"1902","Somalia","Mar","SOM","26.6912","6.61647"
"1902","Somalia","Apr","SOM","26.9399","30.0975"
"1902","Somalia","May","SOM","26.7373","90.1842"
"1902","Somalia","Jun","SOM","28.0871","17.5216"
"1902","Somalia","Jul","SOM","28.7266","4.7586"
"1902","Somalia","Aug","SOM","28.8449","3.62133"
"1902","Somalia","Sep","SOM","28.7115","8.46798"
"1902","Somalia","Oct","SOM","26.9391","52.0585"
"1902","Somalia","Nov","SOM","25.851","104.094"
"1902","Somalia","Dec","SOM","24.9339","4.1511"
"1903","Somalia","Jan","SOM","26.2228","4.19445"
"1903","Somalia","Feb","SOM","26.6026","2.50318"
"1903","Somalia","Mar","SOM","27.6846","7.3028"
"1903","Somalia","Apr","SOM","28.5451","52.1915"
"1903","Somalia","May","SOM","28.0561","40.7269"
"1903","Somalia","Jun","SOM","27.9514","6.08368"
"1903","Somalia","Jul","SOM","28.0589","8.96602"
"1903","Somalia","Aug","SOM","27.3752","8.21085"
"1903","Somalia","Sep","SOM","27.6696","41.651"
"1903","Somalia","Oct","SOM","26.5779","36.2824"
"1903","Somalia","Nov","SOM","25.0222","17.0789"
"1903","Somalia","Dec","SOM","24.6375","4.52666"
"1904","Somalia","Jan","SOM","24.2185","3.09807"
"1904","Somalia","Feb","SOM","25.7903","2.08139"
"1904","Somalia","Mar","SOM","26.8814","12.615"
"1904","Somalia","Apr","SOM","27.8864","30.0737"
"1904","Somalia","May","SOM","28.038","51.8018"
"1904","Somalia","Jun","SOM","28.318","17.5258"
"1904","Somalia","Jul","SOM","27.1691","8.82241"
"1904","Somalia","Aug","SOM","27.1003","3.01331"
"1904","Somalia","Sep","SOM","27.2494","36.9452"
"1904","Somalia","Oct","SOM","26.0142","39.2145"
"1904","Somalia","Nov","SOM","25.2446","26.8779"
"1904","Somalia","Dec","SOM","24.6255","4.8975"
"1905","Somalia","Jan","SOM","25.1057","3.21404"
"1905","Somalia","Feb","SOM","25.2808","2.55343"
"1905","Somalia","Mar","SOM","26.7879","64.7607"
"1905","Somalia","Apr","SOM","27.6271","59.6618"
"1905","Somalia","May","SOM","27.5934","61.2464"
"1905","Somalia","Jun","SOM","27.5902","8.2685"
"1905","Somalia","Jul","SOM","27.4321","15.7349"
"1905","Somalia","Aug","SOM","26.9238","5.90155"
"1905","Somalia","Sep","SOM","27.6063","40.1002"
"1905","Somalia","Oct","SOM","27.1936","33.9776"
"1905","Somalia","Nov","SOM","26.1228","57.2662"
"1905","Somalia","Dec","SOM","25.34","4.0638"
"1906","Somalia","Jan","SOM","24.3837","2.84061"
"1906","Somalia","Feb","SOM","26.6956","2.44027"
"1906","Somalia","Mar","SOM","26.9331","19.1291"
"1906","Somalia","Apr","SOM","27.5926","117.397"
"1906","Somalia","May","SOM","28.5805","80.8572"
"1906","Somalia","Jun","SOM","28.4797","26.1175"
"1906","Somalia","Jul","SOM","27.2137","17.0402"
"1906","Somalia","Aug","SOM","27.3888","6.53056"
"1906","Somalia","Sep","SOM","27.8722","5.8355"
"1906","Somalia","Oct","SOM","26.613","28.5402"
"1906","Somalia","Nov","SOM","24.8271","36.448"
"1906","Somalia","Dec","SOM","23.457","5.55544"
"1907","Somalia","Jan","SOM","23.9824","3.27791"
"1907","Somalia","Feb","SOM","25.9303","2.58119"
"1907","Somalia","Mar","SOM","27.4081","6.45368"
"1907","Somalia","Apr","SOM","28.1073","86.8467"
"1907","Somalia","May","SOM","28.2476","84.823"
"1907","Somalia","Jun","SOM","28.0068","9.6729"
"1907","Somalia","Jul","SOM","27.1214","15.5997"
"1907","Somalia","Aug","SOM","26.6178","7.6286"
"1907","Somalia","Sep","SOM","27.4064","14.7875"
"1907","Somalia","Oct","SOM","26.6098","38.9573"
"1907","Somalia","Nov","SOM","25.1783","28.7372"
"1907","Somalia","Dec","SOM","23.0591","30.0314"
"1908","Somalia","Jan","SOM","24.8429","3.38879"
"1908","Somalia","Feb","SOM","25.3345","2.01657"
"1908","Somalia","Mar","SOM","28.0538","7.01123"
"1908","Somalia","Apr","SOM","28.9674","56.1054"
"1908","Somalia","May","SOM","29.8003","69.162"
"1908","Somalia","Jun","SOM","28.546","10.0248"
"1908","Somalia","Jul","SOM","27.4816","10.661"
"1908","Somalia","Aug","SOM","27.2017","7.39364"
"1908","Somalia","Sep","SOM","28.6349","12.441"
"1908","Somalia","Oct","SOM","29.2706","37.451"
"1908","Somalia","Nov","SOM","24.6085","22.5382"
"1908","Somalia","Dec","SOM","23.4423","4.19963"
"1909","Somalia","Jan","SOM","23.4967","3.48465"
"1909","Somalia","Feb","SOM","24.5953","1.81097"
"1909","Somalia","Mar","SOM","26.247","6.73296"
"1909","Somalia","Apr","SOM","26.4408","44.4459"
"1909","Somalia","May","SOM","27.4089","57.0655"
"1909","Somalia","Jun","SOM","26.7928","7.43532"
"1909","Somalia","Jul","SOM","27.3171","10.6816"
"1909","Somalia","Aug","SOM","27.1726","21.7035"
"1909","Somalia","Sep","SOM","27.4889","6.38599"
"1909","Somalia","Oct","SOM","26.3581","29.7008"
"1909","Somalia","Nov","SOM","24.7011","19.9712"
"1909","Somalia","Dec","SOM","24.6488","10.3223"
"1910","Somalia","Jan","SOM","24.4435","2.97101"
"1910","Somalia","Feb","SOM","25.4137","1.85369"
"1910","Somalia","Mar","SOM","27.2455","8.37674"
"1910","Somalia","Apr","SOM","28.3298","30.9383"
"1910","Somalia","May","SOM","28.2513","84.4038"
"1910","Somalia","Jun","SOM","28.3167","9.99723"
"1910","Somalia","Jul","SOM","27.9166","14.0647"
"1910","Somalia","Aug","SOM","27.3727","14.5472"
"1910","Somalia","Sep","SOM","27.0892","7.12904"
"1910","Somalia","Oct","SOM","26.137","29.345"
"1910","Somalia","Nov","SOM","25.4159","18.3089"
"1910","Somalia","Dec","SOM","25.8544","12.6028"
"1911","Somalia","Jan","SOM","25.2008","1.83335"
"1911","Somalia","Feb","SOM","24.9011","1.41981"
"1911","Somalia","Mar","SOM","26.9565","19.0242"
"1911","Somalia","Apr","SOM","27.5215","71.5663"
"1911","Somalia","May","SOM","27.3878","36.993"
"1911","Somalia","Jun","SOM","28.1517","6.7671"
"1911","Somalia","Jul","SOM","25.699","19.8347"
"1911","Somalia","Aug","SOM","26.4708","7.999"
"1911","Somalia","Sep","SOM","26.7277","47.5211"
