"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Thailand","Jan","THA","24.2636","12.4725"
"1901","Thailand","Feb","THA","26.7941","14.3517"
"1901","Thailand","Mar","THA","27.669","32.0031"
"1901","Thailand","Apr","THA","29.5841","87.3683"
"1901","Thailand","May","THA","28.1738","213.96"
"1901","Thailand","Jun","THA","28.203","211.267"
"1901","Thailand","Jul","THA","28.1747","220.74"
"1901","Thailand","Aug","THA","27.8134","246.054"
"1901","Thailand","Sep","THA","26.6485","265.493"
"1901","Thailand","Oct","THA","26.9915","177.457"
"1901","Thailand","Nov","THA","25.5544","77.9094"
"1901","Thailand","Dec","THA","23.6084","20.157"
"1902","Thailand","Jan","THA","22.4454","7.95311"
"1902","Thailand","Feb","THA","22.8237","10.0289"
"1902","Thailand","Mar","THA","27.6699","30.3107"
"1902","Thailand","Apr","THA","29.0994","95.2528"
"1902","Thailand","May","THA","28.3789","124.53"
"1902","Thailand","Jun","THA","28.4151","145.874"
"1902","Thailand","Jul","THA","27.7964","145.507"
"1902","Thailand","Aug","THA","27.2915","260.202"
"1902","Thailand","Sep","THA","26.6134","283.428"
"1902","Thailand","Oct","THA","26.5907","151.519"
"1902","Thailand","Nov","THA","24.8809","87.7255"
"1902","Thailand","Dec","THA","24.1537","37.2067"
"1903","Thailand","Jan","THA","23.3944","11.1885"
"1903","Thailand","Feb","THA","24.6532","9.81622"
"1903","Thailand","Mar","THA","28.1238","11.9302"
"1903","Thailand","Apr","THA","29.927","31.5275"
"1903","Thailand","May","THA","29.1443","190.857"
"1903","Thailand","Jun","THA","27.1767","256.088"
"1903","Thailand","Jul","THA","27.3422","170.974"
"1903","Thailand","Aug","THA","26.6866","264.93"
"1903","Thailand","Sep","THA","26.3012","239.091"
"1903","Thailand","Oct","THA","25.9996","159.334"
"1903","Thailand","Nov","THA","23.4975","46.4734"
"1903","Thailand","Dec","THA","19.9775","42.0746"
"1904","Thailand","Jan","THA","21.0129","18.5017"
"1904","Thailand","Feb","THA","23.4202","7.50768"
"1904","Thailand","Mar","THA","27.1346","23.6096"
"1904","Thailand","Apr","THA","28.0558","141.445"
"1904","Thailand","May","THA","28.2699","236.982"
"1904","Thailand","Jun","THA","27.6168","183.76"
"1904","Thailand","Jul","THA","27.3396","176.968"
"1904","Thailand","Aug","THA","27.5023","178.608"
"1904","Thailand","Sep","THA","27.1775","283.136"
"1904","Thailand","Oct","THA","26.8142","153.857"
"1904","Thailand","Nov","THA","23.9423","116.586"
"1904","Thailand","Dec","THA","21.8042","23.1106"
"1905","Thailand","Jan","THA","23.5672","12.1635"
"1905","Thailand","Feb","THA","26.3619","7.21137"
"1905","Thailand","Mar","THA","27.75","64.5465"
"1905","Thailand","Apr","THA","29.5297","64.2171"
"1905","Thailand","May","THA","28.4936","234.932"
"1905","Thailand","Jun","THA","27.6675","212.574"
"1905","Thailand","Jul","THA","27.7118","230.093"
"1905","Thailand","Aug","THA","27.8452","231.872"
"1905","Thailand","Sep","THA","27.3805","282.878"
"1905","Thailand","Oct","THA","26.9636","140.356"
"1905","Thailand","Nov","THA","25.3532","79.6117"
"1905","Thailand","Dec","THA","25.9519","24.2919"
"1906","Thailand","Jan","THA","25.0796","15.5214"
"1906","Thailand","Feb","THA","26.7243","8.55649"
"1906","Thailand","Mar","THA","27.7991","11.2563"
"1906","Thailand","Apr","THA","30.4554","32.59"
"1906","Thailand","May","THA","29.9206","178.399"
"1906","Thailand","Jun","THA","28.2425","189.963"
"1906","Thailand","Jul","THA","27.9557","240.5"
"1906","Thailand","Aug","THA","27.7473","240.874"
"1906","Thailand","Sep","THA","27.7177","296.229"
"1906","Thailand","Oct","THA","26.3554","128.472"
"1906","Thailand","Nov","THA","24.0295","60.3391"
"1906","Thailand","Dec","THA","23.2455","39.6353"
"1907","Thailand","Jan","THA","23.0484","35.1865"
"1907","Thailand","Feb","THA","25.3158","5.57163"
"1907","Thailand","Mar","THA","26.652","130.365"
"1907","Thailand","Apr","THA","28.8176","38.0063"
"1907","Thailand","May","THA","27.7643","231.458"
"1907","Thailand","Jun","THA","27.6178","192.49"
"1907","Thailand","Jul","THA","27.3135","149.643"
"1907","Thailand","Aug","THA","26.8863","165.366"
"1907","Thailand","Sep","THA","27.0578","175.017"
"1907","Thailand","Oct","THA","26.3514","192.291"
"1907","Thailand","Nov","THA","24.8341","99.1784"
"1907","Thailand","Dec","THA","21.046","35.8998"
"1908","Thailand","Jan","THA","22.947","14.3917"
"1908","Thailand","Feb","THA","24.7816","17.9576"
"1908","Thailand","Mar","THA","27.2743","12.8391"
"1908","Thailand","Apr","THA","29.2598","123.175"
"1908","Thailand","May","THA","28.0938","236.154"
"1908","Thailand","Jun","THA","27.6097","236.722"
"1908","Thailand","Jul","THA","27.3103","256.229"
"1908","Thailand","Aug","THA","26.8983","317.635"
"1908","Thailand","Sep","THA","26.8984","316.793"
"1908","Thailand","Oct","THA","26.4841","171.312"
"1908","Thailand","Nov","THA","23.3726","101.759"
"1908","Thailand","Dec","THA","22.6581","36.3452"
"1909","Thailand","Jan","THA","23.1541","31.46"
"1909","Thailand","Feb","THA","25.2904","14.388"
"1909","Thailand","Mar","THA","27.4277","23.6364"
"1909","Thailand","Apr","THA","28.9178","54.8399"
"1909","Thailand","May","THA","27.9997","195.248"
"1909","Thailand","Jun","THA","27.6794","172.845"
"1909","Thailand","Jul","THA","27.1102","246.688"
"1909","Thailand","Aug","THA","27.21","342.965"
"1909","Thailand","Sep","THA","27.0865","259.006"
"1909","Thailand","Oct","THA","26.7889","156.011"
"1909","Thailand","Nov","THA","23.7836","143.055"
"1909","Thailand","Dec","THA","21.7439","12.3539"
"1910","Thailand","Jan","THA","23.5485","25.8359"
"1910","Thailand","Feb","THA","24.1924","32.8407"
"1910","Thailand","Mar","THA","26.3418","53.5569"
"1910","Thailand","Apr","THA","28.5251","129.125"
"1910","Thailand","May","THA","28.2339","214.015"
"1910","Thailand","Jun","THA","27.556","291.524"
"1910","Thailand","Jul","THA","27.5406","191.267"
"1910","Thailand","Aug","THA","27.3051","348.055"
"1910","Thailand","Sep","THA","26.3351","292.242"
"1910","Thailand","Oct","THA","26.1852","157.546"
"1910","Thailand","Nov","THA","24.505","67.2118"
"1910","Thailand","Dec","THA","21.3523","46.6578"
"1911","Thailand","Jan","THA","22.4728","30.1531"
"1911","Thailand","Feb","THA","24.4164","12.6344"
"1911","Thailand","Mar","THA","27.0482","21.765"
"1911","Thailand","Apr","THA","28.9304","95.1736"
"1911","Thailand","May","THA","28.388","158.21"
"1911","Thailand","Jun","THA","27.7371","209.599"
"1911","Thailand","Jul","THA","27.4539","144.816"
"1911","Thailand","Aug","THA","27.6711","147.339"
"1911","Thailand","Sep","THA","27.2658","280.498"
"1911","Thailand","Oct","THA","26.6607","151.78"
"1911","Thailand","Nov","THA","26.1859","42.0846"
"1911","Thailand","Dec","THA","24.1542","31.0054"
"1912","Thailand","Jan","THA","23.2282","14.1304"
"1912","Thailand","Feb","THA","25.3253","8.1152"
"1912","Thailand","Mar","THA","28.1645","41.6082"
"1912","Thailand","Apr","THA","29.2639","64.2969"
"1912","Thailand","May","THA","29.4569","166.102"
"1912","Thailand","Jun","THA","28.2229","176.048"
"1912","Thailand","Jul","THA","27.1037","288.64"
"1912","Thailand","Aug","THA","26.6025","286.119"
"1912","Thailand","Sep","THA","26.6999","188.54"
"1912","Thailand","Oct","THA","25.9919","132.514"
"1912","Thailand","Nov","THA","23.3118","116.69"
"1912","Thailand","Dec","THA","22.5336","22.9935"
"1913","Thailand","Jan","THA","22.5195","25.956"
"1913","Thailand","Feb","THA","25.3907","22.4216"
"1913","Thailand","Mar","THA","27.3572","11.3288"
"1913","Thailand","Apr","THA","29.4806","50.9895"
"1913","Thailand","May","THA","27.7623","224.198"
"1913","Thailand","Jun","THA","27.4049","176.215"
"1913","Thailand","Jul","THA","26.5658","221.024"
"1913","Thailand","Aug","THA","26.7406","241.656"
"1913","Thailand","Sep","THA","26.7626","222.076"
"1913","Thailand","Oct","THA","26.1017","128.134"
"1913","Thailand","Nov","THA","23.8401","124.909"
"1913","Thailand","Dec","THA","22.4143","39.065"
"1914","Thailand","Jan","THA","21.8646","19.6781"
"1914","Thailand","Feb","THA","25.4303","10.4745"
"1914","Thailand","Mar","THA","27.382","61.4725"
"1914","Thailand","Apr","THA","29.1519","60.3992"
"1914","Thailand","May","THA","29.1976","167.635"
"1914","Thailand","Jun","THA","27.5011","220.759"
"1914","Thailand","Jul","THA","26.9231","248.05"
"1914","Thailand","Aug","THA","26.5807","227.197"
"1914","Thailand","Sep","THA","26.6827","197.127"
"1914","Thailand","Oct","THA","25.9614","153.279"
"1914","Thailand","Nov","THA","24.8785","88.4119"
"1914","Thailand","Dec","THA","23.4569","42.9854"
"1915","Thailand","Jan","THA","23.0207","5.85949"
"1915","Thailand","Feb","THA","26.1294","3.22128"
"1915","Thailand","Mar","THA","27.6137","31.8158"
"1915","Thailand","Apr","THA","29.0061","92.734"
"1915","Thailand","May","THA","28.0685","172.615"
"1915","Thailand","Jun","THA","27.7599","222.229"
"1915","Thailand","Jul","THA","27.1735","182.578"
"1915","Thailand","Aug","THA","27.2482","236.609"
"1915","Thailand","Sep","THA","26.5283","272.951"
"1915","Thailand","Oct","THA","26.0909","266.542"
"1915","Thailand","Nov","THA","23.7131","94.2178"
"1915","Thailand","Dec","THA","20.4238","26.8049"
"1916","Thailand","Jan","THA","21.3999","13.4901"
"1916","Thailand","Feb","THA","24.5962","17.5462"
"1916","Thailand","Mar","THA","27.6021","78.337"
"1916","Thailand","Apr","THA","29.1459","51.8587"
"1916","Thailand","May","THA","28.2539","180.413"
"1916","Thailand","Jun","THA","27.2333","233.297"
"1916","Thailand","Jul","THA","27.2952","226.042"
"1916","Thailand","Aug","THA","26.8793","296.673"
"1916","Thailand","Sep","THA","26.6339","276.837"
"1916","Thailand","Oct","THA","25.7829","181.469"
"1916","Thailand","Nov","THA","23.2613","70.0809"
"1916","Thailand","Dec","THA","21.438","30.2199"
"1917","Thailand","Jan","THA","22.457","11.3578"
"1917","Thailand","Feb","THA","24.6129","4.99674"
"1917","Thailand","Mar","THA","26.4816","29.3781"
"1917","Thailand","Apr","THA","29.1288","26.525"
"1917","Thailand","May","THA","28.424","125.885"
"1917","Thailand","Jun","THA","27.0831","256.728"
"1917","Thailand","Jul","THA","26.9986","201.38"
"1917","Thailand","Aug","THA","26.4714","310.471"
"1917","Thailand","Sep","THA","26.3049","317.072"
"1917","Thailand","Oct","THA","25.4429","238.758"
"1917","Thailand","Nov","THA","23.9096","69.3898"
"1917","Thailand","Dec","THA","21.5587","45.2377"
"1918","Thailand","Jan","THA","22.7206","6.53392"
"1918","Thailand","Feb","THA","23.3683","27.2258"
"1918","Thailand","Mar","THA","26.6703","35.7689"
"1918","Thailand","Apr","THA","28.0307","90.9232"
"1918","Thailand","May","THA","27.4674","216.346"
"1918","Thailand","Jun","THA","27.4543","197.484"
"1918","Thailand","Jul","THA","27.7829","110.409"
"1918","Thailand","Aug","THA","26.9872","258.968"
"1918","Thailand","Sep","THA","27.2244","291.129"
"1918","Thailand","Oct","THA","26.4798","102.454"
"1918","Thailand","Nov","THA","25.3632","71.6203"
"1918","Thailand","Dec","THA","23.9906","32.8709"
