"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Peru","Jan","PER","19.6552","150.559"
"1901","Peru","Feb","PER","20.2573","172.574"
"1901","Peru","Mar","PER","19.6655","209.748"
"1901","Peru","Apr","PER","19.6025","127.112"
"1901","Peru","May","PER","19.4515","112.877"
"1901","Peru","Jun","PER","18.4421","97.6111"
"1901","Peru","Jul","PER","17.8968","95.1431"
"1901","Peru","Aug","PER","18.9441","80.1371"
"1901","Peru","Sep","PER","19.179","103.668"
"1901","Peru","Oct","PER","19.1052","144.812"
"1901","Peru","Nov","PER","19.0399","124.194"
"1901","Peru","Dec","PER","19.2827","137.402"
"1902","Peru","Jan","PER","19.469","167.48"
"1902","Peru","Feb","PER","19.5532","214.119"
"1902","Peru","Mar","PER","19.7303","172.345"
"1902","Peru","Apr","PER","19.5535","142.77"
"1902","Peru","May","PER","19.4531","106.954"
"1902","Peru","Jun","PER","18.2526","76.4581"
"1902","Peru","Jul","PER","18.4623","67.7817"
"1902","Peru","Aug","PER","18.5509","66.4755"
"1902","Peru","Sep","PER","19.1903","82.0897"
"1902","Peru","Oct","PER","19.0384","166.445"
"1902","Peru","Nov","PER","19.4782","131.035"
"1902","Peru","Dec","PER","19.6657","172.133"
"1903","Peru","Jan","PER","19.9132","179.429"
"1903","Peru","Feb","PER","20.8971","166.503"
"1903","Peru","Mar","PER","19.7831","197.15"
"1903","Peru","Apr","PER","19.0338","132.708"
"1903","Peru","May","PER","18.6847","132.561"
"1903","Peru","Jun","PER","17.9924","93.8581"
"1903","Peru","Jul","PER","17.8315","67.458"
"1903","Peru","Aug","PER","18.1202","64.5679"
"1903","Peru","Sep","PER","19.0067","100.685"
"1903","Peru","Oct","PER","18.653","114.845"
"1903","Peru","Nov","PER","18.6567","161.643"
"1903","Peru","Dec","PER","18.4562","141.899"
"1904","Peru","Jan","PER","18.8981","205.131"
"1904","Peru","Feb","PER","19.245","189.559"
"1904","Peru","Mar","PER","19.0295","160.131"
"1904","Peru","Apr","PER","18.9783","148.442"
"1904","Peru","May","PER","18.4976","109.214"
"1904","Peru","Jun","PER","18.4335","74.074"
"1904","Peru","Jul","PER","17.5837","64.5406"
"1904","Peru","Aug","PER","18.502","63.4243"
"1904","Peru","Sep","PER","18.7514","89.3943"
"1904","Peru","Oct","PER","18.6579","156.563"
"1904","Peru","Nov","PER","19.3557","123.762"
"1904","Peru","Dec","PER","19.2774","130.096"
"1905","Peru","Jan","PER","19.4663","152.352"
"1905","Peru","Feb","PER","20.2532","154.421"
"1905","Peru","Mar","PER","19.2229","165.734"
"1905","Peru","Apr","PER","19.4131","132.236"
"1905","Peru","May","PER","19.1928","115.631"
"1905","Peru","Jun","PER","18.819","67.482"
"1905","Peru","Jul","PER","18.2091","68.6616"
"1905","Peru","Aug","PER","18.5021","76.332"
