"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Comoros","Jan","COM","27.1242","266.154"
"1901","Comoros","Feb","COM","25.9379","241.444"
"1901","Comoros","Mar","COM","26.8651","143.265"
"1901","Comoros","Apr","COM","25.7658","215.41"
"1901","Comoros","May","COM","24.8677","90.2123"
"1901","Comoros","Jun","COM","24.3906","50.9671"
"1901","Comoros","Jul","COM","22.9131","167.016"
"1901","Comoros","Aug","COM","22.7776","84.5888"
"1901","Comoros","Sep","COM","23.6728","25.8143"
"1901","Comoros","Oct","COM","25.1677","26.35"
"1901","Comoros","Nov","COM","26.9752","50.9361"
"1901","Comoros","Dec","COM","26.695","238.668"
"1902","Comoros","Jan","COM","27.0454","308.378"
"1902","Comoros","Feb","COM","26.3576","216.79"
"1902","Comoros","Mar","COM","26.6371","178.985"
"1902","Comoros","Apr","COM","26.6124","175.557"
"1902","Comoros","May","COM","25.5677","81.3233"
"1902","Comoros","Jun","COM","23.9726","50.9671"
"1902","Comoros","Jul","COM","23.746","61.2791"
"1902","Comoros","Aug","COM","23.4365","35.2522"
"1902","Comoros","Sep","COM","25.323","17.0047"
"1902","Comoros","Oct","COM","25.7677","41.0924"
"1902","Comoros","Nov","COM","26.9659","121.245"
"1902","Comoros","Dec","COM","26.4441","139.688"
"1903","Comoros","Jan","COM","26.7036","277.508"
"1903","Comoros","Feb","COM","26.0714","270.527"
"1903","Comoros","Mar","COM","26.7129","238.521"
"1903","Comoros","Apr","COM","26.0143","203.665"
"1903","Comoros","May","COM","25.5155","121.678"
"1903","Comoros","Jun","COM","24.6006","103.172"
"1903","Comoros","Jul","COM","23.3044","87.214"
"1903","Comoros","Aug","COM","23.6851","157.386"
"1903","Comoros","Sep","COM","23.631","54.5809"
"1903","Comoros","Oct","COM","25.0856","50.9375"
"1903","Comoros","Nov","COM","26.9503","111.823"
"1903","Comoros","Dec","COM","26.4435","190.188"
"1904","Comoros","Jan","COM","26.1422","306.604"
"1904","Comoros","Feb","COM","26.2099","241.444"
"1904","Comoros","Mar","COM","26.2129","213.401"
"1904","Comoros","Apr","COM","26.3571","221.936"
"1904","Comoros","May","COM","26.4577","84.0259"
"1904","Comoros","Jun","COM","23.2664","87.3563"
"1904","Comoros","Jul","COM","22.5721","73.8643"
"1904","Comoros","Aug","COM","23.3533","93.1714"
"1904","Comoros","Sep","COM","23.5522","27.7282"
"1904","Comoros","Oct","COM","25.5367","67.4642"
"1904","Comoros","Nov","COM","26.4827","144.766"
"1904","Comoros","Dec","COM","26.5516","187.323"
"1905","Comoros","Jan","COM","26.8832","246.009"
"1905","Comoros","Feb","COM","26.6825","210.671"
