"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Belgium","Jan","BEL","-0.0927","40.3495"
"1901","Belgium","Feb","BEL","-1.5673","32.2644"
"1901","Belgium","Mar","BEL","3.56034","68.7418"
"1901","Belgium","Apr","BEL","9.16317","65.6921"
"1901","Belgium","May","BEL","12.4383","30.4496"
"1901","Belgium","Jun","BEL","15.762","57.9736"
"1901","Belgium","Jul","BEL","18.9152","45.5922"
"1901","Belgium","Aug","BEL","17.2449","57.9958"
"1901","Belgium","Sep","BEL","14.4895","81.6926"
"1901","Belgium","Oct","BEL","10.1199","87.9293"
"1901","Belgium","Nov","BEL","4.22317","40.7671"
"1901","Belgium","Dec","BEL","2.6935","74.4947"
"1902","Belgium","Jan","BEL","3.96298","46.9536"
"1902","Belgium","Feb","BEL","0.45263","41.6082"
"1902","Belgium","Mar","BEL","5.85276","47.2676"
"1902","Belgium","Apr","BEL","9.06068","45.149"
"1902","Belgium","May","BEL","9.14041","84.38"
"1902","Belgium","Jun","BEL","15.2797","59.151"
"1902","Belgium","Jul","BEL","16.3931","58.5176"
"1902","Belgium","Aug","BEL","15.6206","99.2138"
"1902","Belgium","Sep","BEL","13.4046","61.1146"
"1902","Belgium","Oct","BEL","8.58164","60.51"
"1902","Belgium","Nov","BEL","4.10617","33.1273"
"1902","Belgium","Dec","BEL","0.87422","78.9106"
"1903","Belgium","Jan","BEL","2.56048","62.2603"
"1903","Belgium","Feb","BEL","5.26232","38.5551"
"1903","Belgium","Mar","BEL","7.28906","62.8824"
"1903","Belgium","Apr","BEL","5.47873","112.09"
"1903","Belgium","May","BEL","12.9017","45.6176"
"1903","Belgium","Jun","BEL","14.5519","55.7254"
"1903","Belgium","Jul","BEL","16.4233","104.049"
"1903","Belgium","Aug","BEL","15.9276","82.3573"
"1903","Belgium","Sep","BEL","14.6701","78.1177"
"1903","Belgium","Oct","BEL","11.2082","118.554"
"1903","Belgium","Nov","BEL","5.75343","77.7098"
"1903","Belgium","Dec","BEL","0.86491","28.936"
"1904","Belgium","Jan","BEL","0.52244","54.6242"
"1904","Belgium","Feb","BEL","3.01201","83.0675"
"1904","Belgium","Mar","BEL","4.12497","56.5978"
"1904","Belgium","Apr","BEL","9.66636","23.2931"
"1904","Belgium","May","BEL","12.828","50.8342"
"1904","Belgium","Jun","BEL","15.1321","49.1401"
"1904","Belgium","Jul","BEL","19.1775","38.1593"
"1904","Belgium","Aug","BEL","17.0849","43.7483"
"1904","Belgium","Sep","BEL","12.6181","53.864"
"1904","Belgium","Oct","BEL","9.71463","53.7021"
"1904","Belgium","Nov","BEL","4.71576","66.9126"
"1904","Belgium","Dec","BEL","4.18199","84.5207"
"1905","Belgium","Jan","BEL","0.46792","42.9485"
"1905","Belgium","Feb","BEL","3.3076","35.3186"
"1905","Belgium","Mar","BEL","6.48216","95.0452"
"1905","Belgium","Apr","BEL","7.28293","46.6864"
"1905","Belgium","May","BEL","11.9496","56.0817"
"1905","Belgium","Jun","BEL","16.9566","92.0319"
"1905","Belgium","Jul","BEL","18.7125","71.5227"
"1905","Belgium","Aug","BEL","16.7073","96.0316"
"1905","Belgium","Sep","BEL","13.3996","80.8815"
"1905","Belgium","Oct","BEL","6.39734","94.1022"
"1905","Belgium","Nov","BEL","4.27317","81.1975"
"1905","Belgium","Dec","BEL","2.57493","32.6277"
"1906","Belgium","Jan","BEL","3.11368","107.487"
"1906","Belgium","Feb","BEL","2.05963","64.7722"
"1906","Belgium","Mar","BEL","4.47654","78.1197"
"1906","Belgium","Apr","BEL","8.0619","34.7374"
"1906","Belgium","May","BEL","12.8302","91.8369"
"1906","Belgium","Jun","BEL","14.7084","46.6758"
"1906","Belgium","Jul","BEL","17.2345","60.3853"
"1906","Belgium","Aug","BEL","17.5666","60.7129"
"1906","Belgium","Sep","BEL","14.3239","35.7109"
"1906","Belgium","Oct","BEL","12.1675","70.0518"
