"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,19.05,23.45,11.3,NA,16.05,51.5,0.5,3,12,0,0
1955,21,24.4,10.3,158.82,20,26,1,3,4,0,0
1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,18.7,25.6,9.8,NA,19.8,33,0,0,15,0,0
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,17.3,23.5,11.3,0,12.8,0,0,0,0,0,0
1966,18,24.9,11.6,0,9.9,0,0,0,0,0,0
1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,17.4,23.3,10.3,188.48,11.1,0,0,0,0,0,0
1974,17.4,23.1,10.7,159.75,12.8,0,0,0,0,0,0
1975,16.8,22.8,10.1,62.5,12,0,0,0,0,0,0
1976,17.2,23,10.7,81.57,12.7,0,0,0,0,0,0
1977,17.5,23.3,10.9,87.63,10.1,0,0,0,0,0,0
1978,17.8,23.9,10.9,133.37,9.9,0,0,0,0,0,0
1979,20.1,26.5,13.2,48.1,12.8666666666667,25,0.166666666666667,3.66666666666667,3,0,0.166666666666667
1980,17.2,23,11.3,161.56,9.6,29,0.75,2.75,2.25,0.25,0.25
1981,19.1,25.5,12.68,70.624,13.14,33.6,0.6,2.8,2.4,0,1.2
1982,16.2,21.6,11,68.57,8.1,65,2,5,2,0,2
1983,16.3,21.9,10.6,42.68,8.4,63,10,6,10,1,2
1984,16.35,23.15,9.75,67.175,11.4,38.5,0.5,5.5,7,0,1.5
1985,17.1333333333333,24.2333333333333,10.2,48.7666666666667,11.7666666666667,35,1.5,3.75,5.75,0,0.75
1986,16.6,23.25,10.3,63.5,11.65,41,0.333333333333333,3.33333333333333,9.33333333333333,0.333333333333333,0.666666666666667
1987,16.5,23.7,9.85,58.57,10.9,64.5,2.5,2.5,10.5,0,0.5
1988,17.5666666666667,24.0333333333333,10.8,126.875,12.5,52.3333333333333,3.33333333333333,4.66666666666667,10.6666666666667,0,0.666666666666667
1989,16.75,23.85,11.7,NA,9.7,35.5,3,0.5,12.5,0,0.5
1990,16.8,23.8,10.1,114.935,11.95,49.5,0.5,5.5,9.5,0.5,3
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,15.75,21.8,9.3,NA,13.35,59,10,1.5,12.5,0.5,0
1993,16.95,23.55,8.1,89.415,14.25,37.5,4.5,1,12,0,1
1994,17.3,24,10.75,321.705,15.2,63,3,4.5,16.5,0.5,0.5
1995,19.3444444444444,26.2222222222222,12.4,113.001111111111,10.9777777777778,24.3333333333333,1.22222222222222,2.11111111111111,7.66666666666667,0,0.111111111111111
1996,20.0333333333333,26.6,13.2222222222222,195.606666666667,11.7111111111111,35.1111111111111,0.666666666666667,1.88888888888889,7.55555555555556,0,0.555555555555556
1997,19.0444444444444,25.5777777777778,12.3111111111111,214.664444444444,11.8333333333333,38.2222222222222,1,4.33333333333333,5.22222222222222,0,0.777777777777778
1998,19.8428571428571,26.7142857142857,13.0142857142857,164.592857142857,11.0428571428571,30.25,1.875,1.75,6.375,0,0.625
1999,20.2222222222222,27.2222222222222,13.2777777777778,0,9.56666666666667,18.8888888888889,0.222222222222222,0.777777777777778,3.33333333333333,0.222222222222222,0.111111111111111
2000,19.3,25.88,12.84,125.8375,12.325,35.8,1.6,2,6.2,0,0
2001,20.25,27.175,13.475,155.907142857143,9.1,26.875,0.625,1.875,6.375,0.125,0.625
2002,NA,NA,NA,NA,NA,42.6666666666667,1,4.66666666666667,11.6666666666667,0,1
2003,19.9666666666667,26.3666666666667,13.1666666666667,240.443333333333,11.9,45.6666666666667,3,2,10.6666666666667,0,0.333333333333333
