"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1939,NA,NA,NA,NA
1940,5.85,9.55,1.7,816.71
1941,6.43333333333333,10.0666666666667,2.63333333333333,NA
1942,6.76666666666667,10.75,2.63333333333333,674.48
1943,8.23333333333333,12.8666666666667,3.63333333333333,NA
1952,NA,NA,NA,NA
1953,NA,NA,NA,NA
1954,NA,NA,NA,NA
1955,NA,NA,NA,NA
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,NA,NA,NA,NA
1959,8.7,13.8,4.06666666666667,477.78
1960,8.23333333333333,12.8333333333333,4.13333333333333,NA
1961,8.9,13.8666666666667,4.3,NA
1962,7.36666666666667,11.9,3.1,691.265
1963,7.23333333333333,12.1333333333333,2.73333333333333,602.03
1973,8.4,13.175,3.775,435.905
1974,9.05,13.575,4.9,626.125
1975,9.075,13.75,4.75,545.34
1976,8.375,13,3.75,490.48
1977,8.6,13.05,4.25,630.48
1978,7.75,12.075,3.525,608.7175
1979,8.275,12.925,3.75,709.43
1980,7.15,11.475,2.95,659.49
1981,8.475,13,3.9,755.69
1982,8.725,13.575,4.2,449.7475
1983,9.3,14.1,4.425,475.48
1984,8.1,12.45,3.9,570.92
1985,7.3,11.8,2.9,666.3975
1986,8.05,12.825,3.425,551.3775
1987,7.525,11.875,3.225,684.025
1988,8.9,13.375,4.55,568.03
1989,8.96,13.6,4.54,508.452
1990,8.96,13.8,4.32,533.398
1991,7.78,12.46,3.38,515.44
1992,9.1,13.9,4.56,499.344
1993,8.16,12.92,3.58,554.054
1994,9.1,13.7,4.5,569.073333333333
1995,8,12.3,3.86666666666667,608.646666666667
1996,6.74,10.92,2.6,503.822
1997,8.04,12.54,3.54,467.604
1998,9.05,13.375,4.775,556.9875
1999,8.88,13.22,4.46,521.452
2000,9.62,14.12,5.04,450.48
2001,8.36,12.5,4.08,674.543333333333
2002,NA,NA,NA,NA
2003,8.98,14,3.8,399.54
2004,8.6,13.18,4,529.72
2005,NA,NA,NA,NA
2006,8.88,13.64,4.06,588.008
2007,9.66,14.24,4.82,627.254
2008,9.52,14.06,4.68,527.712
2009,9.18,13.62,4.5,588.028
2010,7.86,12.12,3.34,749.846
2011,9.18,13.96,4.16,517.762
2012,9.16,13.94,4.02,548.498
2013,8.68,12.82,4.18,621.704
2014,10.2,14.7,5.52,619.002
2015,10.14,14.62,5.18,431.458
2016,9.48,13.8,4.64,576.2
2017,9.24,13.62,4.38,1408.2675
2018,10.62,15.24,5.46,516.12
2019,NA,NA,NA,NA
