"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1944,NA,NA,NA,NA
1945,17.7,19.9,15.8,NA
1946,NA,NA,NA,NA
1947,17,19.6,14.6,NA
1948,17.3,19.9,14.8,NA
1949,NA,NA,NA,NA
1950,NA,NA,NA,NA
1951,17.95,20.45,15.7,NA
1952,17.95,20.3,15.8,NA
1953,18.05,20.55,15.6,NA
1954,17.7,20.25,15.15,NA
1955,18.1,20.55,15.65,NA
1956,17.5,19.6,15.5,NA
1957,17.4,19.6,15.2,NA
1958,17.5,19.7,15.4,NA
1959,17.1,19.4,14.7,NA
1960,17.1,19.6,14.6,NA
1961,17.6,19.8,15.2,NA
1962,17,19.1,14.7,NA
1963,17,19.2,14.4,NA
1964,16.9,19,14.6,NA
1965,18,20.3,15.6,NA
1966,17.3,19.5,15,NA
1967,18,20.3,15.4,NA
1968,17.3,19.8,14.6,NA
1969,16.6,19.1,14.1,NA
1970,17.5,19.9,15,NA
1971,17,19.3,14.5,NA
1972,17.3,19.7,14.8,NA
1973,15.9846153846154,20.2083333333333,11.425,581.208333333333
1974,15.6454545454545,19.7181818181818,12.0909090909091,615.537272727273
1975,15.4777777777778,19.8333333333333,11.7222222222222,695.378888888889
1976,15.7818181818182,19.8727272727273,12.2363636363636,729.364
1977,15.6785714285714,19.6642857142857,12.2214285714286,989.276666666667
1978,15.8647058823529,20.1294117647059,12.2705882352941,858.9
1979,15.8117647058824,20.0411764705882,12.2647058823529,883.057647058824
1980,15.9235294117647,20.2529411764706,12.3529411764706,668.972941176471
1981,16.2470588235294,20.6705882352941,12.6294117647059,647.428235294118
1982,15.7941176470588,20,12.1823529411765,789.645
1983,15.70625,19.9375,12.1875,804.47625
1984,15.7,19.7882352941176,12.1764705882353,902.07875
1985,16.0421052631579,20.3,12.3842105263158,971.329444444444
1986,15.7277777777778,19.9833333333333,12.1444444444444,708.713529411765
1987,16.4789473684211,20.5368421052632,13.0842105263158,1099.14722222222
1988,16.1052631578947,20.2315789473684,12.7473684210526,822.458888888889
1989,16.8,21.0928571428571,13.1928571428571,970.568461538462
1990,16.4888888888889,20.6,12.9222222222222,843.155
1991,16.5444444444444,20.7166666666667,12.9833333333333,694.133529411765
1992,16.3666666666667,20.6533333333333,12.7066666666667,673.566428571429
1993,15.8642857142857,19.9,12.4714285714286,1012.98076923077
1994,16.48,20.64,12.9466666666667,833.365714285714
1995,17.5214285714286,21.7071428571429,13.9857142857143,810.02
1996,16.77,20.58,13.34,963.291111111111
1997,17.3461538461538,21.3846153846154,13.8230769230769,928.727692307692
1998,16.35,20.825,12.59,593.418
1999,16.06,20.368,12.224,736.916956521739
2000,16.05,20.3269230769231,12.1730769230769,818.663846153846
2001,16.1136363636364,20.3363636363636,12.5363636363636,1044.48307692308
2002,NA,NA,NA,NA
2003,16.4714285714286,20.7407407407407,12.7535714285714,843.988888888889
2004,16.2851851851852,20.7074074074074,12.2518518518519,602.618461538462
2005,NA,NA,NA,NA
2006,16.8607142857143,21.125,13.1642857142857,847.323333333333
2007,16.2322580645161,20.5806451612903,12.5483870967742,561.269230769231
2008,16.328125,20.50625,12.6125,705.607619047619
2009,16.715625,20.9125,12.903125,834.475238095238
2010,16.7137931034483,20.7931034482759,13.1034482758621,1102.09722222222
2011,16.8655172413793,21.3655172413793,13.1655172413793,710.221764705882
2012,16.2161290322581,20.6516129032258,12.5,761.025789473684
2013,16.5074074074074,20.737037037037,12.9518518518519,781.808571428571
2014,16.7869565217391,20.7260869565217,13.395652173913,844.843
2015,16.9230769230769,21.1076923076923,13.2807692307692,599.445882352941
2016,16.8666666666667,20.6296296296296,13.4111111111111,885.705
2017,17.1206896551724,21.4172413793103,13.151724137931,484.506315789474
2018,16.4586206896552,20.2413793103448,12.951724137931,823.648
2019,NA,NA,NA,NA
