"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1949,NA,NA,NA,NA
1950,NA,NA,NA,NA
1951,NA,NA,NA,NA
1952,NA,NA,NA,NA
1953,NA,NA,NA,NA
1954,NA,NA,NA,NA
1955,NA,NA,NA,NA
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,NA,NA,NA,NA
1959,NA,NA,NA,NA
1960,6.2,9.7,2.9,NA
1961,7.5,11,4.1,3796.27
1962,5.8,8.9,2.3,3172.38
1963,5.5,9.3,1.3,3168.83
1964,6.25,9.95,2.4,3350.31
1965,5.85,9.45,2.2,3084.02
1966,5.9,9.45,2.3,2329.395
1967,6.9,10.75,3.05,2089.615
1968,6.1,9.9,2.05,588.81
1969,5,9.05,0.75,642.35
1970,5.65,9.15,1.9,1027.66
1971,NA,NA,NA,NA
1973,6.9,10.35,3.2,758.06
1974,7.2,10.55,3.85,904.38
1975,8.25,11.85,4.3,463.485
1976,5.15,8.7,1.2,530.63
1977,6.2,9.5,2.8,747.63
1978,5.6,8.95,2.2,739.68
1979,5.9,9.25,2.3,659.77
1980,5.7,9,2.25,732.795
1981,6.65,9.75,3.3,921.51
1982,7,10.25,3.55,410.755
1983,7.85,10.95,4.55,658.005
1984,7.2,10.1,4.1,637.455
1985,5.1,8.3,1.7,620.25
1986,6.5,9.55,3.2,697.075
1987,5,8.35,1.55,706.255
1988,7.15,10.2,3.95,632.22
1989,8.55,11.6,5.25,646.69
1990,8.5,11.5,5.35,793.875
1991,7.75,10.8,4.55,695.805
1992,8.05,11.15,4.8,709.63
1993,6.8,10.05,3.2,730.28
1994,7.03333333333333,10.0333333333333,3.76666666666667,926.85
1995,7.43333333333333,10.5333333333333,4.33333333333333,668.88
1996,5.83333333333333,9.2,2.26666666666667,593.39
1997,7.43333333333333,10.3666666666667,4.36666666666667,727.34
1998,7.03333333333333,9.9,4.2,642.236666666667
1999,8.15,11.6,4.45,829.645
2000,8.53333333333333,11.6,5.33333333333333,726.78
2001,7.5,11,3.9,NA
2002,NA,NA,NA,NA
2003,7.2,10.9,3.5,630.53
2004,7.3,10.8,3.6,642.1
2005,NA,NA,NA,NA
2006,7.85,11.25,3.85,NA
2007,8.25,11.85,4,642.43
2008,8.45,11.7,4.45,621.35
2009,7.4,10.5333333333333,3.76666666666667,751.54
2010,6.3,9.73333333333333,2.4,NA
2011,8.1,11.3666666666667,4.23333333333333,877.52
2012,6.9,10.1,3.3,NA
2013,7.65,11.35,3.2,NA
2014,8.5,12,4.1,NA
2015,8.8,11.8,5.5,627.39
2016,8.3,11.5,4.4,784.55
2017,8.2,11.3,4,NA
2018,8.8,12.6,3.9,NA
2019,NA,NA,NA,NA
