"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1949,NA,NA,NA,NA
1950,NA,NA,NA,NA
1951,NA,NA,NA,NA
1952,NA,NA,NA,NA
1953,NA,NA,NA,NA
1954,NA,NA,NA,NA
1955,NA,NA,NA,NA
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,NA,NA,NA,NA
1959,NA,NA,NA,NA
1960,4.6,8.4,0.4,NA
1961,6.3,10,2.3,NA
1962,4.6,8.2,0.7,NA
1963,3.8,8.4,-1.5,NA
1964,NA,NA,NA,NA
1965,4.2,8.4,-0.5,NA
1966,3.9,7.8,-0.4,1180
1967,5.2,9.3,0.5,1392.09
1968,4.3,8.4,-0.4,529.13
1969,3.4,8,-1.7,827.56
1970,4.2,8.3,-0.5,766.28
1971,NA,NA,NA,NA
1973,5.2,9.3,0.7,766.06
1974,6,9.9,2.1,651.47
1975,6.7,11.2,1.9,430.98
1976,3.5,7.6,-0.9,494.25
1977,4.7,8.5,0.6,705.82
1978,3.7,7.5,-0.3,755.32
1979,4.9,8.8,0.6,496.04
1980,4.2,8.2,-0.2,720.11
1981,5.1,8.8,1.3,766.88
1982,5.5,9.6,1.6,450.33
1983,6.3,10.1,2.2,1104.47
1984,5.6,9.6,1.6,501.13
1985,3.7,7.6,-0.4,728.23
1986,5,9,0.9,835.7
1987,3.2,7.3,-0.8,698.75
1988,5.7,9.6,1.6,566.62
1989,7.2,11.1,3.2,573.58
1990,6.6,10.2,2.6,959.18
1991,6.3,10,2.4,604.28
1992,6.5,10.1,2.5,487.7
1993,4.9,8.6,1.1,835.47
1994,5.3,9.1,1.3,566.43
1995,6.2,10.2,2.1,554.84
1996,4.4,8.6,0,523.31
1997,6.1,9.7,2,NA
1998,NA,NA,NA,NA
1999,7.1,10.7,2.4,644.29
2000,7.7,10.9,3.3,NA
2001,6.5,10,2,NA
2002,NA,NA,NA,NA
2003,6.2,9.6,1.9,715.01
2004,6.3,9.8,2.1,717.11
2005,NA,NA,NA,NA
2006,7,11.4,2.3,551.78
2007,7.1,11.9,2.5,674.2
2008,7.3,11.5,3.2,902.26
2009,6.1,10.6,1.9,821.73
2010,5.1,10.2,0.6,839.48
2011,7.1,11.8,2.4,521.71
2012,5.4,10,1.1,722.93
2013,6.8,11.7,2,521.24
2014,6.9,11.8,2.4,683.02
2015,7.5,12.3,2.9,627.39
2016,6.6,10.4,2.2,NA
2017,6.4,10.5,2.3,NA
2018,7.3,12.1,2.5,504.45
2019,NA,NA,NA,NA
