"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1942,NA,NA,NA,NA
1943,NA,NA,NA,NA
1952,NA,NA,NA,NA
1953,NA,NA,NA,NA
1954,NA,NA,NA,NA
1955,NA,NA,NA,NA
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,NA,NA,NA,NA
1959,NA,NA,NA,NA
1960,NA,NA,NA,NA
1961,9.9,16.5,3.8,NA
1962,8.9,14.7,3.4,NA
1973,8.9,14.7,3.4,862.39
1974,8.9,14.7,3.8,965.46
1975,9,15,3.9,780.76
1976,8.2,14.1,3,858.05
1977,9.7,16.1,4.1,1002.28
1978,11.35,16.5,6.6,1545.965
1979,12.25,17.55,7.45,1428.76
1980,11.05,16.55,6.2,1254.13
1981,11.45,17.3,6.4,1192.8
1982,12.35,18,7.5,910.865
1983,12.15,18.05,6.9,829.415
1984,11.75,16.85,6.9,1251.72
1985,11.75,17.7,6.6,1078.14
1986,9.1,15.2,3.8,937.86
1987,9.7,15.5,4.2,906.59
1988,12.25,18.1,7.4,968.02
1989,12.2,18.05,7.2,884.935
1990,15.7,21.1,10.8,1047.56
1991,11.9,17.2,7.05,1180.865
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,10.4,14.9,5.1,NA
1997,9.9,15.5,4.8,30.99
1998,10.5,16.3,5.1,0
1999,13.55,18.5,7.6,NA
2000,10.6,17,4.6,NA
2001,13.25,18.3,7.2,NA
2002,NA,NA,NA,NA
2003,13.8,19.25,7.3,NA
2004,9.7,15.4,4.6,NA
2005,NA,NA,NA,NA
2006,11.95,18,6.65,NA
2007,13.05,19.05,7.45,NA
2008,13.25,19.3,7.65,NA
2009,13,18.8,7.7,NA
2010,12.3333333333333,17.6666666666667,6.3,1760.68
2011,12.7333333333333,18.8333333333333,6.03333333333333,803.64
2012,11.8,17.8,4.55,1169.12
2013,12.9666666666667,18.7666666666667,6.63333333333333,1371.86
2014,13.3,19.2,8.25,NA
2015,12.75,19.15,7.05,NA
2016,12.5333333333333,18.4,6.36666666666667,1022.27
2017,12.6,18.9333333333333,5.76666666666667,1668.04
2018,13.4,19.8,8.05,NA
2019,NA,NA,NA,NA
