"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,26.5,29.5,22.55,3967.8
1979,NA,NA,NA,NA
1980,26.6,29.3,23.4,1539.98
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,26.6,29,23.2,1262.38
1994,26.9,29.2,23.9,1296.98
1995,26.9,29.3,24,1096.27
1996,26.8,29.1,23.5,1271.82
1997,27.1,29.6,23.8,813.87
1998,27.15,30.25,23.75,1015.675
1999,26.8,29.5,23.6,NA
2000,26.8,29.5,23.3,885.19
2001,NA,NA,NA,NA
2002,NA,NA,NA,NA
2003,27.5,29.6,24,1133.17
2004,27.1,29.5,24.1,1345.65
2005,NA,NA,NA,NA
2006,26.75,30.2,23.3,1285.04
2007,27.6,30.1,24.2,653.56
2008,NA,NA,NA,NA
2009,27.6,30.2,24.1,1131.86
2010,27.3,30.9,23.7,1040.89
2011,26.85,30.65,23.3,1181.85
2012,26.8,30.4,23.35,1307.91
2013,27,30.5,23.5,956.57
2014,27.15,30.8,23.5,1199.31
2015,27.5,30.85,23.8,1291.3
2016,27.35,30.85,23.55,1444.49
2017,27.4,31.05,23.7,1254.76
2018,27.1,30.9,22.8,1145
2019,NA,NA,NA,NA
