"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Turkey",-2.1275,2.65461,7.83614,10.962,14.1028,20.0048,22.5429,22.4095,17.4405,12.2248,5.61001,4.44358,51.3107,39.8431,37.8167,30.251,87.339,60.2644,15.146,11.9961,24.2951,43.9685,76.0087,60.5621,NA,NA,NA,NA
"2",1902,13,"Turkey",1.18377,3.10891,4.75181,9.13237,13.9057,18.8641,20.8181,22.288,17.4622,12.5335,2.95517,-0.666,68.3878,47.2074,55.1573,50.5353,53.5762,16.2702,22.0701,7.04807,11.2951,47.3044,91.4631,86.8066,NA,NA,NA,NA
"3",1903,25,"Turkey",-1.3624,0.82739,4.04369,10.7918,14.7294,18.4507,21.5414,21.7156,17.0905,13.0881,6.47836,2.046,46.6811,57.0322,38.974,39.1971,52.4397,38.3478,17.2311,16.7399,11.9899,25.6679,51.0807,78.0012,NA,NA,NA,NA
"4",1904,37,"Turkey",-3.352,3.51934,3.94458,8.02979,13.0618,17.6401,21.7108,21.8525,17.8622,13.7574,6.04563,0.7726,66.9558,43.9498,71.5873,54.148,88.0667,38.1498,11.7258,5.83345,28.3063,43.1689,104.111,86.2312,NA,NA,NA,NA
"5",1905,49,"Turkey",-2.8435,-1.2191,3.77794,9.28411,14.0672,18.4437,22.3662,22.6281,19.0938,14.8714,9.32397,0.63848,92.9292,51.7099,57.6573,52.8106,32.8004,26.1697,7.27988,6.19009,9.51677,55.3242,45.8889,54.7364,NA,NA,NA,NA
"6",1906,61,"Turkey",-0.8577,1.5946,6.50421,9.91012,15.236,19.1163,21.4966,20.8038,16.7072,12.0288,6.96355,3.25203,63.7755,65.1523,60.9682,46.7769,81.4757,32.5217,17.7011,10.6584,14.4682,46.982,67.609,108.824,NA,NA,NA,NA
"7",1907,73,"Turkey",-2.1453,-1.1605,2.64109,7.94096,15.4446,18.9337,22.0419,21.6297,16.7057,13.3539,4.10104,1.20795,72.8418,57.8629,84.3257,60.6991,23.579,23.4397,16.4568,11.7403,21.5426,21.7999,71.1612,71.4026,NA,NA,NA,NA
"8",1908,85,"Turkey",-1.7369,1.12442,3.68501,8.63451,14.6908,18.8883,21.1776,21.9701,18.2812,11.5682,4.08356,-0.8833,64.2566,54.3172,73.4632,48.636,38.7976,59.4353,8.57714,5.63304,25.3289,21.4992,83.1299,69.8096,NA,NA,NA,NA
"9",1909,97,"Turkey",-3.4111,-0.8668,5.62917,8.45276,15.3948,17.6182,22.7056,22.2589,20.3827,14.7261,8.6099,3.36098,53.9487,68.213,67.5609,44.7333,29.2938,37.4477,5.55691,10.5138,28.1475,70.7708,83.1509,47.1432,NA,NA,NA,NA
"10",1910,109,"Turkey",0.79079,3.13999,4.15952,9.89239,14.2388,18.4526,22.0099,21.5708,17.6869,12.1617,7.92884,1.10194,72.9218,47.4765,59.0603,51.7841,86.2813,38.9501,28.4611,11.0104,14.2696,44.1502,46.3571,50.0504,NA,NA,NA,NA
