"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Hungary",-6.3571,-3.6127,5.07941,10.3484,15.3835,19.4685,20.991,19.3237,15.1754,11.6018,3.06522,2.83916,34.401,22.1574,59.1057,44.2655,40.2918,73.52,74.8561,67.6031,54.9607,48.0535,40.7379,49.989,NA,NA,NA,NA
"2",1902,13,"Hungary",1.3782,1.54806,4.33679,9.45265,11.3923,17.3117,19.0143,19.5554,15.3404,9.9971,0.96914,-4.3022,30.5773,65.037,44.9972,43.5099,91.1462,94.1066,81.5272,45.7822,35.0036,92.7516,9.95441,43.2572,NA,NA,NA,NA
"3",1903,25,"Hungary",-2.6603,2.86388,7.2261,7.81087,15.0009,17.431,19.4092,18.9796,15.9295,11.0258,5.65411,0.91936,27.1963,16.9703,24.0856,89.3535,45.9852,86.4872,104.105,44.2153,44.284,48.8165,71.5799,57.9316,NA,NA,NA,NA
"4",1904,37,"Hungary",-3.0341,2.72883,5.0155,10.6867,14.767,18.5966,21.7003,20.1006,14.4471,10.6767,2.71735,0.34066,24.028,61.742,42.0555,33.0625,53.3157,56.1034,17.76,55.9889,70.7413,79.7028,44.2922,33.5203,NA,NA,NA,NA
"5",1905,49,"Hungary",-5.5576,-0.0995,5.63183,8.62485,15.1194,19.1416,21.7345,20.977,17.0858,6.65297,6.00244,0.44854,19.7504,18.742,33.6998,61.7789,82.2338,77.3001,37.8097,52.5213,64.1417,103.709,95.6591,17.03,NA,NA,NA,NA
"6",1906,61,"Hungary",-1.9411,0.70916,5.06188,11.0253,15.7612,17.7319,20.1844,18.944,14.2391,10.0423,7.12691,-1.9426,35.102,29.0995,59.0027,38.769,64.6387,105.656,96.2375,66.8138,99.8597,14.2251,49.1902,89.1293,NA,NA,NA,NA
"7",1907,73,"Hungary",-3.5472,-2.8274,1.84858,7.62397,17.294,18.7934,18.8423,19.5128,15.5022,14.4192,3.51042,1.31129,49.0406,17.6747,22.9482,88.2468,44.0114,61.2502,75.7709,32.4888,28.7759,19.8443,29.2845,62.127,NA,NA,NA,NA
"8",1908,85,"Hungary",-3.3548,1.06394,4.19121,8.9418,17.8456,20.2332,20.0701,18.2669,14.2659,9.24457,-0.199,-1.8294,24.0459,52.3238,42.9942,72.0336,47.7402,38.2333,65.3416,77.0669,25.7543,9.17808,45.744,39.1399,NA,NA,NA,NA
"9",1909,97,"Hungary",-4.1725,-3.7918,4.2706,10.6224,14.1774,17.8878,19.0584,20.2706,16.4402,12.2896,3.39699,2.70853,26.9393,34.2967,45.5821,33.3641,80.0323,75.409,73.8387,68.8361,57.9544,32.2934,33.8156,82.1208,NA,NA,NA,NA
"10",1910,109,"Hungary",-0.0802,3.75233,5.60143,9.92354,15.0291,19.1101,18.9897,19.214,14.5491,10.3466,3.82518,3.19511,54.4943,42.296,8.87516,67.7282,91.594,92.4519,60.6382,63.0343,88.0206,23.8565,98.901,44.7543,NA,NA,NA,NA
