"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,27.95,34.35,22.15,921
1982,27.8571428571429,34.5285714285714,21.8714285714286,815.31
1983,NA,NA,NA,NA
1984,29.0333333333333,35.3333333333333,22.9,600.895
1985,28.2888888888889,34.5333333333333,22.4555555555556,795.975
1986,28.25,34.725,22.0125,681.32875
1987,NA,NA,NA,NA
1988,28.3666666666667,34.6444444444444,22.3333333333333,740.077777777778
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,28.58,35.28,22.6,838.9625
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,NA,NA,NA,NA
2000,NA,NA,NA,NA
2001,28.7,34.8,22.55,NA
2002,NA,NA,NA,NA
2003,28.7,35.4,22.7,1241.02
2004,28.75,34.75,22.8,817.66
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,28.8,35.4,22.9,NA
2008,NA,NA,NA,NA
2009,28.775,35.375,22.9125,823.511428571429
2010,28.9142857142857,35.6714285714286,23.0714285714286,941.8375
2011,28.7111111111111,35.5333333333333,22.8888888888889,720.265
2012,28.3666666666667,34.9333333333333,22.8333333333333,944.356666666667
2013,28.5888888888889,35.4444444444444,22.8111111111111,881.15375
2014,28.9,35.7,22.9,NA
2015,28.8,35.8,22.7,NA
2016,28.8888888888889,35.6,23.2555555555556,815.07
2017,28.7555555555556,35.5,22.8666666666667,810.04625
2018,29.2,35.5,23.4,NA
2019,NA,NA,NA,NA
