"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,26.5,32.5,20.7,NA
1978,NA,NA,NA,NA
1979,26.925,32.35,22.6,1312.66
1980,27.2,30,24.8,NA
1981,NA,NA,NA,NA
1982,26.7,31.3,22.95,NA
1983,27,29.9,24.7,NA
1984,26.85,32.4,22.575,914.605
1985,26.8333333333333,31.9666666666667,22.4333333333333,1005.07666666667
1986,26.8333333333333,31.6333333333333,22.6333333333333,960.45
1987,27.7,32.2,25.5,NA
1988,27.2,31.8666666666667,23.5,1322.86
1989,27.1,30.1,24.5,1148.83
1990,27.4333333333333,32.5666666666667,23.1333333333333,937.673333333333
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,27.4333333333333,32.6,22.9333333333333,1155.21666666667
1994,27.1,32.3,22.8,1177.74333333333
1995,NA,NA,NA,NA
1996,27.6333333333333,32.8,23.6,NA
1997,27.25,32.625,22.9333333333333,918.455
1998,NA,NA,NA,NA
1999,NA,NA,NA,NA
2000,NA,NA,NA,NA
2001,27.5,31,25.1,NA
2002,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,27.4,30.6,24.8,1440.18
2005,NA,NA,NA,NA
2006,16.8,22.2,11.9,327.87
2007,20.0666666666667,24.5666666666667,11.75,566.17
2008,15.75,20.95,10.9,426.2
2009,20.1,24.6666666666667,11.5,913.73
2010,21.975,26.975,17.725,1215.39
2011,23.8142857142857,29.3428571428571,19.3428571428571,1066.12833333333
2012,23.6714285714286,29.1571428571429,19.4142857142857,1125.515
2013,19.8333333333333,24.4666666666667,15.7333333333333,778.265
2014,19.5666666666667,24.1333333333333,15.4666666666667,466.59
2015,20.1,24.9333333333333,15.7,392.66
2016,24.8,30.3375,20.1875,1006.938
2017,20.2333333333333,24.3666666666667,16.1,513.56
2018,20.1333333333333,24.4666666666667,15.9,NA
2019,NA,NA,NA,NA
